Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,伯明翰大学University of Birmingham,401.0,4.2,3.32,70.0,100.0,免费评估
2,曼彻斯特大学The University of Manchester,397.0,4.17,3.19,65.0,98.5,免费评估
3,萨塞克斯大学University of Sussex,352.0,4.05,3.21,80.0,98.4,免费评估
4,诺丁汉大学University of Nottingham,359.0,4.32,2.97,70.0,97.1,免费评估
5,东英吉利大学University of East Anglia,405.0,4.07,3.08,55.0,95.2,免费评估
6,莱斯特大学University of Leicester,320.0,4.27,3.14,65.0,94.8,免费评估
7,埃塞克斯大学University of Essex,333.0,4.46,3.14,50.0,94.0,免费评估
8,曼彻斯特城市大学Manchester Metropolitan University,,4.28,3.07,,93.8,免费评估
9,赫尔大学The University of Hull,308.0,4.58,2.83,60.0,93.1,免费评估
10,基尔大学Keele University,322.0,4.29,2.83,60.0,92.9,免费评估
11,利物浦大学The University of Liverpool,,4.28,2.95,55.0,92.5,免费评估
12,朴茨茅斯大学University of Portsmouth,263.0,4.41,2.89,65.0,92.2,免费评估
13,肯特大学University of Kent,285.0,3.91,3.03,60.0,91.5,免费评估
14,斯旺西大学Swansea University,282.0,4.3,2.87,65.0,91.3,免费评估
15,南威尔士大学The University of South Wales,,4.45,2.69,,90.9,免费评估
16,伦敦大学金史密斯学院Goldsmiths University of London,,4.36,,50.0,87.1,免费评估
17,温切斯特大学University of Winchester,274.0,4.36,2.59,45.0,86.2,免费评估
18,约克圣约翰大学York St John University,268.0,4.26,,,85.9,免费评估
19,德比大学University of Derby,273.0,4.04,2.63,40.0,83.9,免费评估
20,坎特伯雷大学Canterbury Christ Church University,245.0,4.25,2.63,35.0,83.6,免费评估
