Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,剑桥大学University of Cambridge,88.00%,87.70%,54.00%,570,87.60%,100.0,免费评估
2,牛津大学University of Oxford,79.90%,81.30%,41.30%,546,85.10%,93.3,免费评估
3,杜伦大学Durham University,79.00%,83.80%,34.60%,554,86.10%,92.0,免费评估
4,圣安德鲁斯大学University of St Andrews,93.70%,94.30%,26.40%,467,77.30%,90.2,免费评估
5,布里斯托大学University of Bristol,89.30%,89.90%,36.00%,426,74.40%,89.6,免费评估
6,伯明翰大学University of Birmingham,84.30%,83.00%,33.70%,428,85.60%,89.5,免费评估
7,埃克塞特大学University of Exeter,85.80%,91.10%,35.10%,460,72.10%,89.2,免费评估
8,谢菲尔德大学The University of Sheffield,88.70%,91.80%,41.20%,,62.20%,89.1,免费评估
9,利兹大学University of Leeds,84.40%,86.00%,30.60%,401,80.60%,87.3,免费评估
10,伦敦大学学院University College London,71.70%,73.70%,43.70%,488,71.00%,87.1,免费评估
11,曼彻斯特大学The University of Manchester,81.60%,80.50%,48.90%,403,57.10%,86.3,免费评估
12,爱丁堡大学The University of Edinburgh,73.70%,82.30%,30.30%,494,,85.3,免费评估
13,格拉斯哥大学University of Glasgow,87.40%,86.20%,26.30%,490*,59.60%,85.1,免费评估
14,巴斯大学University of Bath,79.20%,79.70%,27.40%,376,78.60%,83.7,免费评估
15,诺丁汉大学University of Nottingham,77.10%,77.40%,39.40%,377,63.40%,83.1,免费评估
16,朴茨茅斯大学University of Portsmouth,82.00%,85.90%,32.20%,289,71.10%,82.4,免费评估
17,伦敦大学玛丽女王学院Queen Mary University of London,74.80%,70.90%,35.10%,407*,,81.6,免费评估
