Ranking,University Name,Guardian score,Satisfied with course,Satisfied with teaching,Satisfied with feedback,Student:staff ratio,Spend per student,Average entry tariff,Value-added score,Career after 6 mths,Free
1,利物浦大学The University of Liverpool,100.0,95.0,93.0,85.1,8.2,9,151.0,2,,免费评估
2,阿尔斯特大学University of Ulster,98.8,97.0,94.9,86.5,13.6,3,149.0,8,100.0,免费评估
3,布里斯托大学University of Bristol,92.1,97.7,96.2,92.9,14.8,6,163.0,4,93.0,免费评估
4,纽卡斯尔大学Newcastle University,90.5,93.9,92.0,74.9,12.5,9,158.0,6,,免费评估
5,诺丁汉大学University of Nottingham,88.6,89.9,87.9,67.9,15.3,9,161.0,8,100.0,免费评估
6,英国女王大学Queen's University Belfast,88.1,87.0,90.3,78.0,11.9,7,160.0,7,95.0,免费评估
7,卡迪夫大学Cardiff University,86.7,89.1,91.0,70.8,15.7,9,178.0,5,97.0,免费评估
8,林肯大学University of Lincoln,86.3,95.0,98.7,60.4,12.0,7,110.0,6,,免费评估
9,基尔大学Keele University,85.6,100.0,97.0,84.0,16.1,4,143.0,5,94.0,免费评估
10,伯明翰大学University of Birmingham,83.8,98.0,93.3,74.0,15.5,8,155.0,5,100.0,免费评估
11,阿斯顿大学Aston University,80.3,93.9,91.3,78.0,15.4,4,131.0,7,99.0,免费评估
11,利兹大学University of Leeds,80.3,92.4,95.2,74.7,13.0,4,167.0,5,,免费评估
13,雷丁大学University of Reading,80.1,89.0,89.9,83.4,16.7,6,125.0,7,100.0,免费评估
14,曼彻斯特大学The University of Manchester,79.3,90.0,86.4,59.4,10.7,9,157.0,5,96.0,免费评估
15,布拉德福德大学University of Bradford,78.8,88.0,86.3,72.8,15.0,3,127.0,8,97.0,免费评估
15,中央兰开夏大学University of Central Lancashire,78.8,73.3,75.9,61.0,13.7,3,146.0,8,97.0,免费评估
17,朴茨茅斯大学University of Portsmouth,78.2,82.4,88.0,64.1,10.7,7,108.0,7,96.0,免费评估
18,巴斯大学University of Bath,76.5,85.1,88.7,62.8,15.4,6,157.0,5,97.0,免费评估
19,玛格丽特女王大学Queen Margaret University,76.3,88.0,90.3,82.2,,2,127.0,5,,免费评估
20,罗伯特高登大学The Robert Gordon University,75.7,81.0,80.7,59.5,17.8,3,188.0,8,99.0,免费评估
21,阿伯丁大学University of Aberdeen,75.1,98.7,93.8,72.4,18.5,5,180.0,2,,免费评估
22,哈德斯菲尔德大学University of Huddersfield,74.9,87.0,91.3,67.9,15.4,5,134.0,7,100.0,免费评估
23,赫特福德大学University of Hertfordshire,74.7,85.1,89.1,69.1,10.5,4,120.0,5,89.0,免费评估
24,爱丁堡大学The University of Edinburgh,74.3,73.9,81.3,50.0,8.7,10,,4,,免费评估
25,格拉斯哥大学University of Glasgow,73.7,88.4,89.9,68.0,14.2,8,194.0,4,,免费评估
26,金斯顿大学Kingston University,73.5,89.9,87.3,73.3,15.0,3,128.0,9,87.0,免费评估
27,东英吉利大学University of East Anglia,73.0,82.2,79.3,73.7,12.3,7,144.0,5,99.0,免费评估
28,利物浦约翰摩尔斯大学Liverpool John Moores University,70.2,72.7,77.9,58.6,15.1,3,145.0,8,100.0,免费评估
29,德蒙福特大学De Montfort University,69.5,91.1,85.3,64.1,17.7,4,116.0,8,96.0,免费评估
30,桑德兰大学University of Sunderland,68.7,91.9,91.6,63.3,15.0,3,123.0,7,94.0,免费评估
31,布莱顿大学University of Brighton,68.6,84.8,87.6,57.5,26.3,4,123.0,9,100.0,免费评估
32,思克莱德大学University of Strathclyde,66.9,78.0,78.4,44.2,19.3,6,226.0,3,95.0,免费评估
33,伍尔弗汉普顿大学University of Wolverhampton,64.7,82.0,80.6,65.2,19.8,3,139.0,8,92.0,免费评估
34,伦敦大学学院University College London,63.9,80.0,82.6,51.6,15.5,8,175.0,4,93.0,免费评估
35,梅德韦药学院Medway School of Pharmacy,61.0,87.0,87.1,61.0,23.9,5,131.0,8,96.0,免费评估
36,伦敦国王学院King's College London,57.2,89.0,86.0,54.0,21.9,5,149.0,5,94.0,免费评估
37,伦敦都市大学London Metropolitan University,53.5,78.0,80.7,67.6,14.7,3,118.0,1,,免费评估
38,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,53.0,91.0,84.3,61.8,,3,174.0,1,,免费评估
39,剑桥安鲁大学Anglia Ruskin University,52.6,58.0,73.1,69.2,16.8,4,83.0,6,,免费评估
40,东伦敦大学University of East London,37.5,88.2,88.3,77.2,22.8,2,89.0,4,64.0,免费评估
