Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,83.0,5.4,567.0,92.0,100.0,免费评估
2,牛津大学University of Oxford,,4.1,560.0,89.0,96.5,免费评估
3,诺丁汉大学University of Nottingham,81.0,3.8,454.0,,88.8,免费评估
4,卡迪夫大学Cardiff University,82.0,3.3,325.0,90.0,85.6,免费评估
5,华威大学The University of Warwick,77.0,3.4,460.0,78.0,84.0,免费评估
6,埃克塞特大学University of Exeter,84.0,2.4,416.0,75.0,83.1,免费评估
7,莱斯特大学University of Leicester,81.0,2.4,347.0,85.0,81.8,免费评估
8,杜伦大学Durham University,76.0,2.5,513.0,68.0,80.4,免费评估
9,伦敦大学玛丽女王学院Queen Mary University of London,80.0,2.0,291.0,87.0,79.0,免费评估
10,斯旺西大学Swansea University,77.0,3.4,283.0,,78.1,免费评估
11,阿伯丁大学University of Aberdeen,75.0,2.9,314.0,,75.5,免费评估
12,格林威治大学The University of Greenwich,90.0,0.7,,58.0,74.9,免费评估
13,思克莱德大学University of Strathclyde,74.0,2.8,,67.0,73.8,免费评估
14,中央兰开夏大学University of Central Lancashire,80.0,1.0,278.0,71.0,72.2,免费评估
15,龙比亚大学Napier University,80.0,1.3,280.0,66.0,71.9,免费评估
16,利物浦约翰摩尔斯大学Liverpool John Moores University,70.0,3.1,289.0,,71.4,免费评估
17,伯恩茅斯大学Bournemouth University,,1.6,269.0,71.0,70.3,免费评估
18,德蒙福特大学De Montfort University,76.0,1.4,147.0,83.0,69.5,免费评估
19,西英格兰大学University of the West of England,79.0,2.4,298.0,43.0,69.4,免费评估
20,谢菲尔德哈莱姆大学Sheffield Hallam University,76.0,1.5,241.0,64.0,68.6,免费评估
21,布拉德福德大学University of Bradford,73.0,1.7,211.0,,65.4,免费评估
22,伦敦南岸大学London South Bank University,73.0,2.2,211.0,47.0,64.4,免费评估
23,格拉摩根大学University of Glamorgan,65.0,2.2,,58.0,62.2,免费评估
24,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,73.0,0.7,242.0,49.0,61.2,免费评估
25,阿尔斯特大学University of Ulster,67.0,,232.0,68.0,59.4,免费评估
26,牛津布鲁克斯大学Oxford Brookes University,65.0,1.7,207.0,,59.3,免费评估
27,伯明翰城市大学Birmingham City University,71.0,,164.0,63.0,58.5,免费评估
28,考文垂大学Coventry University,71.0,0.7,,44.0,56.4,免费评估
