Ranking,University Name,Location,Teaching,International Outlook,Research,Citations,Industry Income,Overall score,Free
25,Cornell University,United States,77.5,70.4,81.4,94.2,36.3,80.7,免费评估
26,Technical University of Munich,Germany,73.7,66.5,83.8,82.5,99.9,79.9,免费评估
27,RWTH Aachen University,Germany,77.4,47.6,90.8,68.5,100.0,77.9,免费评估
28,Purdue University West Lafayette,United States,76.8,73.7,87.9,70.7,68.7,77.8,免费评估
29,"University of California, Santa Barbara",United States,58.8,76.7,72.5,99.0,99.5,77.3,免费评估
30,University of Pennsylvania,United States,64.1,74.1,73.4,97.9,64.1,76.9,免费评估
31,University of Toronto,Canada,73.7,86.5,71.7,89.4,37.8,76.6,免费评估
32,Northwestern University,United States,61.6,78.1,75.4,98.2,47.7,76.3,免费评估
33,Korea Advanced Institute of Science and Technology (KAIST),South Korea,77.8,30.9,81.4,74.6,100.0,75.6,免费评估
34,Columbia University,United States,71.2,76.7,62.8,98.3,44.3,75.2,免费评估
35,"University of California, San Diego",United States,60.1,63.5,70.5,93.8,100.0,74.7,免费评估
36,Seoul National University,South Korea,80.7,26.9,86.4,63.8,84.0,73.9,免费评估
37,Zhejiang University,China,81.8,43.8,84.2,54.3,100.0,73.0,免费评估
37,Johns Hopkins University,United States,65.3,64.1,73.8,85.6,56.5,72.9,免费评估
37,The University of Tokyo,Japan,87.4,35.5,90.2,50.3,63.8,72.9,免费评估
40,University of Hong Kong,Hong Kong,66.7,99.0,69.8,73.8,44.4,70.9,免费评估
41,伦敦大学学院University College London,United Kingdom,67.4,96.2,65.3,79.5,38.6,70.8,免费评估
42,University of Science and Technology of China,China,65.2,29.6,60.6,89.1,96.9,69.3,免费评估
43,Shanghai Jiao Tong University,China,73.8,48.3,80.2,54.4,88.4,69.2,免费评估
44,University of Wisconsin-Madison,United States,61.3,54.4,65.2,90.5,42.8,69.0,免费评估
45,KU Leuven,Belgium,53.0,63.5,66.9,83.6,98.8,68.7,免费评估
46,Kyoto University,Japan,78.8,29.7,82.7,48.9,77.4,68.0,免费评估
47,Duke University,United States,55.3,69.9,53.4,92.0,81.1,67.2,免费评估
47,University of Southern California,United States,54.4,74.4,59.3,94.0,33.2,67.2,免费评估
49,Fudan University,China,61.1,33.5,59.5,94.8,45.5,67.0,免费评估
50,Sungkyunkwan University (SKKU),South Korea,57.4,35.7,61.7,86.0,95.6,66.8,免费评估
51,Rice University,United States,52.1,79.5,47.7,99.9,62.9,66.5,免费评估
52,Pennsylvania State University (Main campus),United States,55.5,53.7,60.2,86.4,59.8,65.5,免费评估
53,KTH Royal Institute of Technology,Sweden,56.7,79.7,65.9,74.3,44.2,65.4,免费评估
54,Karlsruhe Institute of Technology,Germany,52.7,65.7,65.7,78.4,65.0,65.3,免费评估
55,McGill University,Canada,59.7,84.0,63.3,74.3,29.9,65.1,免费评估
56,曼彻斯特大学The University of Manchester,United Kingdom,53.0,90.5,61.9,77.3,46.7,64.9,免费评估
57,爱丁堡大学The University of Edinburgh,United Kingdom,49.2,94.8,55.3,89.9,32.7,64.8,免费评估
57,University of Washington,United States,51.9,71.0,52.0,95.8,39.9,64.8,免费评估
59,Tokyo Institute of Technology,Japan,77.3,36.6,76.6,45.0,62.5,64.4,免费评估
60,Technical University of Berlin,Germany,54.0,54.0,65.3,73.4,85.5,64.3,免费评估
61,City University of Hong Kong,Hong Kong,42.8,99.8,47.9,94.2,69.1,64.1,免费评估
61,Texas A&M University,United States,55.9,61.9,69.7,70.8,46.8,64.1,免费评估
63,Chinese University of Hong Kong,Hong Kong,48.8,97.6,52.5,86.2,40.3,63.4,免费评估
63,Monash University,Australia,42.8,96.1,52.3,85.4,84.2,63.4,免费评估
63,Ohio State University (Main campus),United States,54.4,67.7,54.7,77.0,87.9,63.4,免费评估
65,University of British Columbia,Canada,51.1,90.1,52.7,81.7,48.0,62.8,免费评估
66,Technical University of Denmark,Denmark,51.2,86.5,62.6,71.1,49.3,62.7,免费评估
68,Pohang University of Science and Technology (POSTECH),South Korea,49.6,32.6,57.7,85.3,78.1,62.0,免费评估
69,Eindhoven University of Technology,Netherlands,46.3,71.0,56.0,74.9,100.0,61.6,免费评估
70,Hong Kong Polytechnic University,Hong Kong,48.3,92.8,56.6,75.5,44.5,61.4,免费评估
70,University of Melbourne,Australia,49.9,93.5,48.6,78.0,68.7,61.4,免费评估
71,UNSW Sydney,Australia,49.0,94.1,52.6,77.2,44.7,61.0,免费评估
72,Paris Sciences et Lettres – PSL Research University Paris,France,59.7,74.0,49.9,67.4,76.7,60.8,免费评估
72,Virginia Polytechnic Institute and State University,United States,49.3,59.1,59.4,75.9,57.3,60.8,免费评估
74,Tohoku University,Japan,67.5,40.5,70.9,46.6,67.4,60.7,免费评估
75,南安普顿大学University of Southampton,United Kingdom,51.8,93.4,49.6,74.7,42.6,60.1,免费评估
76,Australian National University,Australia,45.9,98.3,46.6,84.3,34.9,60.0,免费评估
76,"University of California, Davis",United States,53.9,72.5,56.5,69.8,46.0,60.0,免费评估
79,New York University,United States,31.2,76.5,43.8,99.4,78.9,59.5,免费评估
80,Brown University,United States,47.7,72.7,37.5,97.1,33.2,59.4,免费评估
81,"University of Maryland, College Park",United States,46.2,45.8,52.0,88.4,40.4,59.2,免费评估
82,Nanjing University,China,47.4,48.1,45.7,86.0,75.6,59.0,免费评估
82,Chalmers University of Technology,Sweden,54.3,61.8,48.8,75.5,50.1,58.9,免费评估
84,École Polytechnique,France,64.5,83.7,50.5,53.5,64.6,58.7,免费评估
85,University of Queensland,Australia,39.2,88.7,53.4,74.1,68.3,58.2,免费评估
86,布里斯托大学University of Bristol,United Kingdom,37.7,88.2,46.6,82.4,56.2,57.4,免费评估
87,University of Wollongong,Australia,32.0,97.7,34.8,93.7,73.3,56.8,免费评估
88,University of Minnesota,United States,45.5,46.0,47.5,77.0,82.9,56.7,免费评估
89,"University of California, Irvine",United States,39.5,77.7,47.8,81.8,41.3,56.6,免费评估
90,Aalborg University,Denmark,40.1,79.8,32.2,97.4,40.2,56.5,免费评估
90,TU Dresden,Germany,48.4,52.6,55.2,65.2,71.7,56.5,免费评估
92,National Taiwan University,Taiwan,60.9,32.4,66.9,45.6,57.7,56.2,免费评估
93,University of Sydney,Australia,43.1,91.8,44.9,72.3,49.1,55.6,免费评估
94,University of Stuttgart,Germany,51.0,51.6,57.8,57.5,63.9,55.5,免费评估
95,University of Colorado Boulder,United States,42.2,56.4,39.9,88.7,39.7,55.2,免费评估
95,Indian Institute of Science,India,63.7,21.4,62.2,48.5,51.0,55.2,免费评估
97,University of Erlangen-Nuremberg,Germany,33.4,53.7,45.2,81.2,97.6,54.8,免费评估
98,Tongji University,China,57.8,40.9,68.1,32.3,99.8,54.7,免费评估
99,Huazhong University of Science and Technology,China,48.2,21.4,48.3,72.5,76.9,54.3,免费评估
100,Korea University,South Korea,44.4,34.8,47.0,69.3,99.4,54.0,免费评估
