Ranking,University Name,Location,Teaching,International Outlook,Research,Citations,Industry Income,Overall score,Free
1,牛津大学University of Oxford,United Kingdom,95.1,92.9,97.9,98.8,72.5,95.6,免费评估
2,Stanford University,United States,93.7,84.3,95.9,99.8,94.4,95.4,免费评估
3,Harvard University,United States,94.9,88.1,99.8,99.7,58.4,95.3,免费评估
4,California Institute of Technology,United States,99.1,51.2,99.3,97.0,90.7,94.6,免费评估
5,Massachusetts Institute of Technology,United States,94.9,85.9,92.1,99.0,94.5,94.5,免费评估
6,剑桥大学University of Cambridge,United Kingdom,94.3,92.5,97.6,93.7,71.7,93.9,免费评估
7,Princeton University,United States,91.6,81.0,93.4,98.4,55.0,91.4,免费评估
8,National University of Singapore,Singapore,87.0,94.3,90.5,90.0,83.9,89.3,免费评估
9,ETH Zurich,Switzerland,85.7,95.1,93.6,93.0,45.0,88.8,免费评估
10,Georgia Institute of Technology,United States,82.2,72.0,96.1,96.2,64.5,88.6,免费评估
11,"University of California, Berkeley",United States,88.0,58.7,91.4,99.6,54.9,88.4,免费评估
12,帝国理工学院Imperial College London,United Kingdom,90.6,95.5,88.0,87.6,70.4,88.3,免费评估
13,"University of California, Los Angeles",United States,83.1,78.9,92.2,98.5,51.0,88.1,免费评估
14,Peking University,China,90.9,44.8,93.5,97.1,47.2,87.7,免费评估
15,"Nanyang Technological University, Singapore",Singapore,80.6,96.0,81.2,94.7,96.9,86.6,免费评估
16,University of Michigan-Ann Arbor,United States,83.6,71.0,89.8,92.4,53.7,85.5,免费评估
17,Carnegie Mellon University,United States,79.3,76.4,87.1,99.1,48.6,85.3,免费评估
18,École Polytechnique Fédérale de Lausanne,Switzerland,77.6,97.8,85.2,94.5,61.4,85.2,免费评估
19,Delft University of Technology,Netherlands,79.4,85.4,94.2,76.7,92.6,84.2,免费评估
20,Tsinghua University,China,91.5,30.9,97.4,71.6,98.9,83.6,免费评估
21,Yale University,United States,84.9,66.7,82.8,95.1,40.5,83.5,免费评估
22,University of Texas at Austin,United States,79.0,38.8,87.9,98.2,64.7,83.2,免费评估
23,The Hong Kong University of Science and Technology,Hong Kong,70.4,96.3,83.4,96.7,62.3,83.1,免费评估
23,University of Illinois at Urbana-Champaign,United States,80.2,59.2,89.5,87.6,69.3,82.9,免费评估
