Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,剑桥大学University of Cambridge,83.7%,85.5%,67.0%,239,93.5%,100.0,免费评估
2,布里斯托大学University of Bristol,87.5%,84.4%,52.3%,220,97.4%,98.8,免费评估
3,牛津大学University of Oxford,,,68.7%,234,88.3%,95.3,免费评估
4,帝国理工学院Imperial College London,83.3%,84.4%,60.1%,214,84.6%,95.2,免费评估
5,格拉斯哥大学University of Glasgow,79.4%,85.4%,47.2%,213,93.1%,94.8,免费评估
6,谢菲尔德大学The University of Sheffield,80.3%,83.6%,51.4%,172,91.4%,92.6,免费评估
7,诺丁汉大学University of Nottingham,84.4%,76.8%,40.8%,,90.0%,92.1,免费评估
8,赫瑞瓦特大学Heriot Watt University,77.4%,78.7%,47.8%,196,,91.7,免费评估
9,杜伦大学Durham University,75.1%,75.0%,39.4%,219,88.7%,91.0,免费评估
10,华威大学The University of Warwick,76.9%,79.0%,47.2%,169,89.2%,90.0,免费评估
11,埃克塞特大学University of Exeter,68.9%,74.8%,36.4%,173,96.7%,88.4,免费评估
12,伦敦国王学院King's College London,69.6%,81.4%,56.6%,168,,87.9,免费评估
13,University of Lincoln,80.1%,78.0%,12.4%,,90.9%*,87.5,免费评估
14,斯旺西大学Swansea University,75.8%,80.8%,45.5%,132,86.4%,86.9,免费评估
15,中央兰开夏大学University of Central Lancashire,76.6%,79.3%,7.1%,152,92.3%,84.8,免费评估
15,西英格兰大学University of the West of England,89.9%,85.0%,10.6%,123,81.9%,84.8,免费评估
17,阿尔斯特大学University of Ulster,83.6%,82.6%,22.8%,117,79.5%,83.6,免费评估
18,莱斯特大学University of Leicester,75.7%,77.4%,34.4%,134,79.1%,83.4,免费评估
19,格林威治大学The University of Greenwich,77.5%,76.9%,5.5%,,84.6%*,83.2,免费评估
20,伯恩茅斯大学Bournemouth University,84.3%,82.5%,8.5%,122,81.7%,82.8,免费评估
21,阿伯丁大学University of Aberdeen,72.4%,76.4%,28.4%,146,,82.7,免费评估
22,布拉德福德大学University of Bradford,81.0%,85.0%,7.7%,129,79.6%,82.1,免费评估
23,利物浦大学The University of Liverpool,76.0%,81.4%,32.1%,164*,65.5%,82.0,免费评估
24,卡迪夫大学Cardiff University,68.5%,79.9%,30.2%,147,77.4%,81.8,免费评估
25,德比大学University of Derby,83.8%,79.8%,6.7%,109,,81.4,免费评估
26,利物浦约翰摩尔斯大学Liverpool John Moores University,72.8%,62.1%,14.2%,133,88.5%,80.9,免费评估
26,阿斯顿大学Aston University,72.8%,74.7%,20.6%,128,81.3%,80.9,免费评估
28,伦敦大学玛丽女王学院Queen Mary University of London,69.6%,60.0%,46.7%,145,69.2%,79.8,免费评估
29,伦敦南岸大学London South Bank University,69.1%,66.3%,19.6%,111,87.5%*,79.6,免费评估
30,伦敦城市大学City University London,71.3%,74.9%,23.1%,125,67.0%,77.2,免费评估
30,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,72.9%,72.1%,4.7%,151,69.9%,77.2,免费评估
32,赫尔大学The University of Hull,65.6%,70.8%,16.5%,134,,76.8,免费评估
32,考文垂大学Coventry University,75.2%,71.5%,10.3%,94,76.7%,76.8,免费评估
34,伍尔弗汉普顿大学University of Wolverhampton,68.4%,68.1%,,102,80.6%,74.9,免费评估
35,米德塞斯大学Middlesex University,76.1%,78.6%,,112,62.4%,74.0,免费评估
36,西苏格兰大学University of the West of Scotland,68.4%,67.9%,9.0%,,69.2%,73.2,免费评估
37,龙比亚大学Napier University,65.1%,68.9%,,136,63.1%,71.9,免费评估
38,北安普顿大学The University of Northampton,60.3%,51.9%,,84,77.8%,69.5,免费评估
