Ranking,University Name,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
26,南安普顿大学University of Southampton,79.0,28.3,420,80.4,87.3,免费评估
27,谢菲尔德大学The University of Sheffield,82.4,30.0,371,75.1,87.2,免费评估
28,肯特大学University of Kent,80.5,27.4,397,77.5,86.6,免费评估
29,东英吉利大学University of East Anglia,85.3,21.7,399,68.3,86.5,免费评估
30,索尔福德大学University of Salford,95.4,13.3,328,55.1,85.7,免费评估
31,邓迪大学University of Dundee,84.3,16.7,404,66.4,84.3,免费评估
32,朴茨茅斯大学University of Portsmouth,85.0,15.0,316,79.5,83.7,免费评估
33,斯旺西大学Swansea University,82.7,20.0,333,75.0,83.4,免费评估
34,利物浦大学The University of Liverpool,80.9,23.3,397,63.6,83.2,免费评估
35,阿伯丁大学University of Aberdeen,76.8,20.0,401,78.4,82.7,免费评估
36,Coventry University,94.5,,294,66.9,82.6,免费评估
37,德蒙福特大学De Montfort University,87.9,18.3,298,61.2,82.4,免费评估
38,斯特林大学University of Stirling,81.7,15.0,378,71.6,82.3,免费评估
39,基尔大学Keele University,84.1,21.7,356,57.8,82.2,免费评估
39,班戈大学Bangor University,85.1,31.7,275,55.3,82.2,免费评估
41,伯明翰城市大学Birmingham City University,93.2,11.7,277,53.3,81.7,免费评估
42,埃塞克斯大学University of Essex,85.0,25.0,339,49.4,81.5,免费评估
43,哈德斯菲尔德大学University of Huddersfield,82.9,10.0,347,74.4,81.2,免费评估
43,金斯顿大学Kingston University,88.2,21.7,309,47.2,81.2,免费评估
45,Manchester Metropolitan University,89.0,15.0,317,52.0,81.1,免费评估
46,亚伯大学Aberystwyth University,87.4,13.3,314,58.9,80.8,免费评估
47,赫尔大学The University of Hull,85.3,18.3,304,57.1,80.2,免费评估
48,阿尔斯特大学University of Ulster,84.6,15.0,324,60.3,80.1,免费评估
48,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,86.8,5.0,367,59.0,80.1,免费评估
50,University of Lincoln,88.8,,312,67.1,79.7,免费评估
51,布鲁内尔大学Brunel University,85.6,21.7,327,43.7,79.5,免费评估
52,诺桑比亚大学Northumbria University,84.6,6.7,370,60.0,79.4,免费评估
53,切斯特大学University of Chester,84.4,,283,85.1,79.3,免费评估
54,布拉德福德大学University of Bradford,78.7,25.0,343,56.8,79.1,免费评估
55,利物浦约翰摩尔斯大学Liverpool John Moores University,88.8,1.7,318,58.5,78.7,免费评估
55,龙比亚大学Napier University,88.5,5.0,337,51.5,78.7,免费评估
57,西英格兰大学University of the West of England,79.5,20.0,328,61.2,78.6,免费评估
58,埃塞克斯大学University of Essex,80.9,,386,70.3,77.9,免费评估
58,米德塞斯大学Middlesex University,92.4,,293,49.3,77.9,免费评估
60,南威尔士大学The University of South Wales,85.5,8.3,323,52.3,77.4,免费评估
61,威斯敏斯特大学University of Westminster,81.9,13.3,325,55.0,77.0,免费评估
61,谢菲尔德哈莱姆大学Sheffield Hallam University,83.7,11.7,310,53.8,77.0,免费评估
63,格林威治大学The University of Greenwich,88.7,10.0,302,40.8,76.9,免费评估
64,赫特福德大学University of Hertfordshire,81.5,15.0,338,50.6,76.8,免费评估
65,中央兰开夏大学University of Central Lancashire,82.7,13.3,345,45.7,76.5,免费评估
66,格罗斯特大学University of Gloucestershire,83.7,,259,75.3,76.1,免费评估
66,德比大学University of Derby,92.1,,259,46.5,76.1,免费评估
68,温切斯特大学University of Winchester,87.3,,299,55.0,76.0,免费评估
69,诺丁汉特伦特大学Nottingham Trent University,78.4,13.3,297,65.2,75.8,免费评估
70,普利茅斯大学University of Plymouth,86.4,13.3,265,43.2,75.6,免费评估
71,伯恩茅斯大学Bournemouth University,78.3,13.3,327,57.4,75.3,免费评估
72,约克圣约翰大学York St John University,80.7,,242,83.3,75.2,免费评估
73,伍斯特大学University of Worcester,83.4,,337,55.7,75.0,免费评估
73,伦敦南岸大学London South Bank University,91.9,10.0,194,39.7,75.0,免费评估
75,北安普顿大学The University of Northampton,88.6,,243,52.1,74.3,免费评估
76,布莱顿大学University of Brighton,74.6,28.3,279,48.3,73.5,免费评估
77,西苏格兰大学University of the West of Scotland,78.3,13.3,322,47.5,73.2,免费评估
78,牛津布鲁克斯大学Oxford Brookes University,82.7,,306,53.9,73.1,免费评估
79,坎特伯雷大学Canterbury Christ Church University,85.0,,260,53.0,72.8,免费评估
80,东伦敦大学University of East London,93.3,,246,26.2,72.5,免费评估
81,斯塔福德郡大学Staffordshire University,85.0,,223,49.1,70.8,免费评估
81,利兹贝克特大学Leeds Beckett University,85.7,,247,42.3,70.8,免费评估
83,贝德福德大学University of Bedfordshire,85.6,,203,44.9,69.7,免费评估
84,南安普顿索伦特大学Southampton Solent University,81.0,,241,49.4,68.9,免费评估
84,白金汉大学The University of Buckingham,83.7,6.7,176,42.9,68.9,免费评估
86,泰晤士河谷大学Thames Valley University,81.5,,218,47.3,68.0,免费评估
87,卡迪夫都市大学Cardiff Metropolitan University,79.2,,273,43.7,67.8,免费评估
88,剑桥安鲁大学Anglia Ruskin University,79.0,,215,49.1,66.7,免费评估
89,艾芝西尔大学Edge Hill University,77.1,,262,37.5,64.9,免费评估
90,伦敦都市大学London Metropolitan University,81.0,,204,33.0,64.6,免费评估
91,波尔顿大学University of Bolton,71.0,3.3,241,47.8,63.2,免费评估
