Ranking,University Name,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,华威大学The University of Warwick,88.1,41.7,507,82.7,100.0,免费评估
2,思克莱德大学University of Strathclyde,87.2,38.3,525,81.0,98.9,免费评估
3,兰卡斯特大学Lancaster University,87.3,41.7,455,85.7,98.3,免费评估
4,巴斯大学University of Bath,84.9,43.3,497,80.8,97.7,免费评估
5,阿斯顿大学Aston University,90.6,30.0,405,82.6,94.9,免费评估
6,格拉斯哥大学University of Glasgow,87.7,21.7,509,82.5,94.5,免费评估
7,萨里大学University of Surrey,93.3,23.3,420,75.7,94.1,免费评估
7,英国女王大学Queen's University Belfast,87.5,28.3,418,88.2,94.1,免费评估
7,拉夫堡大学Loughborough University,87.3,30.0,429,84.9,94.1,免费评估
10,利兹大学University of Leeds,86.0,36.7,440,75.6,93.7,免费评估
11,伦敦政治经济学院The London School of Economics and Political Science,75.7,43.3,521,77.6,92.1,免费评估
12,埃克塞特大学University of Exeter,84.9,25.0,459,82.9,92.0,免费评估
13,Cardiff University,85.6,46.7,402,60.5,91.9,免费评估
14,罗伯特高登大学The Robert Gordon University,88.9,10.0,429,93.0,91.4,免费评估
15,纽卡斯尔大学Newcastle University,85.7,23.3,437,82.5,91.2,免费评估
16,雷丁大学University of Reading,87.0,23.3,416,81.3,91.0,免费评估
17,诺丁汉大学University of Nottingham,84.0,36.7,414,71.6,90.8,免费评估
18,杜伦大学Durham University,86.3,28.3,420,72.7,90.5,免费评估
19,曼彻斯特大学The University of Manchester,82.9,38.3,436,67.0,90.4,免费评估
20,布拉德福德大学University of Bradford,84.0,25.0,441,77.3,89.7,免费评估
21,伦敦大学玛丽女王学院Queen Mary University of London,84.6,28.3,393,77.4,89.3,免费评估
22,爱丁堡大学The University of Edinburgh,82.1,23.3,444,82.1,89.1,免费评估
23,赫瑞瓦特大学Heriot Watt University,85.8,21.7,434,73.2,88.9,免费评估
24,伯明翰大学University of Birmingham,83.2,31.7,411,70.3,88.6,免费评估
25,伦敦城市大学City University London,81.1,28.3,450,71.5,88.0,免费评估
