Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,曼彻斯特大学The University of Manchester,,,56.3%,208,80.7%,100.0,免费评估
2,杜伦大学Durham University,83.6%,74.3%,64.9%,200,90.8%,98.8,免费评估
3,南安普顿大学University of Southampton,86.3%,78.1%,70.7%,175,85.5%,97.2,免费评估
4,牛津大学University of Oxford,,,66.3%,197,73.4%,95.4,免费评估
5,伯明翰大学University of Birmingham,79.6%,79.7%,50.7%,194,86.3%,94.9,免费评估
6,布里斯托大学University of Bristol,92.5%,87.9%,48.0%,190,70.6%,94.7,免费评估
7,卡迪夫大学Cardiff University,92.9%,92.0%,47.0%,164,74.1%,93.4,免费评估
8,伦敦大学皇家霍洛威学院Royal Holloway University of London,83.9%,79.7%,55.0%,190,72.8%,93.3,免费评估
9,利兹大学University of Leeds,79.9%,75.4%,44.2%,192,82.6%,92.7,免费评估
10,剑桥大学University of Cambridge,,,48.0%,214,89.0%,92.4,免费评估
11,谢菲尔德大学The University of Sheffield,83.8%,80.9%,60.0%,157,72.3%,91.0,免费评估
12,格拉斯哥大学University of Glasgow,72.7%,70.2%,46.0%,206,77.6%,90.9,免费评估
13,诺丁汉大学University of Nottingham,79.3%,73.4%,55.4%,162,73.5%,89.3,免费评估
13,阿伯丁大学University of Aberdeen,83.8%,79.5%,32.0%,183,72.7%,89.3,免费评估
15,约克大学The University of York,81.3%,82.0%,37.1%,174,74.3%,89.2,免费评估
16,萨里大学University of Surrey,87.5%,84.4%,27.2%,169,74.9%,89.1,免费评估
17,伦敦大学金史密斯学院Goldsmiths University of London,82.6%,77.1%,51.1%,148,67.7%,87.3,免费评估
18,爱丁堡大学The University of Edinburgh,64.1%,66.1%,48.0%,206,69.5%,87.1,免费评估
19,班戈大学Bangor University,89.4%,88.3%,24.7%,146,71.7%,86.8,免费评估
20,伦敦国王学院King's College London,74.9%,69.5%,43.5%,169,72.9%,86.6,免费评估
21,龙比亚大学Napier University,86.1%,84.6%,,176,75.4%,85.7,免费评估
