Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,布里斯托大学University of Bristol,96.6%,95.1%,52.3%,203,95.1%,100.0,免费评估
2,帝国理工学院Imperial College London,82.8%,87.3%,60.1%,231,90.2%,97.3,免费评估
3,剑桥大学University of Cambridge,75.5%,77.6%,67.0%,241,93.0%,96.6,免费评估
4,诺丁汉大学University of Nottingham,84.9%,79.6%,40.8%,,100.0%,96.0,免费评估
5,牛津大学University of Oxford,,,68.7%,228,87.3%,94.7,免费评估
6,格拉斯哥大学University of Glasgow,83.5%,86.4%,47.2%,214,85.7%,93.9,免费评估
7,杜伦大学Durham University,77.6%,79.7%,39.4%,225,90.5%,92.6,免费评估
8,赫瑞瓦特大学Heriot Watt University,80.5%,82.8%,47.8%,178,,91.1,免费评估
9,华威大学The University of Warwick,75.6%,80.8%,47.2%,173,87.8%,89.7,免费评估
10,谢菲尔德大学The University of Sheffield,74.8%,80.8%,51.4%,165,82.1%,88.3,免费评估
11,伦敦国王学院King's College London,74.7%,73.8%,56.6%,169,,87.8,免费评估
12,埃克塞特大学University of Exeter,65.4%,75.6%,36.4%,177,95.7%*,87.7,免费评估
13,林肯大学University of Lincoln,87.2%,84.1%,12.4%,128*,90.9%,87.0,免费评估
14,卡迪夫大学Cardiff University,80.7%,79.6%,30.2%,175,76.7%,86.2,免费评估
15,利物浦大学The University of Liverpool,77.0%,79.7%,32.1%,164,78.6%*,85.5,免费评估
16,斯旺西大学Swansea University,77.9%,81.0%,45.5%,145,73.9%,85.2,免费评估
17,利物浦约翰摩尔斯大学Liverpool John Moores University,85.6%,81.5%,14.2%,160,77.8%,85.1,免费评估
17,格林威治大学The University of Greenwich,79.1%,82.9%,5.5%,,84.6%,85.1,免费评估
19,阿伯丁大学University of Aberdeen,65.3%,69.5%,28.4%,218*,,84.7,免费评估
20,西英格兰大学University of the West of England,85.8%,83.6%,10.6%,123,83.2%,84.3,免费评估
21,伯恩茅斯大学Bournemouth University,81.5%,80.5%,8.5%,115,86.5%,83.1,免费评估
22,考文垂大学Coventry University,80.7%,86.2%,10.3%,107,84.8%,83.0,免费评估
23,莱斯特大学University of Leicester,70.5%,73.6%,34.4%,132,81.2%,82.4,免费评估
24,阿斯顿大学Aston University,77.0%,76.7%,20.6%,126,,81.5,免费评估
25,伦敦大学玛丽女王学院Queen Mary University of London,67.9%,72.3%,46.7%,,75.0%,80.8,免费评估
25,布拉德福德大学University of Bradford,81.6%,85.4%,7.7%,127,72.1%,80.8,免费评估
27,伦敦南岸大学London South Bank University,69.7%,67.8%,19.6%,108,87.5%,80.1,免费评估
28,阿尔斯特大学University of Ulster,78.8%,71.0%,,120,82.1%,79.6,免费评估
29,伦敦城市大学City University London,75.3%,75.8%,20.2%,130,70.5%,79.5,免费评估
30,西苏格兰大学University of the West of Scotland,91.2%,89.2%,9.0%,,52.9%,79.3,免费评估
31,中央兰开夏大学University of Central Lancashire,73.5%,75.7%,7.1%,151,71.4%,79.0,免费评估
32,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,67.7%,68.7%,4.7%,154,77.0%,78.1,免费评估
33,龙比亚大学Napier University,75.6%,77.7%,,133,71.2%,77.8,免费评估
34,德比大学University of Derby,76.0%,76.4%,6.7%,96,,77.1,免费评估
35,北安普顿大学The University of Northampton,69.8%,67.3%,,101,76.4%,74.8,免费评估
