Ranking,University Name,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,巴斯大学University of Bath,3.4,509.0,0.87,0.97,免费评估
2,伦敦大学学院University College London,3.9,471.0,0.83,0.94,免费评估
3,谢菲尔德大学The University of Sheffield,3.6,484.0,0.77,0.96,免费评估
4,卡迪夫大学Cardiff University,3.0,477.0,,0.97,免费评估
5,剑桥大学University of Cambridge,3.8,515.0,0.8,0.86,免费评估
6,纽卡斯尔大学Newcastle University,3.1,467.0,0.75,0.97,免费评估
7,阿尔斯特大学University of Ulster,2.9,265.0,0.76,1.0,免费评估
7,利物浦大学The University of Liverpool,3.7,409.0,0.65,0.95,免费评估
9,谢菲尔德哈莱姆大学Sheffield Hallam University,1.9,303.0,0.83,0.97,免费评估
10,爱丁堡大学The University of Edinburgh,3.4,444.0,0.69,0.89,免费评估
11,诺丁汉大学University of Nottingham,2.1,444.0,,0.93,免费评估
12,思克莱德大学University of Strathclyde,1.8,404.0,0.7,0.99,免费评估
12,诺桑比亚大学Northumbria University,2.1,320.0,0.77,0.96,免费评估
14,布莱顿大学University of Brighton,3.6,351.0,0.66,0.92,免费评估
15,索尔福德大学University of Salford,3.2,214.0,0.74,,免费评估
16,西英格兰大学University of the West of England,2.0,322.0,0.72,0.96,免费评估
17,德蒙福特大学De Montfort University,2.8,278.0,0.67,0.96,免费评估
18,曼彻斯特城市大学Manchester Metropolitan University,2.1,341.0,0.65,0.97,免费评估
19,曼彻斯特大学The University of Manchester,,401.0,0.75,0.97,免费评估
20,波尔顿大学University of Bolton,1.9,211.0,0.81,,免费评估
21,肯特大学University of Kent,,347.0,0.75,1.0,免费评估
22,威斯敏斯特大学University of Westminster,2.9,344.0,0.69,0.85,免费评估
23,牛津布鲁克斯大学Oxford Brookes University,,371.0,0.78,0.94,免费评估
24,邓迪大学University of Dundee,1.7,,0.7,0.93,免费评估
25,利物浦约翰摩尔斯大学Liverpool John Moores University,2.8,272.0,0.71,0.86,免费评估
26,罗伯特高登大学The Robert Gordon University,1.7,349.0,,0.9,免费评估
27,伯明翰城市大学Birmingham City University,,293.0,0.82,0.93,免费评估
28,普利茅斯大学University of Plymouth,2.3,349.0,0.62,0.89,免费评估
29,林肯大学University of Lincoln,1.6,285.0,0.69,0.92,免费评估
30,英国女王大学Queen's University Belfast,,349.0,0.66,1.0,免费评估
30,诺丁汉特伦特大学Nottingham Trent University,1.3,330.0,0.72,0.88,免费评估
32,伍尔弗汉普顿大学University of Wolverhampton,2.3,190.0,0.71,,免费评估
33,朴茨茅斯大学University of Portsmouth,0.8,299.0,0.78,0.83,免费评估
34,格林威治大学The University of Greenwich,2.0,249.0,0.64,0.85,免费评估
35,东伦敦大学University of East London,,235.0,0.68,0.93,免费评估
36,利兹都会大学Leeds Metropolitan University,,308.0,0.68,0.88,免费评估
37,哈德斯菲尔德大学University of Huddersfield,,270.0,,0.89,免费评估
38,德比大学University of Derby,,234.0,,0.91,免费评估
39,威尔士大学卡迪夫学院UWIC,,226.0,0.6,0.96,免费评估
40,创意艺术大学University for the Creative Arts,,219.0,0.7,0.88,免费评估
41,伦敦南岸大学London South Bank University,,206.0,0.64,0.93,免费评估
42,金斯顿大学Kingston University,,349.0,0.61,0.86,免费评估
43,南安普顿索伦特大学Southampton Solent University,,216.0,0.61,0.73,免费评估
