Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,226.0,4.25,3.2,86.0,100.0,免费评估
2,杜伦大学Durham University,198.0,4.06,2.98,86.0,97.3,免费评估
3,兰卡斯特大学Lancaster University,154.0,4.12,3.14,88.0,96.2,免费评估
4,格拉斯哥大学University of Glasgow,197.0,4.0,2.71,86.0,96.2,免费评估
5,圣安德鲁斯大学University of St Andrews,198.0,4.12,2.84,80.0,95.8,免费评估
6,纽卡斯尔大学Newcastle University,155.0,4.41,3.04,84.0,95.6,免费评估
7,牛津大学University of Oxford,207.0,4.08,2.88,72.0,95.2,免费评估
8,埃克塞特大学University of Exeter,169.0,3.75,2.84,86.0,94.8,免费评估
9,南安普顿大学University of Southampton,159.0,4.18,3.23,78.0,94.8,免费评估
10,亚伯大学Aberystwyth University,,4.2,2.25,88.0,94.3,免费评估
11,华威大学The University of Warwick,168.0,3.84,3.09,,94.3,免费评估
12,萨里大学University of Surrey,154.0,4.23,3.01,,94.0,免费评估
13,布里斯托大学University of Bristol,160.0,3.9,2.89,80.0,93.8,免费评估
14,巴斯大学University of Bath,165.0,3.99,2.81,80.0,93.7,免费评估
15,曼彻斯特大学The University of Manchester,158.0,4.15,3.16,72.0,93.6,免费评估
16,赫尔大学The University of Hull,,4.31,2.8,78.0,93.6,免费评估
17,赫瑞瓦特大学Heriot Watt University,174.0,4.15,2.82,76.0,93.6,免费评估
18,伦敦国王学院King's College London,161.0,3.86,3.0,76.0,93.5,免费评估
19,伯明翰大学University of Birmingham,160.0,4.0,2.9,76.0,93.5,免费评估
20,斯特林大学University of Stirling,168.0,3.87,3.0,76.0,93.5,免费评估
21,英国女王大学Queen's University Belfast,144.0,4.05,3.23,74.0,93.4,免费评估
22,利兹大学University of Leeds,159.0,3.99,2.91,78.0,93.3,免费评估
23,约克大学The University of York,147.0,4.16,3.16,76.0,93.3,免费评估
24,爱丁堡大学The University of Edinburgh,183.0,3.85,2.96,72.0,93.2,免费评估
25,诺丁汉大学University of Nottingham,148.0,3.74,2.92,78.0,92.9,免费评估
26,谢菲尔德大学The University of Sheffield,149.0,4.03,2.98,74.0,92.8,免费评估
27,肯特大学University of Kent,123.0,4.06,3.24,78.0,92.8,免费评估
28,伦敦大学学院University College London,179.0,3.82,3.0,66.0,92.5,免费评估
29,思克莱德大学University of Strathclyde,203.0,3.9,,80.0,92.4,免费评估
30,卡迪夫大学Cardiff University,141.0,4.04,3.21,70.0,91.7,免费评估
31,伦敦大学玛丽女王学院Queen Mary University of London,129.0,4.2,3.04,70.0,91.3,免费评估
32,伦敦大学皇家霍洛威学院Royal Holloway University of London,142.0,3.82,3.13,66.0,91.1,免费评估
33,埃塞克斯大学University of Essex,117.0,4.07,3.2,72.0,91.1,免费评估
34,雷丁大学University of Reading,120.0,3.82,2.96,,90.8,免费评估
35,朴茨茅斯大学University of Portsmouth,98.0,4.28,2.89,74.0,90.5,免费评估
36,利物浦大学The University of Liverpool,128.0,3.73,2.95,72.0,90.5,免费评估
37,莱斯特大学University of Leicester,130.0,4.34,2.49,68.0,90.0,免费评估
38,斯旺西大学Swansea University,129.0,4.17,2.77,68.0,90.0,免费评估
39,班戈大学Bangor University,110.0,4.36,3.13,64.0,89.9,免费评估
40,阿斯顿大学Aston University,134.0,4.09,2.8,66.0,89.7,免费评估
41,萨塞克斯大学University of Sussex,,4.21,,78.0,89.5,免费评估
42,阿伯丁大学University of Aberdeen,,3.99,2.71,64.0,89.4,免费评估
43,曼彻斯特城市大学Manchester Metropolitan University,110.0,4.44,3.07,62.0,89.2,免费评估
44,利兹贝克特大学Leeds Beckett University,,3.42,,82.0,88.2,免费评估
45,考文垂大学Coventry University,125.0,3.58,,78.0,87.5,免费评估
46,切斯特大学University of Chester,113.0,4.37,2.08,62.0,87.3,免费评估
47,诺丁汉特伦特大学Nottingham Trent University,115.0,4.29,2.64,56.0,86.1,免费评估
48,威斯敏斯特大学University of Westminster,128.0,3.83,,62.0,85.3,免费评估
