Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,87.0,1.8,615.0,94,100.0,免费评估
2,帝国理工学院Imperial College London,80.0,1.8,547.0,77,90.2,免费评估
3,巴斯大学University of Bath,89.0,1.2,480.0,81,89.5,免费评估
4,卡迪夫大学Cardiff University,83.0,1.4,459.0,81,87.2,免费评估
5,谢菲尔德大学The University of Sheffield,83.0,1.3,478.0,84,87.2,免费评估
6,拉夫堡大学Loughborough University,88.0,1.0,412.0,89,86.6,免费评估
7,布里斯托大学University of Bristol,78.0,1.3,510.0,84,86.2,免费评估
8,南安普顿大学University of Southampton,73.0,1.3,469.0,86,82.9,免费评估
9,斯旺西大学Swansea University,77.0,1.7,369.0,79,82.8,免费评估
10,诺丁汉大学University of Nottingham,80.0,1.4,409.0,77,82.6,免费评估
11,萨里大学University of Surrey,79.0,1.1,385.0,91,82.5,免费评估
12,纽卡斯尔大学Newcastle University,77.0,1.3,407.0,80,81.1,免费评估
13,邓迪大学University of Dundee,82.0,1.2,377.0,69,79.3,免费评估
14,华威大学The University of Warwick,76.0,1.1,439.0,73,78.8,免费评估
15,利兹大学University of Leeds,83.0,0.8,405.0,72,78.5,免费评估
16,赫瑞瓦特大学Heriot Watt University,87.0,0.7,414.0,67,78.4,免费评估
17,埃克塞特大学University of Exeter,81.0,0.8,437.0,73,78.2,免费评估
18,杜伦大学Durham University,75.0,0.8,,86,77.4,免费评估
19,伦敦大学学院University College London,74.0,0.9,518.0,67,76.5,免费评估
20,爱丁堡大学The University of Edinburgh,73.0,0.9,480.0,71,76.0,免费评估
20,格拉斯哥大学University of Glasgow,71.0,0.9,457.0,77,76.0,免费评估
22,阿伯丁大学University of Aberdeen,75.0,1.0,368.0,78,75.8,免费评估
23,索尔福德大学University of Salford,77.0,1.2,288.0,76,75.7,免费评估
24,利物浦大学The University of Liverpool,74.0,1.0,400.0,70,74.7,免费评估
25,伯明翰大学University of Birmingham,75.0,0.9,408.0,65,73.5,免费评估
26,英国女王大学Queen's University Belfast,65.0,1.2,381.0,78,72.9,免费评估
27,曼彻斯特大学The University of Manchester,65.0,1.1,417.0,73,72.5,免费评估
28,格林威治大学The University of Greenwich,89.0,0.5,248.0,60,71.2,免费评估
29,思克莱德大学University of Strathclyde,75.0,0.5,411.0,66,71.1,免费评估
30,诺桑比亚大学Northumbria University,71.0,0.6,,80,70.9,免费评估
31,普利茅斯大学University of Plymouth,72.0,0.8,293.0,75,70.0,免费评估
32,布拉德福德大学University of Bradford,73.0,0.7,291.0,73,69.2,免费评估
33,西苏格兰大学University of the West of Scotland,84.0,,290.0,69,68.4,免费评估
34,诺丁汉特伦特大学Nottingham Trent University,76.0,0.3,276.0,75,67.8,免费评估
35,朴茨茅斯大学University of Portsmouth,83.0,,265.0,71,67.8,免费评估
36,伦敦城市大学City University London,69.0,0.7,352.0,64,66.9,免费评估
37,考文垂大学Coventry University,78.0,0.2,295.0,68,66.9,免费评估
38,龙比亚大学Napier University,73.0,0.4,289.0,69,66.0,免费评估
39,布莱顿大学University of Brighton,74.0,0.4,288.0,60,64.6,免费评估
40,东伦敦大学University of East London,83.0,,269.0,58,64.6,免费评估
41,格拉摩根大学University of Glamorgan,67.0,0.7,243.0,69,63.9,免费评估
42,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,68.0,,343.0,72,63.1,免费评估
43,利兹都会大学Leeds Metropolitan University,79.0,,221.0,56,60.7,免费评估
44,阿尔斯特大学University of Ulster,75.0,,243.0,60,60.3,免费评估
45,西英格兰大学University of the West of England,72.0,,309.0,57,60.2,免费评估
46,金斯顿大学Kingston University,71.0,0.4,253.0,54,59.6,免费评估
47,剑桥安鲁大学Anglia Ruskin University,73.0,,226.0,57,58.0,免费评估
48,布鲁内尔大学Brunel University,79.0,,336.0,30,58.0,免费评估
49,蒂赛德大学Teesside University,72.0,,288.0,51,57.9,免费评估
50,利物浦约翰摩尔斯大学Liverpool John Moores University,71.0,,262.0,52,56.9,免费评估
51,阿伯泰邓迪大学University of Abertay Dundee,,,291.0,50,56.8,免费评估
52,伦敦南岸大学London South Bank University,76.0,,220.0,46,56.7,免费评估
