Ranking,University Name,Guardian score,Satisfied with course,Satisfied with teaching,Satisfied with feedback,Student:staff ratio,Spend per student,Average entry tariff,Value-added score,Career after 6 mths,Free
1,牛津大学University of Oxford,100.0,84.0,63.0,,8.6,88.0,8,530.0,,免费评估
2,莱斯特大学University of Leicester,96.2,87.0,81.0,10.0,15.7,75.0,7,316.0,,免费评估
3,伦敦城市大学City University London,94.5,89.0,72.0,10.0,19.2,78.0,9,390.0,,免费评估
4,圣安德鲁斯大学University of St Andrews,92.6,90.0,71.0,5.0,13.3,74.0,10,430.0,,免费评估
5,华威大学The University of Warwick,91.8,78.0,50.0,10.0,16.2,83.0,8,453.0,,免费评估
6,帝国理工学院Imperial College London,85.0,,,10.0,20.1,67.0,1,448.0,,免费评估
7,埃克塞特大学University of Exeter,83.6,94.0,82.0,7.0,20.2,77.0,6,395.0,,免费评估
8,巴斯大学University of Bath,82.6,83.0,46.0,7.0,19.5,87.0,9,456.0,,免费评估
9,格拉斯哥大学University of Glasgow,82.4,85.0,65.0,8.0,17.3,73.0,8,434.0,,免费评估
10,思克莱德大学University of Strathclyde,79.2,84.0,61.0,9.0,24.1,67.0,8,421.0,,免费评估
11,伦敦政治经济学院The London School of Economics and Political Science,78.8,70.0,63.0,7.0,17.7,94.0,4,480.0,,免费评估
12,兰卡斯特大学Lancaster University,78.0,82.0,60.0,9.0,17.6,71.0,6,408.0,,免费评估
13,曼彻斯特大学The University of Manchester,77.2,80.0,56.0,9.0,19.1,73.0,5,414.0,,免费评估
14,阿斯顿大学Aston University,76.1,89.0,70.0,7.0,25.7,74.0,7,404.0,,免费评估
15,雷丁大学University of Reading,75.6,84.0,62.0,6.0,18.0,78.0,6,377.0,,免费评估
16,拉夫堡大学Loughborough University,75.4,94.0,73.0,6.0,27.0,78.0,6,403.0,,免费评估
17,诺丁汉大学University of Nottingham,75.3,81.0,54.0,7.0,20.5,77.0,7,403.0,,免费评估
18,伯明翰大学University of Birmingham,74.7,80.0,59.0,8.0,19.8,72.0,6,405.0,,免费评估
19,赫瑞瓦特大学Heriot Watt University,73.6,80.0,59.0,9.0,26.6,72.0,9,342.0,,免费评估
20,白金汉大学The University of Buckingham,72.7,95.0,92.0,5.0,7.2,,2,223.0,,免费评估
21,利兹大学University of Leeds,72.2,76.0,50.0,8.0,18.3,71.0,5,411.0,,免费评估
22,爱丁堡大学The University of Edinburgh,71.8,82.0,48.0,9.0,29.2,67.0,8,442.0,,免费评估
23,英国女王大学Queen's University Belfast,71.5,81.0,61.0,3.0,18.1,77.0,7,372.0,,免费评估
24,巴斯斯巴大学Bath Spa University,71.4,90.0,81.0,3.0,25.7,54.0,10,244.0,,免费评估
25,伦敦大学学院University College London,71.2,77.0,46.0,8.0,,71.0,3,408.0,,免费评估
26,南安普顿大学University of Southampton,71.0,76.0,48.0,6.0,22.9,78.0,8,403.0,,免费评估
27,罗伯特高登大学The Robert Gordon University,70.9,,,5.0,21.3,87.0,6,320.0,,免费评估
28,布里斯托大学University of Bristol,70.1,68.0,47.0,3.0,6.8,91.0,1,421.0,,免费评估
28,斯特林大学University of Stirling,70.1,79.0,60.0,4.0,13.5,64.0,8,,,免费评估
30,基尔大学Keele University,69.6,78.0,67.0,6.0,13.2,69.0,6,288.0,,免费评估
31,阿伯丁大学University of Aberdeen,69.5,82.0,63.0,4.0,20.6,71.0,8,340.0,,免费评估
31,伦敦国王学院King's College London,69.5,75.0,60.0,6.0,20.4,70.0,5,426.0,,免费评估
33,龙比亚大学Napier University,68.9,,,4.0,20.7,64.0,10,279.0,,免费评估
34,哥比亚大学University of Cumbria,68.7,80.0,56.0,8.0,8.4,59.0,5,232.0,,免费评估
35,萨里大学University of Surrey,68.0,72.0,51.0,5.0,23.7,74.0,9,348.0,,免费评估
36,萨塞克斯大学University of Sussex,67.6,83.0,69.0,3.0,19.6,,6,360.0,,免费评估
37,纽卡斯尔大学Newcastle University,67.4,67.0,53.0,5.0,23.4,83.0,7,395.0,,免费评估
38,牛津布鲁克斯大学Oxford Brookes University,67.1,81.0,62.0,6.0,20.3,66.0,7,310.0,,免费评估
39,利物浦大学The University of Liverpool,66.8,75.0,57.0,7.0,18.3,68.0,6,355.0,,免费评估
40,卡迪夫大学Cardiff University,66.6,81.0,55.0,5.0,16.9,63.0,4,377.0,,免费评估
41,伦敦大学皇家霍洛威学院Royal Holloway University of London,66.4,72.0,54.0,5.0,21.7,78.0,5,371.0,,免费评估
42,东英吉利大学University of East Anglia,65.4,84.0,63.0,6.0,24.3,72.0,4,340.0,,免费评估
43,普利茅斯大学University of Plymouth,65.1,82.0,61.0,8.0,17.7,56.0,5,253.0,,免费评估
43,约克大学The University of York,65.1,74.0,59.0,6.0,12.1,58.0,3,336.0,,免费评估
45,诺丁汉特伦特大学Nottingham Trent University,64.9,76.0,61.0,6.0,18.3,79.0,4,267.0,,免费评估
46,谢菲尔德大学The University of Sheffield,64.3,79.0,57.0,4.0,23.9,73.0,6,357.0,,免费评估
47,斯塔福德郡大学Staffordshire University,64.2,76.0,62.0,8.0,20.6,71.0,6,232.0,,免费评估
48,玛格丽特女王大学Queen Margaret University,63.8,,,2.0,13.1,47.0,9,279.0,,免费评估
49,诺桑比亚大学Northumbria University,63.2,82.0,71.0,5.0,25.6,75.0,4,303.0,,免费评估
50,林肯大学University of Lincoln,62.6,80.0,73.0,2.0,23.8,66.0,8,253.0,,免费评估
51,奇切斯特大学University of Chichester,62.5,92.0,80.0,2.0,16.3,,5,214.0,,免费评估
52,伯恩茅斯大学Bournemouth University,62.3,84.0,72.0,5.0,33.8,74.0,7,304.0,,免费评估
53,肯特大学University of Kent,62.2,83.0,73.0,5.0,24.3,79.0,2,308.0,,免费评估
54,温切斯特大学University of Winchester,61.5,89.0,68.0,2.0,18.6,58.0,8,225.0,,免费评估
55,蒂赛德大学Teesside University,60.7,77.0,73.0,8.0,18.7,47.0,5,214.0,,免费评估
56,伦敦大学玛丽女王学院Queen Mary University of London,60.4,74.0,50.0,5.0,24.7,67.0,5,329.0,,免费评估
57,德蒙福特大学De Montfort University,60.3,86.0,76.0,3.0,21.8,54.0,6,232.0,,免费评估
58,"特威克南圣玛丽大学St Mary's, Twickenham",60.2,84.0,74.0,4.0,18.6,51.0,7,200.0,,免费评估
