Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,伦敦大学学院University College London,79.20%,89.60%,54.10%,407,92.60%,100.0,免费评估
2,拉夫堡大学Loughborough University,70.60%,85.00%,58.30%,374,96.20%,97.7,免费评估
3,赫瑞瓦特大学Heriot Watt University,78.20%,85.70%,38.10%,395,96.60%,97.3,免费评估
4,雷丁大学University of Reading,80.70%,87.30%,40.00%,356,97.90%,96.8,免费评估
5,阿尔斯特大学University of Ulster,83.30%,89.50%,28.60%,311,85.60%,91.1,免费评估
6,龙比亚大学Napier University,91.20%,93.30%,5.70%,327,86.20%,90.5,免费评估
6,诺丁汉大学University of Nottingham,88.20%,90.30%,14.80%,404,68.80%,90.5,免费评估
8,牛津布鲁克斯大学Oxford Brookes University,80.50%,90.00%,17.60%,297,95.20%,90.4,免费评估
9,西英格兰大学University of the West of England,78.80%,85.20%,10.60%,323,95.00%,89.5,免费评估
10,阿斯顿大学Aston University,72.50%,84.30%,20.60%,344,89.50%,89.4,免费评估
11,罗伯特高登大学The Robert Gordon University,74.30%,76.10%,8.30%,366,94.30%,89.0,免费评估
12,东伦敦大学University of East London,90.20%,91.80%,8.10%,,78.60%,88.9,免费评估
13,利物浦约翰摩尔斯大学Liverpool John Moores University,85.50%,90.40%,4.90%,337,84.00%,88.8,免费评估
14,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,73.60%,80.20%,9.10%,359,89.00%,87.9,免费评估
15,德比大学University of Derby,97.70%,91.70%,,315,75.00%,87.7,免费评估
16,谢菲尔德哈莱姆大学Sheffield Hallam University,83.60%,90.30%,13.40%,289,84.30%,87.6,免费评估
17,诺丁汉特伦特大学Nottingham Trent University,82.40%,85.40%,3.40%,277,92.90%,86.7,免费评估
18,朴茨茅斯大学University of Portsmouth,78.40%,82.20%,,289,96.40%,86.3,免费评估
19,Northumbria University,72.60%,77.20%,5.90%,353,85.90%,86.0,免费评估
20,索尔福德大学University of Salford,74.40%,76.10%,19.60%,310,82.30%,85.6,免费评估
21,威斯敏斯特大学University of Westminster,76.60%,81.20%,10.70%,290,87.30%,85.5,免费评估
22,剑桥安鲁大学Anglia Ruskin University,77.10%,82.60%,5.20%,287,88.10%,84.9,免费评估
23,布莱顿大学University of Brighton,78.40%,79.00%,,275,94.30%,84.8,免费评估
24,考文垂大学Coventry University,71.80%,78.30%,10.30%,277,88.10%,83.7,免费评估
25,利兹贝克特大学Leeds Beckett University,72.50%,78.80%,5.60%,271,88.20%,82.9,免费评估
26,中央兰开夏大学University of Central Lancashire,76.90%,81.30%,3.00%,299,76.90%,82.5,免费评估
27,普利茅斯大学University of Plymouth,74.40%,80.70%,13.20%,254,76.90%,81.5,免费评估
28,伯明翰城市大学Birmingham City University,76.40%,79.00%,2.70%,291,75.60%,81.4,免费评估
29,南安普顿索伦特大学Southampton Solent University,88.50%,89.00%,,210*,68.80%,79.5,免费评估
30,格林威治大学The University of Greenwich,66.00%,68.30%,2.00%,292,77.50%,78.5,免费评估
31,金斯顿大学Kingston University,60.10%,65.40%,,258,89.50%,77.8,免费评估
32,伦敦南岸大学London South Bank University,66.70%,74.70%,19.60%,200,69.00%,76.1,免费评估
33,波尔顿大学University of Bolton,79.50%,83.10%,2.50%,229*,50.00%,74.1,免费评估
