Ranking,University Name,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,剑桥大学University of Cambridge,87.4,33.3,665.0,86.6,100.0,免费评估
2,牛津大学University of Oxford,81.1,46.7,588.0,82.3,96.4,免费评估
3,伦敦大学学院University College London,82.0,35.1,539.0,77.4,91.1,免费评估
4,英国女王大学Queen's University Belfast,89.6,30.0,412.0,80.0,90.3,免费评估
5,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,90.0,13.3,398.0,95.0,89.3,免费评估
6,曼彻斯特大学The University of Manchester,84.0,35.0,455.0,72.0,88.1,免费评估
7,利兹大学University of Leeds,88.2,30.0,441.0,66.6,87.3,免费评估
8,纽卡斯尔大学Newcastle University,88.0,30.0,446.0,63.5,86.7,免费评估
8,阿伯丁大学University of Aberdeen,91.0,16.7,472.0,68.0,86.7,免费评估
10,邓迪大学University of Dundee,84.3,38.3,,65.4,86.6,免费评估
11,拉夫堡大学Loughborough University,87.0,33.0,396.0,67.6,86.2,免费评估
12,伦敦国王学院King's College London,82.1,31.7,449.0,72.5,86.1,免费评估
13,格拉斯哥大学University of Glasgow,79.9,28.3,488.0,74.9,85.9,免费评估
14,索尔福德大学University of Salford,87.8,15.0,376.0,85.4,85.5,免费评估
15,哈德斯菲尔德大学University of Huddersfield,88.3,,384.0,94.5,84.2,免费评估
16,布莱顿大学University of Brighton,89.2,15.0,303.0,86.4,84.0,免费评估
17,诺丁汉大学University of Nottingham,86.9,16.7,464.0,63.4,83.0,免费评估
18,利物浦大学The University of Liverpool,86.5,25.0,431.0,56.5,82.3,免费评估
19,莱斯特大学University of Leicester,91.3,,423.0,70.8,81.5,免费评估
20,布拉德福德大学University of Bradford,79.5,28.3,445.0,61.8,81.1,免费评估
21,朴茨茅斯大学University of Portsmouth,84.0,28.3,339.0,65.5,80.9,免费评估
22,埃塞克斯大学University of Essex,76.6,31.7,437.0,61.3,79.9,免费评估
23,基尔大学Keele University,91.7,,380.0,66.5,79.2,免费评估
24,Manchester Metropolitan University,82.6,15.0,313.0,79.3,79.0,免费评估
25,北安普顿大学The University of Northampton,83.4,6.7,259.0,92.5,78.7,免费评估
26,雷丁大学University of Reading,82.0,15.0,368.0,71.4,78.6,免费评估
27,爱丁堡大学The University of Edinburgh,77.9,28.3,,65.5,78.4,免费评估
28,谢菲尔德哈莱姆大学Sheffield Hallam University,89.8,8.3,336.0,62.9,78.1,免费评估
29,玛格丽特女王大学Queen Margaret University,85.4,1.7,330.0,78.6,77.4,免费评估
30,Coventry University,92.9,6.7,284.0,61.5,77.3,免费评估
31,中央兰开夏大学University of Central Lancashire,85.2,13.3,347.0,54.5,75.2,免费评估
32,东伦敦大学University of East London,85.1,16.7,260.0,59.7,74.4,免费评估
33,牛津布鲁克斯大学Oxford Brookes University,88.2,16.7,363.0,37.8,74.3,免费评估
34,阿尔斯特大学University of Ulster,77.9,,340.0,80.4,73.6,免费评估
35,普利茅斯大学University of Plymouth,79.8,6.7,323.0,58.0,70.5,免费评估
36,"圣乔治医学院St George's, University of London",71.5,16.7,359.0,,69.5,免费评估
37,威斯敏斯特大学University of Westminster,70.6,,290.0,64.2,64.1,免费评估
