Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,剑桥大学University of Cambridge,80.6%,77.4%,52.5%,244,84.9%,100.0,免费评估
2,牛津大学University of Oxford,,,50.9%,218,83.3%,98.7,免费评估
3,帝国理工学院Imperial College London,74.6%,76.8%,61.6%,210,87.1%,97.8,免费评估
4,圣安德鲁斯大学University of St Andrews,87.8%,91.8%,37.6%,210,73.0%,97.6,免费评估
5,兰卡斯特大学Lancaster University,86.4%,88.4%,46.5%,163,82.7%,96.9,免费评估
6,杜伦大学Durham University,82.4%,80.7%,32.9%,208,81.0%,95.6,免费评估
7,邓迪大学University of Dundee,81.9%,84.9%,55.4%,165,77.0%,95.4,免费评估
7,约克大学The University of York,84.7%,82.7%,41.9%,185,77.0%,95.4,免费评估
7,伦敦大学学院University College London,75.2%,85.8%,55.4%,193,76.1%,95.4,免费评估
10,布里斯托大学University of Bristol,82.3%,85.2%,46.8%,189,73.5%,95.2,免费评估
11,伦敦国王学院King's College London,,,38.0%,172,82.7%,94.8,免费评估
12,华威大学The University of Warwick,84.2%,85.0%,37.1%,163,82.7%,94.7,免费评估
13,埃克塞特大学University of Exeter,83.0%,84.3%,39.7%,179,76.7%,94.5,免费评估
14,University of Strathclyde,73.8%,79.3%,52.2%,193,78.9%,94.3,免费评估
15,谢菲尔德大学The University of Sheffield,77.5%,81.2%,57.4%,169,76.2%,94.1,免费评估
16,肯特大学University of Kent,83.6%,84.3%,39.1%,135,87.4%,93.9,免费评估
16,爱丁堡大学The University of Edinburgh,74.8%,80.1%,62.9%,200,66.2%,93.9,免费评估
18,伯明翰大学University of Birmingham,82.0%,79.4%,38.1%,168,81.0%,93.5,免费评估
19,萨塞克斯大学University of Sussex,78.5%,80.2%,46.8%,148,85.3%,93.3,免费评估
19,格拉斯哥大学University of Glasgow,80.8%,82.6%,33.4%,202,71.4%,93.3,免费评估
21,萨里大学University of Surrey,83.1%,82.2%,37.5%,169,75.8%,93.2,免费评估
22,利兹大学University of Leeds,79.3%,81.9%,40.9%,166,76.5%,92.5,免费评估
23,斯旺西大学Swansea University,85.0%,87.1%,38.6%,134,74.8%,92.1,免费评估
24,曼彻斯特大学The University of Manchester,79.3%,75.6%,38.3%,173,77.5%,92.0,免费评估
24,莱斯特大学University of Leicester,83.8%,85.1%,36.5%,153,72.6%,92.0,免费评估
26,南安普顿大学University of Southampton,83.3%,85.5%,34.2%,147,74.7%,91.7,免费评估
27,利物浦大学The University of Liverpool,84.1%,82.2%,33.9%,156,73.0%,91.6,免费评估
28,阿斯顿大学Aston University,81.7%,82.2%,39.1%,134,78.3%,91.3,免费评估
29,诺丁汉特伦特大学Nottingham Trent University,85.3%,85.8%,24.1%,132,80.0%,91.1,免费评估
30,阿伯丁大学University of Aberdeen,84.3%,84.8%,34.7%,172,62.0%,91.0,免费评估
31,巴斯大学University of Bath,76.7%,78.5%,31.5%,176,76.7%,90.9,免费评估
