Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,拉夫堡大学Loughborough University,75.3%,79.6%,58.3%,150,96.4%,100.0,免费评估
2,伦敦大学学院University College London,72.4%,77.5%,54.1%,164,92.9%,99.2,免费评估
3,雷丁大学University of Reading,79.1%,76.3%,40.0%,137,96.6%,95.9,免费评估
4,赫瑞瓦特大学Heriot Watt University,67.8%,76.1%,38.1%,164,92.9%,95.8,免费评估
5,阿尔斯特大学University of Ulster,85.0%,85.8%,28.6%,133,94.1%,94.8,免费评估
6,西英格兰大学University of the West of England,91.2%,91.2%,10.6%,129,92.9%,92.7,免费评估
7,牛津布鲁克斯大学Oxford Brookes University,86.3%,87.8%,17.6%,126,93.6%,92.4,免费评估
8,罗伯特高登大学The Robert Gordon University,83.1%,83.6%,8.3%,142,92.5%,91.7,免费评估
9,诺丁汉大学University of Nottingham,80.0%,83.7%,14.8%,138,,91.2,免费评估
10,谢菲尔德哈莱姆大学Sheffield Hallam University,86.2%,80.2%,13.4%,122,93.8%,90.7,免费评估
11,诺丁汉特伦特大学Nottingham Trent University,80.9%,79.6%,3.4%,129,96.3%,89.8,免费评估
12,诺桑比亚大学Northumbria University,74.5%,77.1%,5.9%,140,90.4%,88.4,免费评估
13,南威尔士大学The University of South Wales,74.8%,69.5%,,146,92.3%,88.1,免费评估
14,剑桥安鲁大学Anglia Ruskin University,88.0%,87.1%,5.2%,120,85.4%,87.4,免费评估
14,利物浦约翰摩尔斯大学Liverpool John Moores University,81.6%,78.0%,4.9%,132,87.0%,87.4,免费评估
16,龙比亚大学Napier University,83.4%,83.6%,5.7%,128,83.7%,86.9,免费评估
17,索尔福德大学University of Salford,73.9%,71.7%,19.6%,130,84.1%,86.6,免费评估
18,阿斯顿大学Aston University,80.0%,80.2%,20.6%,136*,75.0%,86.5,免费评估
19,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,71.9%,69.3%,9.1%,154,80.0%,86.1,免费评估
20,朴茨茅斯大学University of Portsmouth,80.1%,75.9%,,108,95.1%,85.8,免费评估
21,考文垂大学Coventry University,81.0%,83.0%,10.3%,107,87.5%,85.6,免费评估
22,利兹贝克特大学Leeds Beckett University,78.9%,77.2%,5.6%,107,90.0%,84.8,免费评估
23,波尔顿大学University of Bolton,87.6%,81.3%,2.5%,,77.8%,84.6,免费评估
24,伍尔弗汉普顿大学University of Wolverhampton,83.0%,84.2%,5.6%,101,86.5%,84.3,免费评估
24,伦敦南岸大学London South Bank University,59.6%,60.4%,19.6%,111,95.5%,84.3,免费评估
26,普利茅斯大学University of Plymouth,74.3%,78.1%,13.2%,121,81.1%,84.2,免费评估
27,中央兰开夏大学University of Central Lancashire,78.4%,79.2%,3.0%,124,80.0%,83.5,免费评估
28,德比大学University of Derby,94.2%,91.6%,5.6%,81*,81.3%,82.8,免费评估
29,格林威治大学The University of Greenwich,67.0%,60.9%,2.0%,134,83.3%,81.9,免费评估
30,威斯敏斯特大学University of Westminster,59.4%,62.0%,10.7%,125,86.0%,81.7,免费评估
31,布莱顿大学University of Brighton,68.6%,75.6%,,102,88.9%,81.0,免费评估
32,金斯顿大学Kingston University,67.2%,66.6%,,123,80.0%,79.8,免费评估
33,University of Wales Trinity St David,81.8%,78.8%,,104,72.4%,78.6,免费评估
34,伯明翰城市大学Birmingham City University,59.5%,60.5%,2.7%,125,79.2%,78.3,免费评估
35,东伦敦大学University of East London,75.8%,67.5%,8.1%,,70.6%,77.0,免费评估
