Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,纽卡斯尔大学Newcastle University,88.4%,88.3%,37.3%,176,70.8%,100.0,免费评估
1,牛津大学University of Oxford,,,39.7%,239,70.0%,100.0,免费评估
3,兰卡斯特大学Lancaster University,77.1%,76.5%,48.0%,163,81.4%,99.1,免费评估
4,拉夫堡大学Loughborough University,79.8%,77.3%,35.3%,190,76.0%,98.8,免费评估
5,埃塞克斯大学University of Essex,94.0%,90.4%,46.9%,,56.5%,97.8,免费评估
6,伦敦大学学院University College London,86.8%,86.7%,44.7%,176,55.9%,97.0,免费评估
7,格拉斯哥大学University of Glasgow,66.0%,69.4%,37.2%,220,,95.7,免费评估
8,阿尔斯特大学University of Ulster,80.9%,73.7%,57.2%,133,66.5%,94.8,免费评估
9,布鲁内尔大学Brunel University,80.4%,79.6%,32.8%,139,76.8%,94.4,免费评估
10,邓迪大学University of Dundee,83.0%,80.2%,39.9%,172,56.0%,94.2,免费评估
11,利兹大学University of Leeds,74.1%,69.1%,33.6%,169,74.8%,94.0,免费评估
12,班戈大学Bangor University,96.8%,93.0%,,133,75.0%,93.7,免费评估
13,诺丁汉特伦特大学Nottingham Trent University,83.4%,80.5%,4.7%,161,79.1%,93.2,免费评估
14,西英格兰大学University of the West of England,91.0%,88.6%,15.0%,160,60.3%,93.0,免费评估
14,金斯顿大学Kingston University,87.2%,82.1%,10.1%,188,60.7%,93.0,免费评估
16,University of Wales Trinity St David,86.2%,79.7%,39.2%,111,70.4%,92.9,免费评估
17,伦敦大学金史密斯学院Goldsmiths University of London,77.4%,76.1%,25.9%,194,59.8%,92.8,免费评估
17,南安普顿大学University of Southampton,79.3%,73.4%,35.4%,171,60.9%,92.8,免费评估
19,朴茨茅斯大学University of Portsmouth,86.2%,81.7%,,126,88.3%,92.5,免费评估
19,亚伯大学Aberystwyth University,86.9%,81.6%,21.6%,119,76.0%,92.5,免费评估
21,罗伯特高登大学The Robert Gordon University,88.5%,82.8%,11.5%,159,66.2%,92.4,免费评估
21,伯恩茅斯大学Bournemouth University,86.7%,87.0%,15.0%,123,76.1%,92.4,免费评估
23,德蒙福特大学De Montfort University,89.1%,87.0%,10.2%,126,75.2%,92.2,免费评估
24,斯塔福德郡大学Staffordshire University,87.5%,81.9%,2.3%,123,85.1%,92.1,免费评估
25,伯恩茅斯艺术大学Arts University Bournemouth,79.1%,75.1%,2.4%,168,80.4%,92.0,免费评估
26,考文垂大学Coventry University,82.0%,80.3%,18.1%,140,73.9%,91.9,免费评估
27,曼彻斯特城市大学Manchester Metropolitan University,78.4%,76.4%,9.7%,175,71.6%,91.7,免费评估
28,诺桑比亚大学Northumbria University,85.3%,84.3%,13.3%,158,63.4%,91.4,免费评估
28,肯特大学University of Kent,64.7%,64.3%,44.3%,141,78.8%,91.4,免费评估
30,威斯敏斯特大学University of Westminster,81.8%,76.6%,22.5%,135,68.9%,90.5,免费评估
31,牛津布鲁克斯大学Oxford Brookes University,88.8%,87.6%,10.4%,172,50.4%,90.2,免费评估
32,谢菲尔德哈莱姆大学Sheffield Hallam University,87.5%,84.7%,15.5%,135,62.1%,90.0,免费评估
32,爱丁堡大学The University of Edinburgh,74.6%,69.2%,27.9%,164,64.0%,90.0,免费评估
34,创意艺术大学University for the Creative Arts,86.8%,83.1%,3.4%,151,65.8%,89.9,免费评估
35,赫瑞瓦特大学Heriot Watt University,70.9%,67.0%,31.1%,162,66.1%,89.7,免费评估
36,Leeds Arts University,84.2%,81.2%,,177,59.5%,89.3,免费评估
36,雷丁大学University of Reading,73.2%,69.2%,38.9%,136,64.8%,89.3,免费评估
38,利物浦大学The University of Liverpool,79.1%,70.8%,,151,78.6%,89.2,免费评估
39,University of Lincoln,81.8%,79.7%,7.1%,130,72.8%,88.9,免费评估
40,索尔福德大学University of Salford,90.4%,85.6%,8.0%,136,57.4%,88.5,免费评估
40,法尔茅斯大学Falmouth University,82.1%,74.2%,3.0%,130,76.5%,88.5,免费评估
42,中央兰开夏大学University of Central Lancashire,87.5%,82.3%,3.9%,129,66.1%,88.2,免费评估
43,伯明翰城市大学Birmingham City University,86.7%,82.7%,9.6%,137,58.9%,88.0,免费评估
44,利物浦约翰摩尔斯大学Liverpool John Moores University,81.7%,76.1%,7.2%,151,62.5%,87.7,免费评估
45,德比大学University of Derby,81.1%,77.4%,5.1%,130,70.7%,87.6,免费评估
45,新白金汉大学Buckinghamshire New University,89.2%,81.7%,6.1%,114,66.1%,87.6,免费评估
47,哈德斯菲尔德大学University of Huddersfield,80.3%,76.4%,4.8%,130,71.8%,87.5,免费评估
48,蒂赛德大学Teesside University,82.0%,79.4%,2.9%,116,74.3%,87.3,免费评估
48,格林威治大学The University of Greenwich,85.9%,79.4%,3.5%,136,62.9%,87.3,免费评估
50,赫尔大学The University of Hull,83.7%,81.1%,11.2%,127,61.5%*,87.1,免费评估
51,诺里奇艺术大学Norwich University of the Arts,81.4%,76.8%,5.6%,151,60.5%,87.0,免费评估
52,南威尔士大学The University of South Wales,87.1%,80.8%,3.3%,135,59.5%,86.7,免费评估
53,温切斯特大学University of Winchester,87.6%,85.7%,,107,67.9%,86.6,免费评估
53,伦敦艺术大学University of the Arts London,76.5%,71.1%,8.0%,151,64.9%,86.6,免费评估
