Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,剑桥大学University of Cambridge,83.7%,85.5%,67.0%,239,93.6%,100.0,免费评估
2,布里斯托大学University of Bristol,83.7%,86.1%,52.3%,209,78.0%,92.1,免费评估
3,帝国理工学院Imperial College London,66.2%,71.0%,59.6%,235,86.2%,91.6,免费评估
4,格拉斯哥大学University of Glasgow,80.6%,80.8%,47.2%,200,82.8%,90.8,免费评估
5,利兹大学University of Leeds,85.5%,87.6%,40.9%,180,83.5%,90.5,免费评估
6,诺丁汉大学University of Nottingham,83.8%,86.0%,40.8%,169,80.5%,88.4,免费评估
7,南安普顿大学University of Southampton,75.1%,77.1%,52.3%,189,78.7%,88.2,免费评估
7,纽卡斯尔大学Newcastle University,74.1%,76.9%,30.2%,,95.2%,88.2,免费评估
9,巴斯大学University of Bath,74.3%,76.7%,37.4%,194,85.9%,88.0,免费评估
10,拉夫堡大学Loughborough University,77.2%,80.8%,41.8%,167,84.1%,87.4,免费评估
11,斯旺西大学Swansea University,76.1%,78.7%,45.5%,148,86.2%,86.7,免费评估
12,谢菲尔德大学The University of Sheffield,74.1%,73.4%,36.0%,161,82.8%,84.4,免费评估
13,思克莱德大学University of Strathclyde,69.5%,72.0%,37.2%,201,73.2%,83.8,免费评估
14,利物浦大学The University of Liverpool,76.0%,81.4%,32.1%,146,80.1%,83.4,免费评估
15,考文垂大学Coventry University,88.1%,89.5%,10.3%,131,80.9%,83.0,免费评估
16,曼彻斯特大学The University of Manchester,68.1%,75.9%,35.1%,174,77.4%,82.9,免费评估
17,萨里大学University of Surrey,76.4%,75.4%,30.8%,165,75.0%,82.8,免费评估
18,布鲁内尔大学Brunel University,73.5%,78.0%,23.7%,153,82.1%,82.4,免费评估
19,西苏格兰大学University of the West of Scotland,90.7%,94.9%,9.0%,157*,65.6%,81.9,免费评估
20,阿尔斯特大学University of Ulster,88.3%,86.7%,,131,80.6%,81.2,免费评估
21,斯塔福德郡大学Staffordshire University,87.3%,87.1%,5.7%,125,79.3%,81.1,免费评估
21,蒂赛德大学Teesside University,87.1%,88.1%,5.8%,120,,81.1,免费评估
23,英国女王大学Queen's University Belfast,67.6%,66.5%,36.7%,155,77.4%,80.7,免费评估
23,中央兰开夏大学University of Central Lancashire,83.2%,81.4%,7.1%,138,,80.7,免费评估
25,普利茅斯大学University of Plymouth,80.6%,80.8%,15.7%,111,83.7%,80.6,免费评估
26,赫特福德大学University of Hertfordshire,73.5%,73.6%,16.5%,124,83.6%,79.3,免费评估
27,朴茨茅斯大学University of Portsmouth,75.8%,78.6%,9.1%,103,88.9%,79.2,免费评估
28,萨塞克斯大学University of Sussex,72.6%,78.3%,,135,87.5%*,79.1,免费评估
29,伦敦大学玛丽女王学院Queen Mary University of London,62.5%,63.2%,46.7%,150,71.4%,78.8,免费评估
30,西英格兰大学University of the West of England,74.4%,74.3%,10.6%,126,81.3%,78.3,免费评估
31,索尔福德大学University of Salford,80.1%,81.2%,4.4%,132,68.8%,76.6,免费评估
32,伦敦城市大学City University London,82.4%,81.9%,23.1%,128,55.6%,76.3,免费评估
33,阿斯顿大学Aston University,72.8%,74.7%,20.6%,142,61.5%,75.6,免费评估
34,谢菲尔德哈莱姆大学Sheffield Hallam University,68.2%,68.5%,17.8%,118,71.4%,74.4,免费评估
35,伍尔弗汉普顿大学University of Wolverhampton,80.1%,80.3%,4.4%,87,,74.1,免费评估
36,新白金汉大学Buckinghamshire New University,81.2%,74.5%,,84*,74.1%,73.6,免费评估
37,金斯顿大学Kingston University,73.0%,73.6%,2.9%,115,57.9%,70.3,免费评估
38,南威尔士大学The University of South Wales,67.6%,66.7%,,118,65.0%,70.0,免费评估
39,布莱顿大学University of Brighton,50.3%,56.8%,7.4%,117,52.0%,63.2,免费评估
