Ranking,University Name,Guardian score,Satisfied with course,Satisfied with teaching,Satisfied with feedback,Student:staff ratio,Spend per student,Average entry tariff,Value-added score,Career after 6 mths,Free
1,伦敦大学学院University College London,100.0,99,97,86,9.1,10,437,7.0,,免费评估
2,剑桥大学University of Cambridge,93.8,98,95,72,8.0,10,521,6.0,,免费评估
3,牛津大学University of Oxford,93.7,92,97,68,11.1,10,526,6.0,,免费评估
4,利物浦大学The University of Liverpool,80.8,97,97,79,9.1,6,363,8.0,48.0,免费评估
5,雷丁大学University of Reading,80.2,95,96,80,11.9,7,347,5.0,55.0,免费评估
6,伯明翰大学University of Birmingham,79.0,94,95,79,9.6,8,387,6.0,,免费评估
7,南安普顿大学University of Southampton,77.9,96,92,72,10.2,4,390,9.0,49.0,免费评估
8,诺丁汉大学University of Nottingham,76.4,97,92,81,13.7,10,364,5.0,41.0,免费评估
9,莱斯特大学University of Leicester,75.8,93,94,81,11.4,8,379,3.0,43.0,免费评估
10,格拉斯哥大学University of Glasgow,74.8,94,96,77,19.4,5,417,,,免费评估
11,埃克塞特大学University of Exeter,73.6,94,92,76,12.2,3,430,7.0,46.0,免费评估
11,谢菲尔德大学The University of Sheffield,73.6,90,92,74,10.4,4,390,8.0,40.0,免费评估
13,杜伦大学Durham University,73.2,84,89,66,12.4,4,440,3.0,72.0,免费评估
14,卡迪夫大学Cardiff University,70.7,95,93,80,16.6,8,363,5.0,47.0,免费评估
15,肯特大学University of Kent,68.4,92,86,66,9.9,3,333,3.0,76.0,免费评估
16,布里斯托大学University of Bristol,67.1,85,95,71,21.4,4,373,8.0,52.0,免费评估
17,爱丁堡大学The University of Edinburgh,66.9,100,92,69,18.4,4,405,8.0,,免费评估
18,约克大学The University of York,66.8,98,96,88,19.5,4,421,5.0,33.0,免费评估
19,布拉德福德大学University of Bradford,66.6,98,96,76,12.1,5,277,4.0,,免费评估
20,英国女王大学Queen's University Belfast,65.0,89,97,83,14.9,4,359,5.0,,免费评估
21,切斯特大学University of Chester,64.4,98,96,83,11.8,3,281,,,免费评估
22,曼彻斯特大学The University of Manchester,64.2,100,96,78,17.8,3,333,8.0,38.0,免费评估
23,纽卡斯尔大学Newcastle University,64.0,94,96,85,26.0,3,366,7.0,,免费评估
24,基尔大学Keele University,63.2,94,90,62,17.1,4,313,9.0,,免费评估
25,罗伯特高登大学The Robert Gordon University,61.5,87,87,70,14.9,4,379,5.0,,免费评估
26,温切斯特大学University of Winchester,59.0,94,92,74,15.9,3,256,7.0,,免费评估
27,伯恩茅斯大学Bournemouth University,57.6,61,73,48,10.7,8,291,8.0,48.0,免费评估
28,林肯大学University of Lincoln,47.5,79,80,43,15.9,5,299,3.0,59.0,免费评估
29,中央兰开夏大学University of Central Lancashire,46.7,86,84,70,19.9,4,315,2.0,44.0,免费评估
29,Leeds Met,46.7,81,84,78,21.8,3,212,,,免费评估
31,伍斯特大学University of Worcester,46.2,86,93,75,23.2,2,239,,,免费评估
32,圣大卫三一学院University of Wales Trinity Saint David,43.8,63,81,58,13.5,4,235,,,免费评估
33,蒂赛德大学Teesside University,39.4,84,85,64,25.3,5,313,2.0,33.0,免费评估
34,德蒙福特大学De Montfort University,33.3,81,77,55,16.5,4,270,1.0,47.0,免费评估
