Ranking,University Name,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,牛津大学University of Oxford,87.8,41.7,531.0,76.9,100.0,免费评估
2,格拉斯哥大学University of Glasgow,87.5,35.0,,79.3,94.2,免费评估
3,兰卡斯特大学Lancaster University,85.8,43.3,432.0,69.2,92.0,免费评估
4,纽卡斯尔大学Newcastle University,89.8,45.0,467.0,51.4,91.1,免费评估
4,伦敦大学学院University College London,88.1,46.7,479.0,50.9,91.1,免费评估
6,拉夫堡大学Loughborough University,84.0,43.2,430.0,62.9,89.3,免费评估
7,利兹大学University of Leeds,86.2,36.2,425.0,64.2,89.0,免费评估
8,伦敦大学金史密斯学院Goldsmiths University of London,87.1,37.7,393.0,62.2,87.5,免费评估
9,雷丁大学University of Reading,76.5,45.6,389.0,73.7,87.0,免费评估
10,爱丁堡大学The University of Edinburgh,83.6,23.8,464.0,62.4,86.7,免费评估
11,布鲁内尔大学Brunel University,83.0,11.7,409.0,77.4,85.3,免费评估
12,法尔茅斯大学Falmouth University,87.5,13.3,370.0,72.7,84.4,免费评估
13,西英格兰大学University of the West of England,85.7,26.7,384.0,59.2,83.2,免费评估
14,邓迪大学University of Dundee,84.6,41.7,400.0,45.1,82.6,免费评估
15,Coventry University,85.4,18.0,376.0,64.7,82.3,免费评估
16,威斯敏斯特大学University of Westminster,81.7,38.3,411.0,49.1,82.2,免费评估
17,布莱顿大学University of Brighton,81.2,45.0,360.0,52.7,81.7,免费评估
18,牛津布鲁克斯大学Oxford Brookes University,80.6,20.0,455.0,52.5,81.2,免费评估
19,肯特大学University of Kent,74.4,46.7,357.0,61.1,81.1,免费评估
20,诺丁汉特伦特大学Nottingham Trent University,84.4,15.0,356.0,65.9,80.6,免费评估
21,诺桑比亚大学Northumbria University,78.0,25.0,403.0,57.6,79.7,免费评估
22,Manchester Metropolitan University,74.3,21.7,442.0,57.7,79.3,免费评估
23,伯恩茅斯大学Bournemouth University,76.8,33.3,326.0,64.8,78.8,免费评估
24,金斯顿大学Kingston University,80.0,10.0,402.0,61.4,78.6,免费评估
25,University of Lincoln,82.7,8.3,367.0,63.8,78.4,免费评估
26,诺里奇艺术大学Norwich University of the Arts,87.1,15.0,343.0,56.0,78.3,免费评估
26,南安普顿大学University of Southampton,86.1,11.7,381.0,53.1,78.3,免费评估
28,德蒙福特大学De Montfort University,83.2,18.3,352.0,56.7,77.9,免费评估
28,伯明翰城市大学Birmingham City University,78.5,40.0,356.0,48.2,77.9,免费评估
30,赫瑞瓦特大学Heriot Watt University,63.1,26.7,405.0,73.5,77.6,免费评估
31,伦敦艺术大学University of the Arts London,74.7,33.1,370.0,54.8,77.3,免费评估
32,伯恩茅斯艺术大学Arts University Bournemouth,84.8,3.3,331.0,65.3,76.9,免费评估
32,卡迪夫都市大学Cardiff Metropolitan University,84.2,30.0,318.0,49.3,76.9,免费评估
34,班戈大学Bangor University,86.5,,282.0,73.3,76.7,免费评估
35,南威尔士大学The University of South Wales,78.9,30.0,325.0,54.8,76.3,免费评估
36,赫特福德大学University of Hertfordshire,80.5,26.7,363.0,47.2,76.2,免费评估
37,阿伯泰邓迪大学University of Abertay Dundee,79.5,,393.0,61.9,75.9,免费评估
38,巴斯斯巴大学Bath Spa University,78.8,10.0,389.0,55.4,75.7,免费评估
39,埃塞克斯大学University of Essex,93.8,,307.0,50.4,75.0,免费评估
40,谢菲尔德哈莱姆大学Sheffield Hallam University,79.5,30.0,322.0,48.8,74.7,免费评估
41,罗伯特高登大学The Robert Gordon University,70.1,18.3,373.0,61.5,74.1,免费评估
42,切斯特大学University of Chester,79.6,1.7,320.0,67.3,74.0,免费评估
43,普利茅斯大学University of Plymouth,80.8,25.0,337.0,44.9,73.9,免费评估
44,德比大学University of Derby,85.2,11.7,324.0,48.4,73.6,免费评估
44,哥比亚大学University of Cumbria,93.1,3.3,319.0,42.0,73.6,免费评估
46,米德塞斯大学Middlesex University,83.2,11.7,320.0,52.0,73.5,免费评估
47,斯塔福德郡大学Staffordshire University,88.2,3.3,311.0,51.0,73.4,免费评估
47,创意艺术大学University for the Creative Arts,81.7,13.3,338.0,49.8,73.4,免费评估
49,北安普顿大学The University of Northampton,83.8,1.7,318.0,57.5,73.2,免费评估
50,格林威治大学The University of Greenwich,84.9,,298.0,60.0,73.0,免费评估
51,温切斯特大学University of Winchester,93.7,,253.0,52.6,72.7,免费评估
51,格罗斯特大学University of Gloucestershire,80.9,6.7,349.0,51.4,72.7,免费评估
53,哈德斯菲尔德大学University of Huddersfield,76.5,,359.0,61.2,72.6,免费评估
54,阿尔斯特大学University of Ulster,79.8,28.3,326.0,40.8,72.5,免费评估
55,中央兰开夏大学University of Central Lancashire,77.8,5.0,331.0,55.5,71.1,免费评估
56,剑桥安鲁大学Anglia Ruskin University,82.5,13.3,306.0,45.6,71.0,免费评估
57,索尔福德大学University of Salford,78.2,10.0,335.0,47.5,70.3,免费评估
58,利物浦约翰摩尔斯大学Liverpool John Moores University,74.2,11.7,392.0,41.3,70.0,免费评估
59,桑德兰大学University of Sunderland,83.8,16.7,319.0,34.7,69.9,免费评估
60,蒂赛德大学Teesside University,77.6,,344.0,52.5,69.8,免费评估
61,奇切斯特大学University of Chichester,86.8,,330.0,39.3,69.7,免费评估
62,泰晤士河谷大学Thames Valley University,83.1,6.7,256.0,52.6,69.2,免费评估
63,龙比亚大学Napier University,63.3,8.3,391.0,58.9,69.0,免费评估
64,伍斯特大学University of Worcester,80.9,,302.0,50.8,68.7,免费评估
65,朴茨茅斯大学University of Portsmouth,83.1,3.3,326.0,40.0,68.6,免费评估
66,波尔顿大学University of Bolton,77.3,0.0,305.0,55.0,68.3,免费评估
67,坎特伯雷大学Canterbury Christ Church University,81.0,,297.0,49.6,68.2,免费评估
68,南安普顿索伦特大学Southampton Solent University,76.5,10.0,328.0,40.9,67.3,免费评估
68,利兹贝克特大学Leeds Beckett University,79.0,8.3,296.0,44.1,67.3,免费评估
70,亚伯大学Aberystwyth University,78.6,,370.0,36.5,67.1,免费评估
71,白金汉大学The University of Buckingham,75.5,13.3,284.0,47.4,67.0,免费评估
72,东伦敦大学University of East London,73.1,20.0,301.0,40.3,66.1,免费评估
73,格林多大学Glyndwr University,75.1,1.7,284.0,51.1,65.4,免费评估
74,伦敦都市大学London Metropolitan University,74.7,3.3,306.0,42.4,64.3,免费评估
75,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,64.1,,388.0,45.5,63.7,免费评估
76,贝德福德大学University of Bedfordshire,84.3,,237.0,38.8,63.5,免费评估
77,伦敦南岸大学London South Bank University,81.0,,238.0,37.8,61.8,免费评估
78,约克圣约翰大学York St John University,66.5,,318.0,46.5,61.5,免费评估
