Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,华威大学The University of Warwick,89.80%,89.30%,59.80%,482,75%*,100.0,免费评估
2,纽卡斯尔大学Newcastle University,91.30%,84.30%,54.30%,458,,97.7,免费评估
3,伯明翰大学University of Birmingham,90.60%,86.20%,37.00%,449,76.10%,95.4,免费评估
4,英国女王大学Queen's University Belfast,84.50%,87.20%,53.10%,393,70.30%,93.6,免费评估
5,萨里大学University of Surrey,90.10%,86.90%,39.10%,371,72.30%,92.4,免费评估
6,兰卡斯特大学Lancaster University,76.40%,84.90%,47.00%,416,69.30%,91.2,免费评估
7,诺丁汉大学University of Nottingham,84.00%,82.90%,56.60%,386,53.70%,90.7,免费评估
8,班戈大学Bangor University,90.60%,87.60%,46.30%,373,47.40%,89.9,免费评估
9,东英吉利大学University of East Anglia,81.00%,85.80%,36.20%,464,52.50%,89.8,免费评估
10,伦敦大学皇家霍洛威学院Royal Holloway University of London,77.10%,77.10%,49.90%,422,60.00%,89.6,免费评估
11,伯明翰城市大学Birmingham City University,90.90%,88.50%,30.90%,305,62.90%,87.8,免费评估
12,雷丁大学University of Reading,82.40%,78.10%,36.30%,,66.70%,87.5,免费评估
13,考文垂大学Coventry University,90.10%,85.60%,18.10%,322,70.00%,87.1,免费评估
14,布鲁内尔大学Brunel University,85.00%,83.00%,30.90%,359,58.70%,87.0,免费评估
15,赫尔大学The University of Hull,84.10%,83.40%,22.70%,352,67.10%,86.7,免费评估
16,威斯敏斯特大学University of Westminster,89.50%,94.70%,28.90%,293,54.80%,86.3,免费评估
17,巴斯斯巴大学Bath Spa University,89.30%,88.20%,23.50%,316,53.00%,85.2,免费评估
18,亚伯大学Aberystwyth University,86.40%,87.70%,31.20%,283,55.70%,84.8,免费评估
19,德蒙福特大学De Montfort University,81.40%,83.30%,24.10%,298,68.40%,84.5,免费评估
20,西英格兰大学University of the West of England,85.00%,78.60%,35.40%,,48.10%,84.0,免费评估
21,利物浦约翰摩尔斯大学Liverpool John Moores University,88.90%,90.10%,17.90%,348,40.00%,83.6,免费评估
22,朴茨茅斯大学University of Portsmouth,80.80%,81.10%,17.10%,302,67.40%,83.1,免费评估
23,Manchester Metropolitan University,81.60%,73.70%,29.00%,329,51.30%,82.5,免费评估
24,贝德福德大学University of Bedfordshire,91.30%,90.20%,45.80%,229,24.00%,81.7,免费评估
24,波尔顿大学University of Bolton,91.70%,82.30%,14.40%,264,51.70%,81.7,免费评估
26,普利茅斯大学University of Plymouth,80.70%,83.90%,30.50%,276,48.70%,81.5,免费评估
27,北安普顿大学The University of Northampton,85.90%,75.30%,15.30%,283,55.60%,80.8,免费评估
28,中央兰开夏大学University of Central Lancashire,74.20%,76.40%,9.90%,351,54.40%,79.5,免费评估
29,德比大学University of Derby,85.80%,82.90%,13.50%,306,34.60%,79.0,免费评估
30,切斯特大学University of Chester,87.10%,79.80%,10.70%,308,35.80%,78.7,免费评估
31,格罗斯特大学University of Gloucestershire,81.30%,80.60%,9.30%,274,48.70%,78.1,免费评估
32,坎特伯雷大学Canterbury Christ Church University,87.00%,81.40%,8.00%,267,41.70%,78.0,免费评估
32,温切斯特大学University of Winchester,86.10%,84.70%,,299,41.00%,78.0,免费评估
32,米德塞斯大学Middlesex University,87.50%,84.90%,11.00%,255*,37.90%,78.0,免费评估
35,"特威克南圣玛丽大学St Mary's, Twickenham",80.80%,79.90%,14.60%,267,45.70%,77.9,免费评估
36,伯恩茅斯大学Bournemouth University,71.20%,73.90%,15.10%,339,43.60%,77.1,免费评估
37,伦敦南岸大学London South Bank University,83.90%,82.80%,12.80%,232,41.30%,76.9,免费评估
37,罗汉普顿大学Roehampton University,80.10%,77.00%,20.80%,269,36.60%,76.9,免费评估
39,奇切斯特大学University of Chichester,86.40%,80.00%,16.30%,274,25.80%,76.7,免费评估
40,南威尔士大学The University of South Wales,75.70%,69.80%,12.80%,311,44.70%,76.5,免费评估
40,金斯顿大学Kingston University,74.20%,72.70%,15.70%,303,43.60%,76.5,免费评估
42,格林威治大学The University of Greenwich,68.10%,69.80%,14.40%,348,41.40%,75.7,免费评估
43,约克圣约翰大学York St John University,78.00%,77.40%,9.70%,277,,75.6,免费评估
44,索尔福德大学University of Salford,80.60%,74.30%,7.80%,267,33.70%,74.3,免费评估
45,谢菲尔德哈莱姆大学Sheffield Hallam University,72.00%,75.60%,14.60%,306,26.50%,73.6,免费评估
46,艾芝西尔大学Edge Hill University,73.20%,70.00%,12.10%,312,29.50%,73.5,免费评估
47,伍斯特大学University of Worcester,84.90%,76.00%,8.20%,248,22.20%,73.2,免费评估
48,南安普顿索伦特大学Southampton Solent University,73.90%,73.40%,,240,50.00%,73.0,免费评估
49,斯塔福德郡大学Staffordshire University,76.00%,71.40%,,228*,33.80%,70.3,免费评估
