Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,基尔大学Keele University,411.0,4.18,3.09,64.0,100.0,免费评估
2,邓迪大学University of Dundee,,4.26,3.5,,99.1,免费评估
3,思克莱德大学University of Strathclyde,,3.88,3.15,,94.9,免费评估
4,肯特大学University of Kent,,4.08,2.88,,94.9,免费评估
5,哈德斯菲尔德大学University of Huddersfield,373.0,3.89,2.09,74.0,94.8,免费评估
6,德蒙福特大学De Montfort University,271.0,4.42,2.58,86.0,94.1,免费评估
7,赫尔大学The University of Hull,318.0,3.9,2.91,74.0,94.0,免费评估
8,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,417.0,3.91,2.4,50.0,93.7,免费评估
9,诺桑比亚大学Northumbria University,,4.29,3.12,54.0,92.8,免费评估
10,罗伯特高登大学The Robert Gordon University,361.0,4.03,,72.0,92.1,免费评估
11,曼彻斯特城市大学Manchester Metropolitan University,361.0,3.89,2.88,54.0,92.0,免费评估
12,格林威治大学The University of Greenwich,365.0,4.23,2.28,50.0,91.9,免费评估
13,西英格兰大学University of the West of England,334.0,4.23,3.06,52.0,91.5,免费评估
14,布拉德福德大学University of Bradford,286.0,4.03,3.22,70.0,91.3,免费评估
15,考文垂大学Coventry University,313.0,4.47,3.14,52.0,91.1,免费评估
16,伍斯特大学University of Worcester,314.0,4.13,2.24,62.0,90.9,免费评估
17,中央兰开夏大学University of Central Lancashire,356.0,3.95,2.36,46.0,90.6,免费评估
18,诺丁汉特伦特大学Nottingham Trent University,354.0,4.05,,62.0,90.1,免费评估
19,伯恩茅斯大学Bournemouth University,303.0,4.09,2.65,54.0,90.0,免费评估
20,利物浦约翰摩尔斯大学Liverpool John Moores University,348.0,4.32,,54.0,89.4,免费评估
21,泰晤士河谷大学Thames Valley University,298.0,4.16,1.94,60.0,89.1,免费评估
22,蒂赛德大学Teesside University,319.0,4.23,,58.0,88.0,免费评估
23,西苏格兰大学University of the West of Scotland,322.0,4.16,,58.0,87.9,免费评估
24,斯塔福德郡大学Staffordshire University,309.0,4.36,,54.0,87.2,免费评估
25,Wrexham Glyndwr,,3.69,,66.0,87.0,免费评估
26,Lincoln,306.0,3.99,,62.0,87.0,免费评估
27,德比大学University of Derby,274.0,4.3,1.57,56.0,86.4,免费评估
28,金斯顿大学Kingston University,309.0,3.66,,58.0,85.1,免费评估
29,剑桥安鲁大学Anglia Ruskin University,284.0,4.01,,58.0,85.0,免费评估
30,南威尔士大学The University of South Wales,311.0,4.1,,42.0,84.2,免费评估
31,伦敦南岸大学London South Bank University,285.0,4.04,2.25,34.0,83.9,免费评估
32,伦敦都市大学London Metropolitan University,,4.13,,42.0,83.9,免费评估
33,坎特伯雷大学Canterbury Christ Church University,315.0,3.97,,34.0,82.6,免费评估
34,哥比亚大学University of Cumbria,,4.04,,18.0,77.9,免费评估
