Ranking,University Name,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,考陶尔德艺术学院Courtauld Institute of Art,92.1,53.3,476.0,71.0,100.0,免费评估
2,东英吉利大学University of East Anglia,90.0,56.7,421.0,69.5,97.0,免费评估
3,牛津大学University of Oxford,82.4,46.7,553.0,68.8,95.3,免费评估
4,约克大学The University of York,88.5,53.3,421.0,67.8,95.1,免费评估
5,圣安德鲁斯大学University of St Andrews,89.8,35.0,483.0,69.2,94.5,免费评估
6,剑桥大学University of Cambridge,88.2,26.7,555.0,65.2,93.6,免费评估
7,格拉斯哥大学University of Glasgow,86.7,58.3,467.0,52.6,93.5,免费评估
8,伯明翰大学University of Birmingham,83.9,43.3,409.0,81.7,92.8,免费评估
9,伦敦大学学院University College London,78.7,46.7,502.0,73.5,92.3,免费评估
10,埃塞克斯大学University of Essex,86.2,53.3,406.0,60.9,91.6,免费评估
11,肯特大学University of Kent,87.0,46.7,332.0,77.2,91.4,免费评估
12,曼彻斯特大学The University of Manchester,85.2,53.3,408.0,57.3,90.3,免费评估
13,伦敦大学亚非学院SOAS University of London,82.3,36.7,431.0,69.8,88.6,免费评估
14,华威大学The University of Warwick,85.2,33.3,447.0,61.6,88.3,免费评估
15,利兹大学University of Leeds,87.6,31.7,411.0,59.7,87.5,免费评估
16,埃塞克斯大学University of Essex,86.9,41.7,,44.8,86.1,免费评估
17,爱丁堡大学The University of Edinburgh,76.2,30.0,486.0,70.8,85.9,免费评估
18,雷丁大学University of Reading,86.9,30.0,338.0,65.0,85.1,免费评估
19,诺丁汉大学University of Nottingham,81.5,38.3,393.0,56.2,83.9,免费评估
20,莱斯特大学University of Leicester,85.8,20.0,396.0,55.3,82.4,免费评估
21,布拉德福德大学University of Bradford,73.7,25.0,458.0,63.6,80.6,免费评估
22,伦敦大学金史密斯学院Goldsmiths University of London,78.9,30.0,408.0,53.4,80.5,免费评估
23,牛津布鲁克斯大学Oxford Brookes University,88.1,28.3,333.0,42.9,80.3,免费评估
23,阿伯丁大学University of Aberdeen,83.7,31.7,,44.2,80.3,免费评估
25,布莱顿大学University of Brighton,78.3,45.0,294.0,43.8,77.0,免费评估
26,普利茅斯大学University of Plymouth,81.6,21.7,269.0,60.7,76.6,免费评估
27,Manchester Metropolitan University,84.2,21.7,359.0,28.0,74.2,免费评估
28,亚伯大学Aberystwyth University,74.5,11.7,,42.4,66.7,免费评估
