Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,剑桥大学University of Cambridge,80.1%*,86.1%*,67.0%,239,93.5%,100.0,免费评估
2,帝国理工学院Imperial College London,82.0%,85.3%,59.6%,220,91.1%,97.4,免费评估
3,布里斯托大学University of Bristol,74.8%,79.8%,52.3%,194,89.3%,92.1,免费评估
4,南安普顿大学University of Southampton,80.1%,80.2%,52.3%,174,89.6%,91.9,免费评估
5,利兹大学University of Leeds,81.9%,83.1%,40.9%,194,86.1%,91.7,免费评估
6,思克莱德大学University of Strathclyde,76.9%,82.2%,37.2%,223,83.5%,91.5,免费评估
7,赫瑞瓦特大学Heriot Watt University,83.2%,82.5%,47.8%,170,86.3%,91.2,免费评估
8,拉夫堡大学Loughborough University,83.3%,85.9%,41.8%,169,87.8%,91.1,免费评估
9,巴斯大学University of Bath,77.8%,80.0%,37.4%,198,89.0%,90.9,免费评估
10,谢菲尔德大学The University of Sheffield,80.3%,85.3%,36.0%,174,89.9%,90.4,免费评估
11,诺丁汉大学University of Nottingham,78.5%,81.7%,40.8%,168,86.5%,89.1,免费评估
12,斯旺西大学Swansea University,78.6%,81.4%,45.5%,146,90.1%,88.9,免费评估
12,格拉斯哥大学University of Glasgow,69.0%,75.3%,47.2%,196,85.5%,88.9,免费评估
14,兰卡斯特大学Lancaster University,76.5%,78.9%,41.6%,159,87.9%,88.2,免费评估
15,伯明翰大学University of Birmingham,75.8%,74.5%,37.7%,161,90.5%,87.7,免费评估
16,伦敦大学学院University College London,64.6%,70.0%,44.6%,192,88.0%,87.4,免费评估
17,伦敦南岸大学London South Bank University,94.2%,93.3%,19.6%,122,83.7%,87.0,免费评估
18,爱丁堡大学The University of Edinburgh,61.8%,70.3%,50.3%,193,84.4%,86.8,免费评估
19,萨里大学University of Surrey,75.4%,77.0%,30.8%,148,86.6%,85.2,免费评估
20,利物浦大学The University of Liverpool,74.3%,79.0%,32.1%,144,86.5%,85.1,免费评估
20,格林威治大学The University of Greenwich,83.3%,83.1%,29.5%,129,82.5%,85.1,免费评估
22,卡迪夫大学Cardiff University,69.1%,73.4%,30.2%,166,87.9%,85.0,免费评估
23,埃克塞特大学University of Exeter,65.8%,68.7%,36.4%,167,88.3%,84.7,免费评估
24,邓迪大学University of Dundee,75.3%,79.6%,34.1%,160,77.1%,84.5,免费评估
25,英国女王大学Queen's University Belfast,70.6%,73.0%,36.7%,146,85.8%,84.2,免费评估
25,考文垂大学Coventry University,79.5%,81.9%,10.3%,135,91.5%,84.2,免费评估
27,蒂赛德大学Teesside University,87.5%,84.6%,5.8%,123,87.1%,83.6,免费评估
28,纽卡斯尔大学Newcastle University,67.6%,73.0%,30.2%,148,87.7%,83.3,免费评估
29,布拉德福德大学University of Bradford,82.7%,84.6%,7.7%,128,86.4%,83.1,免费评估
30,阿尔斯特大学University of Ulster,75.5%,76.5%,22.8%,133,86.0%,82.9,免费评估
31,普利茅斯大学University of Plymouth,78.9%,78.3%,15.7%,139,83.6%,82.7,免费评估
32,阿伯丁大学University of Aberdeen,75.8%,78.4%,28.4%,164,71.3%,82.6,免费评估
33,曼彻斯特大学The University of Manchester,67.2%,74.6%,35.1%,165,75.5%,82.4,免费评估
34,西苏格兰大学University of the West of Scotland,83.1%,84.1%,9.0%,135,79.2%,82.1,免费评估
35,哈珀亚当斯大学Harper Adams University,84.5%,84.5%,,133,82.8%,81.9,免费评估
36,阿斯顿大学Aston University,77.9%,74.6%,20.6%,135,80.0%,81.6,免费评估
37,桑德兰大学University of Sunderland,83.7%,83.5%,8.8%,120,80.8%,81.4,免费评估
38,中央兰开夏大学University of Central Lancashire,74.4%,74.7%,7.1%,151,84.4%,81.3,免费评估
39,哈德斯菲尔德大学University of Huddersfield,71.3%,71.2%,10.2%,130,92.2%,81.0,免费评估
40,西英格兰大学University of the West of England,78.9%,78.9%,10.6%,130,80.7%,80.8,免费评估
41,伦敦大学玛丽女王学院Queen Mary University of London,60.4%,67.7%,46.7%,143,75.7%,80.3,免费评估
41,朴茨茅斯大学University of Portsmouth,78.6%,79.1%,9.1%,107,86.4%,80.3,免费评估
43,萨塞克斯大学University of Sussex,70.5%,74.9%,24.0%,135,78.3%,80.2,免费评估
43,诺桑比亚大学Northumbria University,67.7%,73.0%,30.7%,143,75.5%,80.2,免费评估
45,牛津布鲁克斯大学Oxford Brookes University,72.9%,71.7%,13.9%,138,82.3%,80.1,免费评估
46,切斯特大学University of Chester,80.6%,86.8%,7.1%,108,,80.0,免费评估
47,University of Wales Trinity St David,88.5%,84.4%,1.0%,117,75.0%,79.9,免费评估
48,利物浦约翰摩尔斯大学Liverpool John Moores University,75.6%,77.0%,4.7%,139,80.3%,79.7,免费评估
49,University of Lincoln,78.1%,79.5%,,123,84.0%,79.6,免费评估
50,德蒙福特大学De Montfort University,74.6%,80.1%,12.5%,107,82.9%,79.2,免费评估
51,索尔福德大学University of Salford,76.9%,83.0%,4.4%,137,73.0%,78.8,免费评估
52,罗伯特高登大学The Robert Gordon University,69.4%,72.0%,8.8%,157,75.8%,78.6,免费评估
53,德比大学University of Derby,73.2%,73.2%,6.7%,120,84.1%,78.5,免费评估
54,谢菲尔德哈莱姆大学Sheffield Hallam University,72.4%,74.4%,17.8%,116,76.9%,78.0,免费评估
55,赫特福德大学University of Hertfordshire,67.4%,71.5%,16.5%,115,79.3%,77.0,免费评估
56,赫尔大学The University of Hull,65.4%,65.1%,16.5%,122,81.3%,76.8,免费评估
56,曼彻斯特城市大学Manchester Metropolitan University,68.7%,72.7%,16.3%,124,73.8%,76.8,免费评估
58,南威尔士大学The University of South Wales,72.8%,75.2%,,85,88.9%,76.5,免费评估
58,Solent University,84.9%,80.8%,,115,66.7%,76.5,免费评估
60,布莱顿大学University of Brighton,80.0%,78.2%,7.4%,115,63.1%,75.3,免费评估
61,斯塔福德郡大学Staffordshire University,74.1%,74.4%,5.7%,111,70.3%,74.9,免费评估
62,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,75.7%,72.8%,4.7%,158,54.5%,74.5,免费评估
62,布鲁内尔大学Brunel University,55.2%,60.9%,23.7%,132,75.3%,74.5,免费评估
64,波尔顿大学University of Bolton,81.9%,79.3%,,106,58.8%,73.3,免费评估
65,伯明翰城市大学Birmingham City University,71.2%,72.2%,,107,70.1%,73.0,免费评估
66,剑桥安鲁大学Anglia Ruskin University,63.7%,62.1%,9.1%,109,73.0%,72.2,免费评估
67,金斯顿大学Kingston University,69.0%,73.8%,2.9%,119,57.3%,70.9,免费评估
68,伦敦城市大学City University London,66.2%,67.9%,23.1%,120,48.3%,70.3,免费评估
