Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,杜伦大学Durham University,557.0,4.04,2.75,85.0,100.0,免费评估
2,牛津大学University of Oxford,526.0,3.81,2.95,,98.8,免费评估
3,剑桥大学University of Cambridge,,3.93,3.0,,98.2,免费评估
4,伯明翰大学University of Birmingham,,4.29,2.65,85.0,98.1,免费评估
5,圣安德鲁斯大学University of St Andrews,,4.22,2.75,,97.1,免费评估
6,爱丁堡大学The University of Edinburgh,442.0,3.73,2.95,75.0,94.5,免费评估
7,伦敦大学亚非学院SOAS University of London,382.0,3.98,2.75,75.0,92.5,免费评估
8,利兹大学University of Leeds,362.0,4.38,,80.0,90.0,免费评估
9,埃克塞特大学University of Exeter,421.0,3.9,2.3,75.0,90.0,免费评估
10,曼彻斯特大学The University of Manchester,401.0,3.81,2.5,50.0,85.0,免费评估
11,索尔福德大学University of Salford,,3.77,2.1,,83.5,免费评估
12,威斯敏斯特大学University of Westminster,269.0,3.96,,60.0,81.1,免费评估
