Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,剑桥大学University of Cambridge,,,60.7%,232,88.9%,100.0,免费评估
2,牛津大学University of Oxford,,,67.5%,222,90.6%,99.2,免费评估
3,圣安德鲁斯大学University of St Andrews,85.2%,86.5%,44.2%,235,88.5%,98.3,免费评估
4,华威大学The University of Warwick,77.7%,76.6%,55.8%,207,83.6%,94.2,免费评估
5,杜伦大学Durham University,78.9%,77.6%,44.0%,215,86.4%,94.1,免费评估
5,帝国理工学院Imperial College London,75.2%,78.5%,59.7%,198,84.5%,94.1,免费评估
7,伦敦大学学院University College London,79.2%,77.7%,42.0%,191,90.2%,93.5,免费评估
8,兰卡斯特大学Lancaster University,82.4%,81.0%,45.8%,165,88.2%,93.3,免费评估
9,伯明翰大学University of Birmingham,86.5%,85.3%,34.1%,176,83.9%,92.8,免费评估
10,思克莱德大学University of Strathclyde,83.2%,82.3%,34.6%,197,82.5%,92.5,免费评估
11,赫瑞瓦特大学Heriot Watt University,82.3%,80.9%,42.3%,180,83.0%,92.4,免费评估
12,拉夫堡大学Loughborough University,87.2%,88.3%,31.0%,162,84.0%,92.2,免费评估
13,布里斯托大学University of Bristol,78.5%,75.9%,57.3%,192,76.0%,91.9,免费评估
14,爱丁堡大学The University of Edinburgh,73.9%,77.1%,43.7%,203,84.0%,91.7,免费评估
15,诺丁汉大学University of Nottingham,79.2%,78.5%,44.8%,175,81.1%,91.0,免费评估
15,曼彻斯特大学The University of Manchester,79.2%,79.5%,44.3%,183,79.1%,91.0,免费评估
17,格拉斯哥大学University of Glasgow,78.2%,80.4%,41.4%,203,74.5%,90.5,免费评估
17,巴斯大学University of Bath,76.2%,75.1%,35.7%,191,85.0%,90.5,免费评估
19,南安普顿大学University of Southampton,80.6%,79.7%,41.9%,165,80.4%,90.4,免费评估
20,阿伯丁大学University of Aberdeen,84.2%,88.7%,32.0%,175,74.4%,90.1,免费评估
21,埃克塞特大学University of Exeter,77.7%,78.9%,37.9%,174,82.2%,90.0,免费评估
21,邓迪大学University of Dundee,81.1%,80.7%,48.2%,167,73.8%,90.0,免费评估
23,谢菲尔德大学The University of Sheffield,81.4%,82.5%,34.0%,149,82.2%,89.4,免费评估
24,肯特大学University of Kent,81.6%,79.2%,28.2%,136,89.1%,89.2,免费评估
25,亚伯大学Aberystwyth University,93.4%,90.7%,19.4%,125,78.2%,88.9,免费评估
25,英国女王大学Queen's University Belfast,76.7%,77.5%,25.0%,164,88.8%,88.9,免费评估
27,伦敦政治经济学院The London School of Economics and Political Science,73.9%,68.2%,28.7%,195,85.7%,88.6,免费评估
27,利兹大学University of Leeds,73.7%,75.4%,42.0%,169,80.8%,88.6,免费评估
29,约克大学The University of York,84.6%,82.9%,27.0%,159,76.6%,88.4,免费评估
30,埃塞克斯大学University of Essex,82.8%,79.6%,34.3%,108,85.3%,88.0,免费评估
31,南威尔士大学The University of South Wales,93.1%,90.8%,10.1%,127,79.0%,87.9,免费评估
32,纽卡斯尔大学Newcastle University,81.4%,82.9%,32.0%,161,73.0%,87.6,免费评估
33,德蒙福特大学De Montfort University,94.0%,91.9%,,88,90.0%,87.5,免费评估
34,卡迪夫大学Cardiff University,79.0%,80.7%,31.6%,168,74.1%,87.4,免费评估
35,索尔福德大学University of Salford,86.0%,87.8%,4.4%,128,87.5%,87.2,免费评估
35,伦敦国王学院King's College London,75.4%,76.0%,37.1%,168,76.2%,87.2,免费评估
37,萨塞克斯大学University of Sussex,72.9%,72.9%,28.5%,147,89.0%,87.1,免费评估
38,雷丁大学University of Reading,82.7%,77.6%,35.3%,132,76.5%,87.0,免费评估
39,诺丁汉特伦特大学Nottingham Trent University,86.6%,87.6%,18.4%,124,77.7%,86.7,免费评估
40,萨里大学University of Surrey,76.4%,75.5%,31.5%,161,74.4%,85.9,免费评估
40,利物浦约翰摩尔斯大学Liverpool John Moores University,87.5%,86.5%,3.2%,131,80.7%,85.9,免费评估
40,中央兰开夏大学University of Central Lancashire,90.0%,88.6%,19.8%,117,71.4%,85.9,免费评估
43,斯特林大学University of Stirling,82.8%,80.3%,14.0%,156,76.6%,85.8,免费评估
44,利物浦大学The University of Liverpool,79.7%,80.3%,29.8%,145,72.9%,85.7,免费评估
45,斯旺西大学Swansea University,76.9%,75.6%,20.7%,131,84.0%,85.2,免费评估
45,基尔大学Keele University,85.1%,84.4%,19.5%,120,74.8%,85.2,免费评估
47,谢菲尔德哈莱姆大学Sheffield Hallam University,86.2%,87.6%,17.8%,112,74.4%,85.1,免费评估
48,朴茨茅斯大学University of Portsmouth,84.3%,80.2%,11.2%,108,84.2%,85.0,免费评估
49,伦敦都市大学London Metropolitan University,92.4%,93.2%,13.5%,75*,73.7%,84.4,免费评估
50,赫尔大学The University of Hull,77.4%,69.6%,24.2%,128,79.9%,84.0,免费评估
50,东英吉利大学University of East Anglia,71.8%,76.2%,33.7%,149,72.3%,84.0,免费评估
52,西英格兰大学University of the West of England,91.7%,89.9%,10.6%,114,65.8%,83.7,免费评估
53,利物浦大学The University of Liverpool,75.4%,79.4%,8.8%,112,88.0%,83.6,免费评估
