Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,约克大学The University of York,,4.5/9,366.0,,100.0,免费评估
2,爱丁堡大学The University of Edinburgh,90%,4.0/9,418.0,98.00%,99.6,免费评估
3,南安普顿大学University of Southampton,76%,5.4/9,365.0,98.00%,95.9,免费评估
4,曼彻斯特大学The University of Manchester,75%,5.7/9,339.0,94.00%,93.4,免费评估
4,谢菲尔德大学The University of Sheffield,84%,2.8/9,,100.00%,93.4,免费评估
6,格拉斯哥大学University of Glasgow,85%,3.0/9,335.0,97.00%,93.3,免费评估
6,阿尔斯特大学University of Ulster,82%,5.0/9,255.0,98.00%,93.3,免费评估
8,诺丁汉大学University of Nottingham,77%,3.2/9,359.0,96.00%,91.7,免费评估
9,利兹大学University of Leeds,74%,3.6/9,330.0,98.00%,91.4,免费评估
10,利物浦大学The University of Liverpool,88%,2.2/9,323.0,94.00%,90.8,免费评估
11,萨里大学University of Surrey,84%,0.7/9,336.0,100.00%,90.6,免费评估
12,东英吉利大学University of East Anglia,81%,2.1/9,301.0,98.00%,89.8,免费评估
13,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,87%,3.0/9,303.0,91.00%,89.5,免费评估
14,卡迪夫大学Cardiff University,77%,2.6/9,294.0,99.00%,89.4,免费评估
15,布拉德福德大学University of Bradford,78%,2.1/9,312.0,98.00%,89.0,免费评估
16,伍斯特大学University of Worcester,82%,,349.0,98.00%,88.4,免费评估
17,哥比亚大学University of Cumbria,84%,,339.0,97.00%,88.2,免费评估
18,Thames Valley,77%,2.2/9,,98.00%,88.0,免费评估
19,伦敦国王学院King's College London,71%,2.5/9,321.0,97.00%,87.7,免费评估
20,Central Lancs,77%,2.5/9,281.0,96.00%,87.6,免费评估
21,The Queen's,78%,2.1/9,265.0,98.00%,87.3,免费评估
22,格拉摩根大学University of Glamorgan,83%,2.1/9,254.0,95.00%,87.0,免费评估
23,Kingston/St George's,69%,2.5/9,271.0,100.00%,86.9,免费评估
24,索尔福德大学University of Salford,81%,2.3/9,264.0,95.00%,86.8,免费评估
24,斯旺西大学Swansea University,77%,2.0/9,278.0,97.00%,86.8,免费评估
26,诺桑比亚大学Northumbria University,85%,2.8/9,317.0,87.00%,86.6,免费评估
27,德蒙福特大学De Montfort University,72%,1.9/9,309.0,97.00%,86.4,免费评估
28,蒂赛德大学Teesside University,85%,,285.0,97.00%,86.2,免费评估
29,牛津布鲁克斯大学Oxford Brookes University,78%,,312.0,97.00%,85.4,免费评估
29,玛格丽特女王大学Queen Margaret University,,,314.0,96.00%,85.4,免费评估
31,赫尔大学The University of Hull,74%,,305.0,99.00%,85.2,免费评估
32,布莱顿大学University of Brighton,78%,0.9/9,259.0,98.00%,85.1,免费评估
33,曼彻斯特城市大学Manchester Metropolitan University,74%,1.3/9,238.0,100.00%,85.0,免费评估
34,班戈大学Bangor University,79%,,266.0,99.00%,84.9,免费评估
34,赫特福德大学University of Hertfordshire,74%,3.5/9,244.0,93.00%,84.9,免费评估
36,Edin Napier,77%,1.9/9,243.0,96.00%,84.6,免费评估
37,艾芝西尔大学Edge Hill University,83%,1.6/9,237.0,93.00%,84.3,免费评估
38,剑桥安鲁大学Anglia Ruskin University,81%,,260.0,96.00%,83.9,免费评估
39,格林威治大学The University of Greenwich,86%,1.6/9,223.0,91.00%,83.7,免费评估
39,西英格兰大学University of the West of England,70%,1.9/9,236.0,98.00%,83.7,免费评估
41,罗伯特高登大学The Robert Gordon University,78%,,289.0,95.00%,83.6,免费评估
42,Canterbury CC,75%,,268.0,99.00%,83.5,免费评估
43,普利茅斯大学University of Plymouth,69%,1.9/9,285.0,95.00%,83.4,免费评估
44,基尔大学Keele University,87%,,249.0,93.00%,83.3,免费评估
45,贝德福德大学University of Bedfordshire,78%,,244.0,98.00%,83.1,免费评估
45,斯塔福德郡大学Staffordshire University,79%,,266.0,95.00%,83.1,免费评估
47,斯特林大学University of Stirling,76%,3.1/9,126.0,98.00%,83.0,免费评估
48,伯恩茅斯大学Bournemouth University,72%,2.2/9,280.0,91.00%,82.8,免费评估
49,伯明翰大学University of Birmingham,81%,,334.0,89.00%,82.7,免费评估
50,切斯特大学University of Chester,67%,0.9/9,276.0,98.00%,82.6,免费评估
50,邓迪大学University of Dundee,74%,2.5/9,174.0,97.00%,82.6,免费评估
52,伯明翰城市大学Birmingham City University,78%,,256.0,96.00%,82.5,免费评估
53,谢菲尔德哈莱姆大学Sheffield Hallam University,60%,1.9/9,281.0,98.00%,82.3,免费评估
54,伦敦城市大学City University London,57%,4.1/9,269.0,93.00%,81.9,免费评估
55,格林多大学Glyndwr University,,1.1/9,247.0,95.00%,81.8,免费评估
56,考文垂大学Coventry University,77%,,295.0,92.00%,81.6,免费评估
56,伦敦南岸大学London South Bank University,77%,1.8/9,186.0,94.00%,81.6,免费评估
58,米德塞斯大学Middlesex University,80%,1.8/9,,85.00%,79.6,免费评估
59,利物浦约翰摩尔斯大学Liverpool John Moores University,76%,1.9/9,228.0,87.00%,79.3,免费评估
60,Leeds Met,74%,,261.0,90.00%,78.3,免费评估
61,阿伯泰邓迪大学University of Abertay Dundee,,,224.0,90.00%,75.4,免费评估
62,北安普顿大学The University of Northampton,66%,,235.0,88.00%,73.9,免费评估
