Rank,University,Country,Score,Free
237,University of Duisburg-Essen,Germany,39.0,免费评估
239,Amirkabir University of Technology (AUT),Iran,38.8,免费评估
239,Iran University Science & Technology,Iran,38.8,免费评估
241,University of Lille I,France,38.7,免费评估
242,Complutense University of Madrid,Spain,38.4,免费评估
243,Aarhus University,Denmark,38.2,免费评估
243,Ecole Nationale Superieure de Chimie de Paris,France,38.2,免费评估
245,利兹大学University of Leeds,United Kingdom,38.1,免费评估
245,University of Ulm,Germany,38.1,免费评估
247,King Saud University,Saudi Arabia,37.9,免费评估
248,Indian Institute of Technology Delhi,India,37.8,免费评估
249,Shivaji University,India,37.7,免费评估
249,University of Freiburg,Germany,37.7,免费评估
249,University of Houston,United States,37.7,免费评估
252,Jiangsu University,China,37.6,免费评估
252,伦敦大学玛丽女王学院Queen Mary University of London,United Kingdom,37.6,免费评估
254,Hefei University of Technology,China,37.5,免费评估
255,East China Normal University,China,37.1,免费评估
255,Friedrich Schiller University of Jena,Germany,37.1,免费评估
255,Graz University of Technology,Austria,37.1,免费评估
258,University of Padua,Italy,36.8,免费评估
259,塔夫茨大学Tufts University,United States,36.7,免费评估
260,Clemson University,United States,36.6,免费评估
261,Colorado School of Mines,United States,36.5,免费评估
261,University of Hannover,Germany,36.5,免费评估
263,Zhengzhou University,China,36.4,免费评估
264,University of Belgrade,Serbia,36.3,免费评估
264,Warsaw University of Technology,Poland,36.3,免费评估
266,Laval University,Canada,36.0,免费评估
266,Tokyo University of Science,Japan,36.0,免费评估
266,University of Bayreuth,Germany,36.0,免费评估
269,Universiti Putra Malaysia,Malaysia,35.9,免费评估
270,National University of Malaysia,Malaysia,35.5,免费评估
270,University of Helsinki,Finland,35.5,免费评估
272,State University of Campinas,Brazil,35.1,免费评估
273,Indian Institute of Technology Kanpur,India,35.0,免费评估
274,Charles University in Prague,Czech Republic,34.9,免费评估
275,Chonnam National University,South Korea,34.8,免费评估
275,Michigan Technological University,United States,34.8,免费评估
277,Middle East Technical University,Turkey,34.5,免费评估
278,AGH University of Science & Technology,Poland,34.4,免费评估
278,Federal University of Sao Carlos,Brazil,34.4,免费评估
280,Istanbul Technical University,Turkey,34.3,免费评估
280,Technische Universitat Chemnitz,Germany,34.3,免费评估
282,Missouri University of Science & Technology,United States,34.2,免费评估
282,Polytechnic University of Valencia,Spain,34.2,免费评估
284,Claude Bernard University Lyon 1,France,34.0,免费评估
284,University of Technology Sydney,Australia,34.0,免费评估
286,UNESP - Universidade Estadual Paulista,Brazil,33.9,免费评估
287,China University of Petroleum,China,33.8,免费评估
288,University of Electronic Science and Technology of China,China,33.7,免费评估
289,University of Montreal,Canada,33.2,免费评估
290,Hiroshima University,Japan,33.0,免费评估
291,National Autonomous University of Mexico,Mexico,32.7,免费评估
291,斯威本科技大学Swinburne University of Technology,Australia,32.7,免费评估
293,University of Auckland,New Zealand,32.5,免费评估
293,University of Connecticut,United States,32.5,免费评估
293,Washington State University,United States,32.5,免费评估
296,University of Vienna,Austria,32.0,免费评估
297,Gyeongsang National University,South Korea,31.9,免费评估
297,Konkuk University,South Korea,31.9,免费评估
297,National Sun Yat-Sen University,Taiwan,31.9,免费评估
300,Ben-Gurion University of the Negev,Israel,31.8,免费评估
301,Banaras Hindu University,India,31.6,免费评估
301,China University of Geosciences,China,31.6,免费评估
303,Universidade Tecnica de Lisboa,Portugal,31.0,免费评估
303,华威大学The University of Warwick,United Kingdom,31.0,免费评估
305,University of Nantes,France,30.7,免费评估
306,University of North Texas,United States,30.6,免费评估
307,"弗吉尼亚大学University of Virginia,Main Campus",United States,30.2,免费评估
307,University of Zaragoza,Spain,30.2,免费评估
309,Université de Rennes 1,France,29.9,免费评估
309,University of Ulsan,South Korea,29.9,免费评估
311,Zhejiang Normal University,China,29.8,免费评估
312,Southwest University - China,China,29.7,免费评估
312,University of Ljubljana,Slovenia,29.7,免费评估
314,Yeungnam University,South Korea,29.6,免费评估
315,Federal University of Minas Gerais,Brazil,29.3,免费评估
315,Indian Institute of Technology (IIT) - Roorkee,India,29.3,免费评估
317,Wroclaw University of Technology,Poland,29.2,免费评估
318,Beijing Normal University,China,29.1,免费评估
318,Oregon State University,United States,29.1,免费评估
318,Western University,Canada,29.1,免费评估
321,Beijing Jiaotong University,China,28.8,免费评估
322,University of Kentucky,United States,28.7,免费评估
323,Dankook University,South Korea,28.6,免费评估
324,Polytechnic University of Bucharest,Romania,28.5,免费评估
324,Saarland University,Germany,28.5,免费评估
326,Anhui University of Technology,China,28.3,免费评估
327,MINES ParisTech,France,28.2,免费评估
327,Southwest Jiaotong University,China,28.2,免费评估
329,National Central University,Taiwan,28.0,免费评估
329,National Taiwan University of Science and Technology,Taiwan,28.0,免费评估
331,Hubei University,China,27.9,免费评估
332,King Fahd University of Petroleum and Minerals (KFUPM),Saudi Arabia,27.5,免费评估
333,Chungnam National University,South Korea,27.4,免费评估
334,Ajou University,South Korea,27.3,免费评估
335,Tarbiat Modares University,Iran,27.2,免费评估
336,University of Trento,Italy,27.0,免费评估
337,Xiangtan University,China,26.9,免费评估
338,University of Nova de Lisboa,Portugal,26.8,免费评估
339,Nagaoka University of Technology,Japan,26.6,免费评估
339,Northeast Normal University - China,China,26.6,免费评估
339,Yanshan University,China,26.6,免费评估
342,Chung Ang University,South Korea,26.5,免费评估
343,Anna University Chennai,India,26.3,免费评估
343,Taiyuan University of Technology,China,26.3,免费评估
345,Polytechnic University of Madrid,Spain,26.2,免费评估
346,Tampere University of Technology,Finland,26.1,免费评估
346,University of Rome Tor Vergata,Italy,26.1,免费评估
348,University of Saskatchewan,Canada,25.9,免费评估
349,Lulea University of Technology,Sweden,25.8,免费评估
350,Institut National Polytechnique de Toulouse,France,25.7,免费评估
351,Quaid I Azam University,Pakistan,25.6,免费评估
352,Czech Technical University in Prague,Czech Republic,25.5,免费评估
352,西澳大学The University of Western Australia,Australia,25.5,免费评估
354,Saint Petersburg State University,Russia,25.4,免费评估
355,University of Seville,Spain,25.0,免费评估
356,Technical University Freiberg,Germany,24.8,免费评估
356,Zhejiang Sci-Tech University,China,24.8,免费评估
358,Louisiana State University--Baton Rouge,United States,24.6,免费评估
359,Nagoya Institute of Technology,Japan,24.5,免费评估
359,University of Shanghai for Science,China,24.5,免费评估
361,Federal University of Rio Grande do Sul,Brazil,24.4,免费评估
361,GH Asachi Technical University,Romania,24.4,免费评估
361,University of Naples Federico II,Italy,24.4,免费评估
364,University of Bremen,Germany,24.3,免费评估
365,Wuhan University of Science & Technology,China,24.1,免费评估
366,Chulalongkorn University,Thailand,24.0,免费评估
366,Pukyong National University,South Korea,24.0,免费评估
368,Universite de Sfax,Tunisia,23.8,免费评估
368,University of Delhi,India,23.8,免费评估
370,Anhui University,China,23.6,免费评估
370,Dongguk University,South Korea,23.6,免费评估
370,Sejong University,South Korea,23.6,免费评估
373,Jinan University,China,23.4,免费评估
374,Tomsk Polytechnic University,Russia,23.3,免费评估
375,University of Modena and Reggio Emilia,Italy,23.2,免费评估
376,University of Jinan,China,22.9,免费评估
377,Kunming University of Science and Technology,China,22.7,免费评估
377,拉夫堡大学Loughborough University,United Kingdom,22.7,免费评估
379,Kyungpook National University,South Korea,22.5,免费评估
379,TU Clausthal,Germany,22.5,免费评估
379,University of Patras,Greece,22.5,免费评估
382,Changzhou University,China,22.3,免费评估
382,Shinshu University,Japan,22.3,免费评估
384,Ferdowsi University Mashhad,Iran,22.1,免费评估
385,"University of Chemistry & Technology, Prague",Czech Republic,22.0,免费评估
385,University of South Carolina,United States,22.0,免费评估
387,Brno University of Technology,Czech Republic,21.8,免费评估
387,Chiang Mai University,Thailand,21.8,免费评估
389,Federal University of Rio de Janeiro,Brazil,21.7,免费评估
389,South China Normal University,China,21.7,免费评估
389,Zhejiang University of Technology,China,21.7,免费评估
392,Chang Gung University,Taiwan,21.5,免费评估
393,China University of Mining,China,21.1,免费评估
393,North China Electric Power University,China,21.1,免费评估
395,Ural Federal University,Russia,20.8,免费评估
396,Shaanxi Normal University,China,20.7,免费评估
397,Jiangnan University,China,20.6,免费评估
397,Shenzhen University,China,20.6,免费评估
399,University of Poitiers,France,20.4,免费评估
400,Ain Shams University,Egypt,20.2,免费评估
