Rank,University,Country,Score,Free
1,Nanyang Technological University,Singapore,100.0,免费评估
2,麻省理工学院Massachusetts Institute of Technology,United States,97.5,免费评估
3,斯坦福大学Stanford University,United States,95.8,免费评估
4,Fudan University,China,91.9,免费评估
5,University of California--Berkeley,United States,91.2,免费评估
6,Tsinghua University,China,90.9,免费评估
7,National University of Singapore,Singapore,89.2,免费评估
8,Harvard University,United States,89.1,免费评估
9,佐治亚理工学院Georgia Institute of Technology,United States,88.9,免费评估
10,Peking University,China,84.5,免费评估
11,西北大学Northwestern University,United States,83.8,免费评估
11,剑桥大学University of Cambridge,United Kingdom,83.8,免费评估
13,University of California--Los Angeles,United States,83.5,免费评估
14,Shanghai Jiao Tong University,China,83.4,免费评估
14,University of California--Santa Barbara,United States,83.4,免费评估
16,École Polytechnique Federale of Lausanne,Switzerland,83.1,免费评估
17,Seoul National University,South Korea,82.5,免费评估
18,University of Science and Technology of China,China,81.2,免费评估
19,Korea Advanced Institute of Science and Technology,South Korea,80.3,免费评估
20,Zhejiang University,China,80.2,免费评估
21,帝国理工学院Imperial College London,United Kingdom,78.6,免费评估
22,Hong Kong University of Science and Technology,Hong Kong,78.5,免费评估
23,伊利诺伊大学香槟分校University of Illinois at Urbana-Champaign,United States,76.8,免费评估
24,牛津大学University of Oxford,United Kingdom,76.5,免费评估
25,University of Washington,United States,75.9,免费评估
26,Pohang University of Science and Technology,South Korea,75.8,免费评估
27,Tohoku University,Japan,75.3,免费评估
28,City University Hong Kong,Hong Kong,73.6,免费评估
29,莱斯大学Rice University,United States,72.9,免费评估
30,Harbin Institute of Technology,China,72.8,免费评估
31,匹兹堡州立大学Pittsburg State University,United States,72.5,免费评估
32,University of Texas--Austin,United States,72.4,免费评估
33,芝加哥大学The University of Chicago,United States,72.2,免费评估
34,University of Tokyo,Japan,71.6,免费评估
35,Sungkyunkwan University,South Korea,71.4,免费评估
36,加利福尼亚理工学院California Institute of Technology,United States,70.8,免费评估
37,University of Michigan--Ann Arbor,United States,70.3,免费评估
38,Huazhong University of Science and Technology,China,70.2,免费评估
38,Nanjing University,China,70.2,免费评估
40,Swiss Federal Institute of Technology Zurich,Switzerland,70.1,免费评估
41,蒙纳士大学Monash University,Australia,69.2,免费评估
42,King Abdullah University of Science & Technology,Saudi Arabia,69.1,免费评估
42,National Taiwan University,Taiwan,69.1,免费评估
44,哥伦比亚大学Columbia University,United States,68.9,免费评估
45,National Tsing Hua University,Taiwan,68.5,免费评估
46,Technical University of Dresden,Germany,67.5,免费评估
47,康奈尔大学Cornell University,United States,67.4,免费评估
48,Jilin University,China,67.3,免费评估
49,Delft University of Technology,Netherlands,67.0,免费评估
49,宾夕法尼亚大学University of Pennsylvania,United States,67.0,免费评估
51,North Carolina State University--Raleigh,United States,66.8,免费评估
52,University of Science & Technology Beijing,China,66.7,免费评估
53,Xi'an Jiaotong University,China,66.5,免费评估
54,Sun Yat-sen University,China,66.1,免费评估
55,Central South University,China,66.0,免费评估
56,Soochow University,China,65.8,免费评估
57,Chinese University Hong Kong,Hong Kong,65.4,免费评估
57,Kyoto University,Japan,65.4,免费评估
59,Hanyang University,South Korea,65.3,免费评估
60,Ulsan National Institute of Science & Technology,South Korea,65.1,免费评估
61,University of Queensland Australia,Australia,64.8,免费评估
62,Beijing Institute of Technology,China,64.4,免费评估
63,King Abdulaziz University,Saudi Arabia,64.3,免费评估
64,伍伦贡大学The University of Wollongong,Australia,63.6,免费评估
65,Xiamen University,China,63.5,免费评估
66,Karlsruhe Institute of Technology,Germany,63.4,免费评估
67,Osaka University,Japan,63.2,免费评估
68,Technical University of Denmark,Denmark,63.1,免费评估
68,University of Erlangen Nuremberg,Germany,63.1,免费评估
70,Nankai University,China,63.0,免费评估
71,Yonsei University,South Korea,62.9,免费评估
72,Beihang University,China,62.0,免费评估
72,South China University of Technology,China,62.0,免费评估
74,曼彻斯特大学The University of Manchester,United Kingdom,61.9,免费评估
75,University of California--San Diego,United States,61.7,免费评估
76,伦敦大学学院University College London,United Kingdom,61.4,免费评估
77,University of Toronto,Canada,61.0,免费评估
78,新南威尔士大学The University of New South Wales,Australia,60.5,免费评估
79,Royal Institute of Technology,Sweden,60.4,免费评估
80,普林斯顿大学Princeton University,United States,60.1,免费评估
81,Hong Kong Polytechnic University,Hong Kong,60.0,免费评估
81,University of Hong Kong,Hong Kong,60.0,免费评估
83,Wuhan University,China,59.9,免费评估
84,Catholic University of Leuven,Belgium,59.7,免费评估
85,墨尔本大学The University of Melbourne,Australia,59.2,免费评估
86,Kyushu University,Japan,58.9,免费评估
86,Tianjin University,China,58.9,免费评估
88,Tokyo Institute of Technology,Japan,58.3,免费评估
89,Gwangju Institute of Science and Technology,South Korea,58.2,免费评估
90,RWTH Aachen University,Germany,57.9,免费评估
91,Universite Grenoble Alpes (UGA),France,57.8,免费评估
91,University of Munich,Germany,57.8,免费评估
93,Pierre and Marie Curie University,France,57.4,免费评估
94,University of Wisconsin--Madison,United States,57.3,免费评估
95,凯斯西储大学Case Western Reserve University,United States,57.2,免费评估
96,Eindhoven University of Technology,Netherlands,57.0,免费评估
97,University of Tennessee,United States,56.8,免费评估
98,Sichuan University,China,56.3,免费评估
99,Indian Institute of Science,India,56.2,免费评估
99,Trinity College Dublin,Ireland,56.2,免费评估
101,Purdue University--West Lafayette,United States,56.1,免费评估
101,Tongji University,China,56.1,免费评估
103,Korea University,South Korea,55.9,免费评估
104,Islamic Azad University,Iran,55.6,免费评估
104,Uppsala University,Sweden,55.6,免费评估
106,East China University of Science and Technology,China,55.4,免费评估
106,悉尼大学The University of Sydney,Australia,55.4,免费评估
108,Northeastern University - China,China,55.3,免费评估
109,Linköping University,Sweden,55.1,免费评估
110,Dalian University of Technology,China,54.6,免费评估
111,University of Massachusetts--Amherst,United States,54.2,免费评估
112,University of Waterloo,Canada,53.9,免费评估
113,National Chiao Tung University,Taiwan,53.8,免费评估
114,Shanghai University,China,53.6,免费评估
114,University of Colorado--Boulder,United States,53.6,免费评估
116,Aalto University,Finland,53.5,免费评估
117,杜克大学Duke University,United States,53.4,免费评估
117,约翰霍普金斯大学Johns Hopkins University,United States,53.4,免费评估
117,佛罗里达大学University of Florida,United States,53.4,免费评估
117,南加州大学University of Southern California,United States,53.4,免费评估
121,Nanjing University of Science & Technology,China,53.3,免费评估
122,卡内基梅隆大学Carnegie Mellon University,United States,53.2,免费评估
122,Drexel University,United States,53.2,免费评估
124,谢菲尔德大学The University of Sheffield,United Kingdom,52.9,免费评估
125,Technical University of Munich,Germany,52.8,免费评估
126,University of Groningen,Netherlands,52.4,免费评估
126,南安普顿大学University of Southampton,United Kingdom,52.4,免费评估
128,Northwestern Polytechnical University,China,52.0,免费评估
129,德克萨斯A&M大学Texas A & M University,United States,51.9,免费评估
130,Lanzhou University,China,51.8,免费评估
131,McGill University,Canada,51.7,免费评估
132,阿德莱德大学University of Adelaide,Australia,51.6,免费评估
133,University of Malaya,Malaysia,51.5,免费评估
134,University of Maryland--College Park,United States,51.4,免费评估
135,Wuhan University of Technology,China,51.3,免费评估
136,Chongqing University,China,51.1,免费评估
137,University of Minnesota--Twin Cities,United States,51.0,免费评估
138,Université Paris-Sud,France,50.7,免费评估
139,University of Pittsburgh,United States,50.3,免费评估
140,Darmstadt University of Technology,Germany,50.1,免费评估
140,University of Tehran,Iran,50.1,免费评估
142,University of California--Davis,United States,50.0,免费评估
143,Hokkaido University,Japan,49.9,免费评估
144,Ohio State University--Columbus,United States,49.7,免费评估
145,University of Münster,Germany,49.3,免费评估
145,Utrecht University,Netherlands,49.3,免费评估
147,Shandong University,China,49.2,免费评估
147,伯明翰大学University of Birmingham,United Kingdom,49.2,免费评估
149,University of Texas--Dallas,United States,49.1,免费评估
150,University of Twente,Netherlands,49.0,免费评估
151,Beijing University of Chemical Technology,China,48.9,免费评估
152,Chonbuk National University,South Korea,48.8,免费评估
153,Grenoble Institute of Technology,France,48.7,免费评估
154,Polytechnic University of Milan,Italy,48.6,免费评估
155,Rensselaer Polytechnic Institute,United States,48.5,免费评估
155,University of California--Riverside,United States,48.5,免费评估
157,Technion Israel Institute of Technology,Israel,48.4,免费评估
158,Indian Institute of Technology Kharagpur,India,48.3,免费评估
159,Ghent University,Belgium,48.2,免费评估
160,University of Barcelona,Spain,48.0,免费评估
161,"Rutgers, The State University of New Jersey--New Brunswick",United States,47.9,免费评估
162,Aveiro University,Portugal,47.8,免费评估
162,M. V. Lomonosov Moscow State University,Russia,47.8,免费评估
164,Universiti Sains Malaysia,Malaysia,47.5,免费评估
165,诺丁汉大学University of Nottingham,United Kingdom,47.2,免费评估
166,University of British Columbia,Canada,47.0,免费评估
166,University of Montpellier,France,47.0,免费评估
168,Donghua University,China,46.8,免费评估
169,迪肯大学Deakin University,Australia,46.7,免费评估
170,Polytechnic University of Turin,Italy,46.5,免费评估
170,University of Strasbourg,France,46.5,免费评估
172,布朗大学Brown University,United States,46.3,免费评估
173,Southeast University,China,46.2,免费评估
174,Chalmers University of Technology,Sweden,46.1,免费评估
174,Nanjing University of Aeronautics and Astronautics,China,46.1,免费评估
176,National Cheng Kung University,Taiwan,46.0,免费评估
177,特拉华大学University of Delaware,United States,44.8,免费评估
178,University of Lorraine,France,44.6,免费评估
179,Arizona State University--Tempe,United States,44.0,免费评估
180,University of Bologna,Italy,43.8,免费评估
180,University of Lisbon,Portugal,43.8,免费评估
182,Inha University,South Korea,43.7,免费评估
183,Ruhr University Bochum,Germany,43.6,免费评估
183,University of Porto,Portugal,43.6,免费评估
185,科廷大学Curtin University,Australia,43.5,免费评估
185,Sapienza University of Rome,Italy,43.5,免费评估
187,Johannes Gutenberg University of Mainz,Germany,43.2,免费评估
187,University of Stuttgart,Germany,43.2,免费评估
189,Isfahan University of Technology,Iran,43.1,免费评估
189,Universidade de São Paulo,Brazil,43.1,免费评估
191,Nanjing University of Technology,China,42.8,免费评估
191,University of Nebraska--Lincoln,United States,42.8,免费评估
193,University of Akron,United States,42.7,免费评估
194,Hunan University,China,42.2,免费评估
195,Stony Brook University--SUNY,United States,42.1,免费评估
196,Fuzhou University,China,42.0,免费评估
196,Pusan National University,South Korea,42.0,免费评估
196,University of Minho,Portugal,42.0,免费评估
199,University of Central Florida,United States,41.9,免费评估
199,弗吉尼亚理工大学Virginia Polytechnic Institute and State University,United States,41.9,免费评估
201,Indian Institute of Technology Madras,India,41.8,免费评估
201,Vienna University of Technology,Austria,41.8,免费评估
203,Nagoya University,Japan,41.7,免费评估
203,Polytechnic University of Catalonia,Spain,41.7,免费评估
205,布里斯托大学University of Bristol,United Kingdom,41.5,免费评估
206,澳大利亚国立大学The Australian National University,Australia,41.3,免费评估
207,昆士兰科技大学Queensland University of Technology,Australia,41.2,免费评估
207,皇家墨尔本理工大学Royal Melbourne Institute of Technology University,Australia,41.2,免费评估
209,Indian Institute of Technology Bombay,India,41.0,免费评估
209,Iowa State University,United States,41.0,免费评估
211,Kyung Hee University,South Korea,40.9,免费评估
212,Harbin Engineering University,China,40.8,免费评估
213,University of Antwerp,Belgium,40.7,免费评估
214,University of Leoben,Austria,40.6,免费评估
215,密歇根州立大学Michigan State University,United States,40.5,免费评估
215,Nanjing University of Posts & Telecommunications,China,40.5,免费评估
215,University of Aix-Marseille,France,40.5,免费评估
218,Autonomous University of Barcelona,Spain,40.3,免费评估
218,McMaster University,Canada,40.3,免费评估
220,National University of Science,Russia,40.2,免费评估
220,Norwegian University of Science and Technology,Norway,40.2,免费评估
220,University of Utah,United States,40.2,免费评估
223,Beijing University of Technology,China,40.1,免费评估
223,Sharif University of Technology,Iran,40.1,免费评估
223,University of Tsukuba,Japan,40.1,免费评估
226,巴斯大学University of Bath,United Kingdom,40.0,免费评估
227,Lund University,Sweden,39.9,免费评估
227,南澳大学The University of South Australia,Australia,39.9,免费评估
229,Autonomous University of Madrid,Spain,39.8,免费评估
230,"Northwest University, Xi'an",China,39.7,免费评估
230,利物浦大学The University of Liverpool,United Kingdom,39.7,免费评估
232,Technical University of Berlin,Germany,39.6,免费评估
233,Universiti Teknologi Malaysia,Malaysia,39.5,免费评估
233,University of the Basque Country,Spain,39.5,免费评估
235,University of Alberta,Canada,39.4,免费评估
236,Waseda University,Japan,39.1,免费评估
237,University Catholique of Louvain,Belgium,39.0,免费评估
