Ranking,University Name,Location,Teaching,International Outlook,Research,Citations,Industry Income,Overall score,Free
42,Australian National University,Australia,56.4,65.5,60.0,51.7,37.3,56.7,免费评估
43,Goethe University Frankfurt,Germany,62.8,33.6,64.3,45.5,43.6,55.8,免费评估
44,George Mason University,United States,62.7,30.1,45.7,69.9,36.9,55.7,免费评估
45,曼彻斯特大学The University of Manchester,United Kingdom,51.2,75.5,44.4,67.1,37.9,54.9,免费评估
46,Erasmus University Rotterdam,Netherlands,44.2,62.6,61.5,52.8,46.7,53.4,免费评估
47,布里斯托大学University of Bristol,United Kingdom,61.4,58.7,56.3,34.9,36.9,52.4,免费评估
47,University of Copenhagen,Denmark,30.0,61.4,71.3,56.3,41.1,52.4,免费评估
49,Tel Aviv University,Israel,48.5,48.6,63.4,42.9,37.0,51.4,免费评估
50,Lund University,Sweden,50.6,51.6,49.2,51.2,76.7,51.1,免费评估
51,肯特大学University of Kent,United Kingdom,44.6,79.4,53.4,47.2,36.9,50.9,免费评估
52,Tilburg University,Netherlands,26.7,63.0,73.9,44.5,94.5,50.7,免费评估
53,Monash University,Australia,43.6,64.8,49.6,54.2,63.3,50.5,免费评估
54,Panthéon-Sorbonne University – Paris 1,France,66.1,37.0,61.5,21.2,37.2,50.1,免费评估
55,Florida State University,United States,54.8,27.4,34.1,72.1,44.0,50.0,免费评估
55,University of Groningen,Netherlands,43.7,49.7,62.2,43.6,45.7,50.0,免费评估
55,University of Virginia (Main campus),United States,68.5,18.9,38.7,52.3,36.9,50.0,免费评估
58,The University of Queensland,Australia,22.0,76.1,66.6,57.2,39.7,49.8,免费评估
59,Penn State (Main campus),United States,43.9,42.8,43.6,64.7,74.0,49.6,免费评估
60,University of Technology Sydney,Australia,43.0,48.7,57.0,47.3,49.3,49.1,免费评估
61,Queensland University of Technology,Australia,37.8,54.3,41.9,70.7,45.7,49.0,免费评估
62,东英吉利大学University of East Anglia,United Kingdom,45.5,72.2,41.0,56.0,36.9,48.9,免费评估
63,George Washington University,United States,58.0,20.1,46.1,47.0,36.9,47.6,免费评估
64,华威大学The University of Warwick,United Kingdom,34.1,79.7,57.2,42.5,37.0,47.5,免费评估
65,Boston University,United States,53.1,29.6,47.4,45.5,36.9,46.9,免费评估
66,York University,Canada,32.5,58.9,48.8,56.9,63.5,46.8,免费评估
67,University of Geneva,Switzerland,36.5,73.2,61.9,30.0,56.0,46.5,免费评估
68,University of Vienna,Austria,45.2,47.7,59.3,32.2,43.5,46.4,免费评估
69,American University,United States,60.3,21.0,33.5,51.9,53.4,46.2,免费评估
70,University of Texas at Austin,United States,70.9,19.5,22.2,52.5,45.3,46.0,免费评估
71,University of Hamburg,Germany,54.7,28.5,47.6,36.5,67.2,45.9,免费评估
72,Griffith University,Australia,19.5,60.8,52.7,63.1,60.3,45.4,免费评估
73,诺丁汉大学University of Nottingham,United Kingdom,32.3,80.5,48.9,44.8,36.9,45.0,免费评估
73,University of São Paulo,Brazil,59.0,30.8,42.1,35.4,43.9,45.0,免费评估
75,The University of Western Australia,Australia,35.8,74.9,40.6,51.2,39.7,44.8,免费评估
76,埃塞克斯大学University of Essex,United Kingdom,36.5,93.7,24.9,62.9,36.9,44.7,免费评估
76,University of Oslo,Norway,21.3,56.5,56.7,56.3,44.6,44.7,免费评估
78,University of Wollongong,Australia,33.5,65.1,33.7,62.0,77.5,44.6,免费评估
79,University of Bologna,Italy,52.3,40.3,51.2,27.5,43.7,44.5,免费评估
80,Temple University,United States,53.2,22.5,24.8,65.5,36.9,44.3,免费评估
80,Vanderbilt University,United States,43.4,22.0,38.6,61.5,36.9,44.3,免费评估
82,University of Southern California,United States,48.3,43.3,36.8,47.7,40.6,44.0,免费评估
83,University of Helsinki,Finland,22.8,24.8,71.4,45.4,36.9,43.9,免费评估
83,Northeastern University,United States,53.3,33.8,15.7,70.3,39.5,43.9,免费评估
85,英国女王大学Queen's University Belfast,United Kingdom,32.9,81.1,34.9,56.0,36.9,43.8,免费评估
86,利兹大学University of Leeds,United Kingdom,35.7,76.4,29.2,59.7,36.9,43.4,免费评估
87,Complutense University of Madrid,Spain,48.8,30.1,57.5,22.1,43.0,43.0,免费评估
88,University of Lausanne,Switzerland,44.0,66.9,24.7,47.0,96.8,42.2,免费评估
89,埃克塞特大学University of Exeter,United Kingdom,40.3,78.6,32.2,43.6,40.5,42.1,免费评估
90,University of Pretoria,South Africa,49.8,32.9,43.0,30.4,67.1,41.8,免费评估
91,Chinese University of Hong Kong,Hong Kong,36.4,87.9,28.0,48.9,36.9,41.6,免费评估
92,University of Ottawa,Canada,51.0,50.4,25.2,45.7,39.3,41.4,免费评估
93,Renmin University of China,China,53.5,33.7,36.9,28.9,63.9,40.7,免费评估
94,University of Illinois at Urbana-Champaign,United States,42.5,46.4,20.7,58.8,56.8,40.6,免费评估
94,萨塞克斯大学University of Sussex,United Kingdom,14.3,76.1,44.8,57.3,36.9,40.6,免费评估
96,利物浦大学The University of Liverpool,United Kingdom,33.9,62.7,36.9,44.8,36.9,40.3,免费评估
96,谢菲尔德大学The University of Sheffield,United Kingdom,26.4,55.9,38.3,55.8,36.9,40.3,免费评估
98,University of Zurich,Switzerland,34.5,65.0,28.9,51.7,39.9,39.9,免费评估
99,University of Montreal,Canada,33.1,67.7,30.0,50.3,38.1,39.7,免费评估
100,Ghent University,Belgium,21.7,43.4,39.9,57.7,74.3,39.6,免费评估
100,University of South Australia,Australia,16.2,66.4,28.4,68.3,100.0,39.6,免费评估
