Ranking,University Name,Location,Teaching,International Outlook,Research,Citations,Industry Income,Overall score,Free
1,Stanford University,United States,96.5,36.1,88.9,73.4,70.7,82.3,免费评估
2,剑桥大学University of Cambridge,United Kingdom,82.2,92.8,91.0,67.3,37.1,81.0,免费评估
3,Yale University,United States,96.7,24.1,85.0,73.6,36.9,79.3,免费评估
4,牛津大学University of Oxford,United Kingdom,81.7,86.9,89.6,60.9,38.9,78.3,免费评估
5,University of Chicago,United States,96.0,30.8,87.7,64.4,37.1,78.2,免费评估
6,"University of California, Berkeley",United States,93.7,44.6,87.8,57.8,36.9,77.1,免费评估
6,Duke University,United States,84.8,36.0,84.8,70.0,100.0,77.1,免费评估
8,伦敦政治经济学院The London School of Economics and Political Science,United Kingdom,80.3,77.9,87.4,61.3,36.9,76.4,免费评估
9,New York University,United States,91.3,41.2,88.0,53.9,43.7,75.3,免费评估
10,University of Toronto,Canada,87.9,60.0,89.2,49.2,36.9,74.9,免费评估
11,"University of California, Los Angeles",United States,93.0,30.6,78.2,65.2,37.1,74.5,免费评估
12,University of Melbourne,Australia,86.5,70.3,83.3,51.9,43.1,74.3,免费评估
13,Harvard University,United States,80.9,31.9,89.0,65.2,44.0,74.1,免费评估
14,伦敦大学学院University College London,United Kingdom,76.5,89.5,81.9,55.3,36.9,73.0,免费评估
15,National University of Singapore,Singapore,79.9,69.4,86.9,43.4,91.4,72.3,免费评估
16,Columbia University,United States,86.8,49.5,77.8,53.8,44.8,71.4,免费评估
17,University of Hong Kong,Hong Kong,74.3,82.2,93.5,33.4,44.3,69.9,免费评估
18,爱丁堡大学The University of Edinburgh,United Kingdom,72.3,75.8,82.1,52.6,36.9,69.8,免费评估
18,UNSW Sydney,Australia,73.2,74.9,85.5,46.9,44.0,69.8,免费评估
20,McGill University,Canada,81.5,62.7,75.9,49.1,36.9,68.9,免费评估
21,Cornell University,United States,74.8,42.0,80.7,53.9,36.9,67.5,免费评估
21,University of Pennsylvania,United States,76.0,29.9,79.0,58.4,39.0,67.5,免费评估
23,伦敦国王学院King's College London,United Kingdom,72.4,75.5,85.3,37.6,36.9,67.1,免费评估
23,University of Washington,United States,70.2,40.7,75.1,65.7,36.9,67.1,免费评估
25,City University of Hong Kong,Hong Kong,69.9,96.6,65.0,56.0,54.9,66.9,免费评估
25,Georgetown University,United States,85.5,26.4,65.9,58.8,63.5,66.9,免费评估
27,Leiden University,Netherlands,72.7,40.6,80.8,48.3,70.8,66.2,免费评估
28,University of Michigan-Ann Arbor,United States,70.5,28.7,71.5,67.9,39.3,65.6,免费评估
29,University of Amsterdam,Netherlands,63.5,64.7,73.2,60.7,47.8,65.5,免费评估
30,Shanghai Jiao Tong University,China,58.5,80.5,76.2,50.8,99.9,65.0,免费评估
31,KU Leuven,Belgium,60.6,50.7,84.1,42.9,98.5,63.5,免费评估
32,"University of California, Irvine",United States,72.8,33.8,50.6,72.8,38.1,61.6,免费评估
33,杜伦大学Durham University,United Kingdom,62.3,75.3,63.1,55.4,36.9,61.4,免费评估
34,University of British Columbia,Canada,47.1,76.7,59.0,76.3,37.2,60.5,免费评估
34,Northwestern University,United States,74.6,36.7,63.9,48.7,36.9,60.5,免费评估
36,伦敦大学玛丽女王学院Queen Mary University of London,United Kingdom,59.4,82.8,68.6,41.7,43.2,59.5,免费评估
37,Hebrew University of Jerusalem,Israel,44.7,54.5,62.5,78.7,38.3,59.4,免费评估
38,University of Sydney,Australia,65.4,60.1,68.4,40.8,38.0,59.0,免费评估
39,Utrecht University,Netherlands,64.1,37.5,70.0,45.6,59.4,58.8,免费评估
40,Maastricht University,Netherlands,64.8,92.4,62.2,32.9,56.0,58.3,免费评估
41,格拉斯哥大学University of Glasgow,United Kingdom,54.2,72.3,66.2,44.8,36.9,56.8,免费评估
