Ranking,University Name,Guardian score,Satisfied with course,Satisfied with teaching,Satisfied with feedback,Student:staff ratio,Spend per student,Average entry tariff,Value-added score,Career after 6 mths,Free
1,利兹大学University of Leeds,100.0,98.0,92.9,82.4,16.1,5,165,7,90.0,免费评估
2,诺丁汉大学University of Nottingham,98.5,85.8,88.6,71.8,11.4,9,153,9,80.0,免费评估
3,诺丁汉特伦特大学Nottingham Trent University,87.5,90.0,90.7,90.6,13.3,3,148,4,78.0,免费评估
4,班戈大学Bangor University,84.6,89.0,88.5,79.8,15.9,3,125,8,,免费评估
5,卡迪夫都市大学Cardiff Metropolitan University,80.4,78.0,78.9,66.3,11.4,8,118,9,,免费评估
6,哈珀亚当斯大学Harper Adams University,79.3,92.6,88.1,68.8,13.8,4,134,4,80.0,免费评估
7,英国女王大学Queen's University Belfast,77.7,78.1,73.4,55.2,15.0,5,150,9,84.0,免费评估
8,纽卡斯尔大学Newcastle University,77.0,82.2,79.6,69.7,9.5,8,137,3,85.0,免费评估
9,雷丁大学University of Reading,76.5,85.9,83.5,61.0,12.4,9,133,5,77.0,免费评估
10,亚伯大学Aberystwyth University,76.0,92.5,92.3,77.9,16.4,9,133,4,60.0,免费评估
11,阿伯泰邓迪大学University of Abertay Dundee,75.0,79.4,82.9,72.2,15.3,3,156,5,83.0,免费评估
12,谢菲尔德哈莱姆大学Sheffield Hallam University,72.8,90.1,89.0,73.1,15.7,4,117,6,74.0,免费评估
13,Writtle UC,67.8,66.3,82.7,68.8,7.6,7,134,3,46.0,免费评估
14,哥比亚大学University of Cumbria,64.4,72.2,81.3,77.6,10.9,4,117,3,,免费评估
15,皇家农学院Royal Agricultural University,59.1,83.9,84.1,70.1,18.8,4,122,3,52.0,免费评估
16,苏格兰农业学院Scotland's Rural College,38.1,78.0,79.8,54.3,20.1,2,140,2,36.0,免费评估
