Ranking,University Name,Region,Academic Reputation,Employer Reputation,Citations per Paper,H-index Citations,Overall score,Free
1,Massachusetts Institute of Technology (MIT),United States,98.2,84.9,100.0,96.7,96.3,免费评估
2,Harvard University,United States,100.0,82.6,91.2,100.0,92.1,免费评估
3,Stanford University,United States,97.0,82.1,93.0,95.4,91.9,免费评估
4,ETH Zurich - Swiss Federal Institute of Technology,Switzerland,93.6,95.9,92.5,75.2,91.7,免费评估
5,牛津大学University of Oxford,United Kingdom,98.8,81.5,89.4,94.2,90.2,免费评估
6,剑桥大学University of Cambridge,United Kingdom,95.0,82.0,90.4,94.8,90.1,免费评估
7,"University of California, Berkeley (UCB)",United States,94.3,82.8,90.3,88.1,89.4,免费评估
8,National University of Singapore (NUS),Singapore,100.0,80.0,84.9,92.8,87.7,免费评估
9,Georgia Institute of Technology,United States,92.2,79.2,89.5,72.6,86.3,免费评估
10,帝国理工学院Imperial College London,United Kingdom,90.6,78.3,88.1,80.1,85.8,免费评估
11,Carnegie Mellon University,United States,92.9,81.1,84.2,76.9,84.6,免费评估
11,Columbia University,United States,97.0,83.6,80.0,84.7,84.6,免费评估
13,University of Toronto,Canada,91.4,94.7,77.6,82.3,84.3,免费评估
14,Princeton University,United States,92.9,83.3,80.8,85.2,84.2,免费评估
15,University of Michigan-Ann Arbor,United States,97.0,78.5,79.4,79.2,82.7,免费评估
16,Tsinghua University,China (Mainland),89.8,77.6,80.9,84.7,82.4,免费评估
17,Cornell University,United States,91.4,78.9,78.4,83.9,81.7,免费评估
17,"University of California, Los Angeles (UCLA)",United States,88.2,78.6,79.3,86.7,81.7,免费评估
19,University of Pennsylvania,United States,96.3,81.2,74.8,85.7,81.5,免费评估
20,Université PSL,France,93.6,80.2,76.0,84.4,81.2,免费评估
21,华威大学The University of Warwick,United Kingdom,90.6,75.7,79.8,76.2,80.8,免费评估
22,University of Wisconsin-Madison,United States,87.3,98.2,73.8,65.8,80.6,免费评估
23,University of Chicago,United States,83.6,77.6,80.1,82.4,80.5,免费评估
24,KU Leuven,Belgium,93.6,81.3,76.6,71.4,80.4,免费评估
24,University of Washington,United States,89.0,78.9,79.1,72.9,80.4,免费评估
26,The London School of Economics and Political Science (LSE),United Kingdom,79.4,72.5,81.6,85.9,79.8,免费评估
27,The University of Tokyo,Japan,83.6,72.9,79.2,85.2,79.4,免费评估
28,伦敦大学学院University College London,United Kingdom,93.6,80.1,73.5,74.5,78.9,免费评估
29,Eindhoven University of Technology,Netherlands,91.4,81.4,73.3,75.1,78.7,免费评估
30,Université de Montréal,Canada,93.6,81.6,72.9,71.2,78.6,免费评估
31,Erasmus University Rotterdam,Netherlands,90.6,82.8,72.5,75.7,78.5,免费评估
31,Peking University,China (Mainland),83.6,78.0,75.7,83.4,78.5,免费评估
33,南安普顿大学University of Southampton,United Kingdom,89.0,79.4,74.6,74.3,78.4,免费评估
34,Duke University,United States,86.5,76.6,76.6,73.8,78.3,免费评估
35,Northwestern University,United States,86.5,78.2,73.4,78.7,77.5,免费评估
36,The University of Melbourne,Australia,79.4,83.6,72.7,81.9,77.1,免费评估
37,University of British Columbia,Canada,84.6,75.0,73.3,84.0,77.0,免费评估
38,Delft University of Technology,Netherlands,88.2,82.4,70.6,73.9,76.8,免费评估
39,Seoul National University,South Korea,82.6,75.1,74.9,75.1,76.5,免费评估
40,Technical University of Munich,Germany,82.6,73.6,76.3,70.5,76.4,免费评估
41,"Nanyang Technological University, Singapore (NTU)",Singapore,83.6,76.3,71.7,83.3,76.2,免费评估
42,Yale University,United States,84.6,76.4,70.0,88.8,76.1,免费评估
43,Shanghai Jiao Tong University,China (Mainland),89.8,77.9,67.9,83.2,75.8,免费评估
44,Johns Hopkins University,United States,87.3,82.3,69.9,68.5,75.7,免费评估
45,曼彻斯特大学The University of Manchester,United Kingdom,95.0,78.4,67.9,68.5,75.5,免费评估
46,Purdue University,United States,83.6,75.7,74.6,62.8,75.4,免费评估
47,The Hong Kong University of Science and Technology,Hong Kong SAR,78.3,75.1,72.5,80.2,75.0,免费评估
48,The University of Hong Kong,Hong Kong SAR,85.5,78.6,67.6,82.1,74.8,免费评估
49,RWTH Aachen University,Germany,75.8,96.0,68.2,62.3,74.7,免费评估
49,Texas A&M University,United States,83.6,76.0,72.2,66.6,74.7,免费评估
