Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,伦敦大学学院University College London,80.9%,89.4%,54.1%,439,96.4%,100.0,免费评估
2,拉夫堡大学Loughborough University,81.7%,92.5%,58.3%,339,95.2%,96.3,免费评估
3,雷丁大学University of Reading,83.4%,86.0%,40.0%,364,95.6%,94.6,免费评估
4,赫瑞瓦特大学Heriot Watt University,85.4%,87.4%,38.1%,388*,88.8%,94.2,免费评估
5,罗伯特高登大学The Robert Gordon University,88.4%,89.8%,8.3%,339,94.2%,90.1,免费评估
6,牛津布鲁克斯大学Oxford Brookes University,82.8%,91.0%,17.6%,315,91.1%,88.6,免费评估
7,阿尔斯特大学University of Ulster,84.8%,91.0%,28.6%,316,81.2%,87.9,免费评估
8,诺丁汉大学University of Nottingham,80.8%,81.1%,14.8%,369*,84.6%,87.6,免费评估
9,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,75.5%,82.0%,9.1%,355,92.6%,87.4,免费评估
10,南威尔士大学The University of South Wales,92.8%,95.1%,,325*,82.6%,86.7,免费评估
11,西英格兰大学University of the West of England,82.5%,86.3%,10.6%,297,88.2%,85.6,免费评估
11,朴茨茅斯大学University of Portsmouth,80.5%,87.7%,,307,92.9%,85.6,免费评估
13,谢菲尔德哈莱姆大学Sheffield Hallam University,77.5%,84.3%,13.4%,311,86.1%,84.9,免费评估
14,诺丁汉特伦特大学Nottingham Trent University,84.8%,86.3%,3.4%,274,90.6%,84.6,免费评估
14,Coventry University,80.6%,84.1%,10.3%,296,87.0%,84.6,免费评估
16,利物浦约翰摩尔斯大学Liverpool John Moores University,86.0%,89.1%,4.9%,332,77.1%,84.4,免费评估
17,龙比亚大学Napier University,91.5%,91.0%,5.7%,293,78.2%,84.2,免费评估
18,诺桑比亚大学Northumbria University,78.6%,81.3%,5.9%,337,82.7%,84.1,免费评估
19,阿斯顿大学Aston University,63.3%,75.8%,20.6%,351,85.2%,84.0,免费评估
20,南安普顿索伦特大学Southampton Solent University,92.4%,97.8%,,210,88.9%,83.4,免费评估
21,威斯敏斯特大学University of Westminster,75.3%,80.9%,10.7%,287,87.1%,83.0,免费评估
22,剑桥安鲁大学Anglia Ruskin University,79.1%,83.6%,5.2%,291,84.4%,82.7,免费评估
23,索尔福德大学University of Salford,71.3%,74.7%,19.6%,331,78.2%,82.5,免费评估
24,利兹贝克特大学Leeds Beckett University,83.9%,86.0%,5.6%,255,83.7%,82.1,免费评估
25,普利茅斯大学University of Plymouth,90.4%,91.3%,13.2%,252,71.9%,81.6,免费评估
26,布莱顿大学University of Brighton,73.5%,78.6%,,287,83.7%,80.1,免费评估
27,中央兰开夏大学University of Central Lancashire,77.0%,82.6%,3.0%,313,71.7%,79.5,免费评估
28,金斯顿大学Kingston University,70.0%,68.0%,,291,84.6%,78.8,免费评估
29,格林威治大学The University of Greenwich,66.2%,68.9%,2.0%,316,76.7%,77.5,免费评估
30,伯明翰城市大学Birmingham City University,72.4%,82.3%,2.7%,259,71.3%,76.1,免费评估
31,伦敦南岸大学London South Bank University,64.2%,73.6%,19.6%,255,70.8%,75.8,免费评估
32,波尔顿大学University of Bolton,82.4%,87.5%,2.5%,229,65.5%,75.6,免费评估
