Ranking,University Name,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,3.2,531,0.9,0.94,免费评估
2,牛津大学University of Oxford,3.8,528,,0.87,免费评估
3,伦敦政治经济学院The London School of Economics and Political Science,4.2,513,0.75,0.92,免费评估
4,诺丁汉大学University of Nottingham,3.5,463,0.82,0.87,免费评估
5,中央兰开夏大学University of Central Lancashire,3.9,488,0.74,0.92,免费评估
6,伦敦国王学院King's College London,2.5,467,0.86,0.84,免费评估
7,伯明翰大学University of Birmingham,2.7,432,0.86,0.83,免费评估
8,阿伯丁大学University of Aberdeen,1.7,417,0.86,0.93,免费评估
9,伦敦大学玛丽女王学院Queen Mary University of London,2.9,407,0.85,0.8,免费评估
10,杜伦大学Durham University,3.5,488,0.73,0.85,免费评估
11,爱丁堡大学The University of Edinburgh,3.2,480,0.73,0.87,免费评估
12,布里斯托大学University of Bristol,2.6,467,0.77,0.88,免费评估
13,南安普顿索伦特大学Southampton Solent University,2.2,436,0.86,0.81,免费评估
14,格拉斯哥大学University of Glasgow,2.6,483,0.74,0.91,免费评估
15,阿伯泰邓迪大学University of Abertay Dundee,2.2,419,0.82,0.86,免费评估
16,思克莱德大学University of Strathclyde,2.9,454,0.74,0.86,免费评估
16,肯特大学University of Kent,3.4,362,0.8,0.8,免费评估
18,卡迪夫大学Cardiff University,3.2,422,0.78,0.78,免费评估
19,纽卡斯尔大学Newcastle University,1.7,452,0.85,0.78,免费评估
20,埃克塞特大学University of Exeter,2.1,417,0.83,0.8,免费评估
21,莱斯特大学University of Leicester,1.8,373,0.86,0.83,免费评估
22,华威大学The University of Warwick,2.2,462,0.78,0.79,免费评估
23,雷丁大学University of Reading,2.9,379,0.81,0.75,免费评估
23,利物浦大学The University of Liverpool,2.3,412,0.77,0.85,免费评估
23,萨塞克斯大学University of Sussex,2.3,376,0.82,0.8,免费评估
26,英国女王大学Queen's University Belfast,3.2,407,0.72,0.84,免费评估
27,曼彻斯特大学The University of Manchester,2.3,467,0.76,0.77,免费评估
28,东英吉利大学University of East Anglia,1.8,383,0.83,0.8,免费评估
29,赫尔大学The University of Hull,2.0,329,0.79,0.86,免费评估
30,谢菲尔德哈莱姆大学Sheffield Hallam University,2.5,415,0.72,0.81,免费评估
31,兰卡斯特大学Lancaster University,2.0,408,0.77,0.77,免费评估
32,基尔大学Keele University,2.3,330,0.76,0.86,免费评估
33,利兹都会大学Leeds Metropolitan University,2.6,442,0.71,0.77,免费评估
34,罗伯特高登大学The Robert Gordon University,0.7,348,,0.92,免费评估
35,伦敦大学亚非学院SOAS University of London,2.0,403,0.71,0.82,免费评估
36,牛津布鲁克斯大学Oxford Brookes University,2.2,332,0.74,0.78,免费评估
37,亚伯大学Aberystwyth University,1.6,328,0.8,0.75,免费评估
38,斯旺西大学Swansea University,2.1,317,0.8,0.69,免费评估
38,诺丁汉特伦特大学Nottingham Trent University,0.8,316,0.81,0.83,免费评估
40,白金汉大学The University of Buckingham,,264,0.89,0.82,免费评估
41,西英格兰大学University of the West of England,1.2,313,0.81,0.75,免费评估
42,拉夫堡大学Loughborough University,,338,0.79,0.88,免费评估
43,埃塞克斯大学University of Essex,2.1,324,0.75,0.73,免费评估
44,桑德兰大学University of Sunderland,0.4,217,0.94,0.72,免费评估
45,诺桑比亚大学Northumbria University,,363,0.79,0.82,免费评估
46,朴茨茅斯大学University of Portsmouth,1.6,300,0.76,0.75,免费评估
47,布鲁内尔大学Brunel University,2.1,360,0.63,0.84,免费评估
48,萨里大学University of Surrey,1.6,366,0.66,0.85,免费评估
49,曼彻斯特城市大学Manchester Metropolitan University,1.7,310,0.72,0.79,免费评估
50,中央兰开夏大学University of Central Lancashire,0.8,276,0.79,0.81,免费评估
50,爱丁堡大学The University of Edinburgh,0.4,328,,0.85,免费评估
52,格拉摩根大学University of Glamorgan,0.8,277,0.85,0.7,免费评估
52,德比大学University of Derby,,248,0.92,0.69,免费评估
54,斯特林大学University of Stirling,1.7,313,,0.7,免费评估
54,伦敦城市大学City University London,1.6,362,0.65,0.84,免费评估
56,德蒙福特大学De Montfort University,1.1,230,0.82,0.75,免费评估
57,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,0.8,373,0.74,0.73,免费评估
58,赫特福德大学University of Hertfordshire,1.7,255,0.77,0.72,免费评估
59,布莱顿大学University of Brighton,2.4,260,,0.66,免费评估
60,阿尔斯特大学University of Ulster,2.8,313,0.71,0.61,免费评估
60,金斯顿大学Kingston University,0.7,278,0.8,0.75,免费评估
62,东伦敦大学University of East London,1.7,202,0.79,0.74,免费评估
63,蒂赛德大学Teesside University,,275,0.89,0.65,免费评估
64,班戈大学Bangor University,,305,0.82,0.73,免费评估
65,索尔福德大学University of Salford,1.0,330,,,免费评估
66,威斯敏斯特大学University of Westminster,1.6,294,0.66,0.76,免费评估
67,林肯大学University of Lincoln,0.7,251,0.78,0.68,免费评估
68,斯塔福德郡大学Staffordshire University,,258,0.8,0.71,免费评估
69,利物浦约翰摩尔斯大学Liverpool John Moores University,,255,0.81,0.68,免费评估
70,普利茅斯大学University of Plymouth,1.7,260,0.76,0.55,免费评估
71,格罗斯特大学University of Gloucestershire,,256,0.8,0.67,免费评估
71,新白金汉大学Buckinghamshire New University,,173,0.82,0.74,免费评估
73,哈德斯菲尔德大学University of Huddersfield,,252,0.76,0.74,免费评估
74,谢菲尔德哈莱姆大学Sheffield Hallam University,0.5,276,0.75,0.68,免费评估
75,格林威治大学The University of Greenwich,0.6,241,0.74,0.7,免费评估
76,阿伯泰邓迪大学University of Abertay Dundee,1.2,326,,0.56,免费评估
77,米德塞斯大学Middlesex University,0.8,200,0.7,0.79,免费评估
78,考文垂大学Coventry University,0.3,289,0.76,0.62,免费评估
79,伯恩茅斯大学Bournemouth University,0.3,297,0.74,0.65,免费评估
80,伯明翰城市大学Birmingham City University,,274,0.74,0.7,免费评估
80,南安普顿索伦特大学Southampton Solent University,0.1,201,0.75,0.75,免费评估
82,贝德福德大学University of Bedfordshire,,215,0.85,0.56,免费评估
83,伍尔弗汉普顿大学University of Wolverhampton,1.2,185,0.73,0.65,免费评估
84,布拉德福德大学University of Bradford,2.4,241,0.74,0.42,免费评估
85,艾芝西尔大学Edge Hill University,,241,0.85,0.48,免费评估
86,北安普顿大学The University of Northampton,,242,0.78,0.5,免费评估
87,利兹都会大学Leeds Metropolitan University,,290,0.62,0.72,免费评估
88,剑桥安鲁大学Anglia Ruskin University,,244,0.71,0.57,免费评估
89,泰晤士河谷大学Thames Valley University,,199,0.69,0.63,免费评估
90,伦敦南岸大学London South Bank University,,194,0.69,0.58,免费评估
91,坎特伯雷大学Canterbury Christ Church University,,193,0.73,0.42,免费评估
