Ranking,University Name,Region,Academic Reputation,Employer Reputation,Citations per Paper,H-index Citations,Overall score,Free
1,谢菲尔德大学The University of Sheffield,United Kingdom,96.8,73.7,87.9,92.5,92.9,免费评估
1,"University of North Carolina, Chapel Hill",United States,100.0,57.5,83.7,92.5,92.9,免费评估
3,University of Illinois at Urbana-Champaign,United States,98.0,61.8,86.2,100.0,92.7,免费评估
4,University of British Columbia,Canada,93.8,75.7,80.4,83.0,89.4,免费评估
5,Indiana University Bloomington,United States,93.7,57.4,86.9,92.5,89.0,免费评估
6,"University of California, Berkeley (UCB)",United States,80.5,89.3,99.6,94.8,85.0,免费评估
7,University of Washington,United States,85.9,62.3,87.6,88.7,83.9,免费评估
8,拉夫堡大学Loughborough University,United Kingdom,85.1,82.3,77.1,84.5,83.6,免费评估
9,University of Pittsburgh,United States,82.9,44.3,100.0,94.8,82.2,免费评估
10,"University of California, Los Angeles (UCLA)",United States,79.2,86.2,85.6,86.0,81.2,免费评估
11,McGill University,Canada,80.7,75.2,82.0,90.0,80.8,免费评估
11,University of Toronto,Canada,78.0,82.6,87.9,95.9,80.8,免费评估
13,Rutgers University - New Brunswick,United States,81.9,59.8,83.2,83.0,79.9,免费评估
14,Syracuse University,United States,84.2,41.0,81.3,90.0,79.7,免费评估
15,University of Texas at Austin,United States,76.3,67.7,93.8,98.0,79.2,免费评估
16,University of Michigan,United States,76.5,72.8,88.1,88.7,78.5,免费评估
17,University of Southern California,United States,75.4,62.5,93.2,91.3,77.6,免费评估
18,"Nanyang Technological University, Singapore (NTU)",Singapore,73.8,77.6,90.3,87.4,77.3,免费评估
19,National Taiwan University (NTU),Taiwan,75.4,85.1,75.4,74.0,76.3,免费评估
20,RMIT University,Australia,75.7,85.1,71.4,77.9,76.1,免费评估
21,The University of Western Ontario,Canada,74.4,62.7,78.1,86.0,74.4,免费评估
22,Universidad Carlos III de Madrid (UC3M),Spain,72.7,77.3,74.0,77.9,73.6,免费评估
23,The University of Tokyo,Japan,76.7,91.6,53.0,52.0,73.4,免费评估
24,Universiti Malaya (UM),Malaysia,67.4,89.7,81.1,90.0,72.8,免费评估
25,The University of Arizona,United States,70.8,56.6,83.8,87.4,72.2,免费评估
26,University of Amsterdam,Netherlands,69.9,64.7,83.2,84.5,72.1,免费评估
27,University of Wisconsin-Madison,United States,68.5,66.3,85.5,91.3,72.0,免费评估
28,Drexel University,United States,70.0,63.8,72.7,83.0,70.4,免费评估
29,National Taiwan Normal University,Taiwan,74.6,73.8,50.1,55.7,69.9,免费评估
30,Peking University,China,64.5,93.1,74.4,76.0,69.4,免费评估
31,Cornell University,United States,62.7,81.9,85.5,83.0,69.1,免费评估
32,伦敦大学学院University College London,United Kingdom,62.2,89.7,79.7,83.0,68.6,免费评估
33,Sapienza University of Rome,Italy,67.3,86.9,57.6,67.3,67.8,免费评估
34,Nanjing University,China,66.6,73.7,69.7,64.8,67.7,免费评估
35,伦敦城市大学City University London,United Kingdom,66.9,64.2,66.6,74.0,66.9,免费评估
35,Humboldt-Universität zu Berlin,Germany,70.0,69.8,54.4,55.7,66.9,免费评估
37,University of Tsukuba,Japan,70.0,60.0,54.8,64.8,66.5,免费评估
38,KU Leuven,Belgium,61.4,69.8,76.7,76.0,65.3,免费评估
39,Florida State University,United States,62.1,51.5,75.9,81.4,64.1,免费评估
40,Victoria University of Wellington,New Zealand,60.8,85.5,61.1,74.0,64.0,免费评估
41,National Chiao Tung University,Taiwan,61.3,76.2,68.5,59.0,63.8,免费评估
42,Sungkyunkwan University (SKKU),South Korea,62.3,71.9,62.4,69.7,63.6,免费评估
43,Fudan University,China,56.9,88.5,71.9,71.9,63.1,免费评估
43,Monash University,Australia,55.9,100.0,69.1,71.9,63.1,免费评估
43,格拉斯哥大学University of Glasgow,United Kingdom,62.3,70.5,62.1,62.0,63.1,免费评估
43,思克莱德大学University of Strathclyde,United Kingdom,61.9,69.3,61.6,71.9,63.1,免费评估
47,Seoul National University,South Korea,58.3,85.9,66.7,69.7,62.9,免费评估
47,Université de Montréal,Canada,60.6,56.0,74.1,76.0,62.9,免费评估
49,亚伯大学Aberystwyth University,United Kingdom,68.0,26.2,59.6,71.9,62.8,免费评估
50,University of Tampere,Finland,64.3,42.2,64.4,69.7,62.4,免费评估
