Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,伦敦国王学院King's College London,84%,4.0/9,398.0,91.00%,100.0,免费评估
2,纽卡斯尔大学Newcastle University,87%,2.1/9,378.0,77.00%,90.9,免费评估
3,萨里大学University of Surrey,73%,3.4/9,407.0,82.00%,90.8,免费评估
4,诺丁汉大学University of Nottingham,78%,3.1/9,337.0,89.00%,89.6,免费评估
5,雷丁大学University of Reading,82%,2.4/9,320.0,83.00%,87.3,免费评估
6,利兹大学University of Leeds,82%,3.2/9,345.0,59.00%,85.3,免费评估
7,考文垂大学Coventry University,80%,,340.0,93.00%,82.5,免费评估
7,阿尔斯特大学University of Ulster,86%,1.6/9,305.0,69.00%,82.5,免费评估
9,赫瑞瓦特大学Heriot Watt University,,1.9/9,312.0,,80.4,免费评估
10,普利茅斯大学University of Plymouth,73%,0.9/9,328.0,89.00%,80.1,免费评估
10,The Queen's,79%,1.8/9,326.0,66.00%,80.1,免费评估
12,布莱顿大学University of Brighton,77%,2.0/9,,70.00%,79.0,免费评估
13,利物浦约翰摩尔斯大学Liverpool John Moores University,84%,1.5/9,252.0,64.00%,76.8,免费评估
14,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,77%,,329.0,76.00%,76.1,免费评估
15,Leeds Met,79%,,283.0,82.00%,75.9,免费评估
16,罗伯特高登大学The Robert Gordon University,69%,,357.0,83.00%,75.8,免费评估
17,诺桑比亚大学Northumbria University,75%,1.5/9,288.0,67.00%,75.4,免费评估
18,巴斯斯巴大学Bath Spa University,84%,,270.0,71.00%,74.9,免费评估
19,玛格丽特女王大学Queen Margaret University,,,321.0,69.00%,74.4,免费评估
20,谢菲尔德哈莱姆大学Sheffield Hallam University,80%,,273.0,75.00%,74.3,免费评估
21,曼彻斯特城市大学Manchester Metropolitan University,70%,1.3/9,290.0,74.00%,73.8,免费评估
22,"Cardiff, UWIC",76%,1.1/9,247.0,65.00%,71.6,免费评估
23,伯恩茅斯大学Bournemouth University,77%,,261.0,68.00%,70.2,免费评估
24,切斯特大学University of Chester,62%,0.8/9,285.0,80.00%,69.3,免费评估
24,牛津布鲁克斯大学Oxford Brookes University,72%,,282.0,70.00%,69.3,免费评估
26,Central Lancs,80%,,235.0,62.00%,68.7,免费评估
27,伯明翰大学学院University College Birmingham,84%,,255.0,45.00%,67.6,免费评估
28,金斯顿大学Kingston University,77%,,243.0,53.00%,65.7,免费评估
29,英国圣玛丽大学学院St Mary's University College,71%,,219.0,51.00%,60.4,免费评估
