Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,埃克塞特大学University of Exeter,173.0,4.18,3.23,81.0,100.0,免费评估
2,巴斯大学University of Bath,168.0,4.36,3.37,79.0,99.8,免费评估
3,格拉斯哥大学University of Glasgow,181.0,4.15,3.2,79.0,99.8,免费评估
4,爱丁堡大学The University of Edinburgh,170.0,4.24,2.88,85.0,99.5,免费评估
5,杜伦大学Durham University,171.0,4.34,2.9,82.0,99.4,免费评估
6,拉夫堡大学Loughborough University,165.0,4.2,3.24,81.0,99.3,免费评估
7,利兹大学University of Leeds,158.0,4.43,3.52,79.0,99.2,免费评估
8,伯明翰大学University of Birmingham,153.0,4.07,3.44,84.0,99.0,免费评估
9,诺丁汉大学University of Nottingham,165.0,4.35,3.22,,98.2,免费评估
10,斯旺西大学Swansea University,134.0,4.14,2.91,86.0,97.0,免费评估
11,阿伯丁大学University of Aberdeen,198.0,4.04,3.11,56.0,96.7,免费评估
12,考文垂大学Coventry University,146.0,4.15,3.14,83.0,96.4,免费评估
13,利物浦约翰摩尔斯大学Liverpool John Moores University,156.0,3.96,3.57,68.0,95.9,免费评估
14,斯特林大学University of Stirling,157.0,3.97,2.81,72.0,95.8,免费评估
15,朴茨茅斯大学University of Portsmouth,145.0,4.24,2.54,80.0,95.5,免费评估
16,肯特大学University of Kent,142.0,3.91,2.6,78.0,94.9,免费评估
17,诺丁汉特伦特大学Nottingham Trent University,161.0,4.12,2.3,70.0,94.8,免费评估
18,班戈大学Bangor University,146.0,4.29,3.25,64.0,94.6,免费评估
19,埃塞克斯大学University of Essex,137.0,4.44,2.64,66.0,94.3,免费评估
20,利物浦霍普大学Liverpool Hope University,120.0,4.55,1.94,79.0,94.1,免费评估
21,伦敦南岸大学London South Bank University,116.0,3.99,2.87,79.0,94.1,免费评估
22,东英吉利大学University of East Anglia,151.0,4.04,2.83,64.0,94.0,免费评估
23,卡迪夫都市大学Cardiff Metropolitan University,143.0,4.11,3.25,69.0,94.0,免费评估
24,伯恩茅斯大学Bournemouth University,132.0,4.33,3.13,71.0,94.0,免费评估
25,罗伯特高登大学The Robert Gordon University,161.0,4.23,,77.0,93.7,免费评估
26,Lincoln,142.0,4.16,2.49,71.0,93.7,免费评估
27,布莱顿大学University of Brighton,143.0,4.12,3.0,67.0,93.5,免费评估
28,布鲁内尔大学Brunel University,138.0,4.05,3.16,62.0,93.4,免费评估
29,阿伯泰邓迪大学University of Abertay Dundee,153.0,4.01,2.53,66.0,93.1,免费评估
30,罗汉普顿大学Roehampton University,115.0,4.03,2.85,77.0,93.1,免费评估
31,阿尔斯特大学University of Ulster,146.0,3.84,2.71,63.0,93.0,免费评估
32,格罗斯特大学University of Gloucestershire,137.0,4.2,2.61,70.0,93.0,免费评估
33,诺桑比亚大学Northumbria University,153.0,4.08,2.28,64.0,92.5,免费评估
34,斯塔福德郡大学Staffordshire University,127.0,4.28,2.74,65.0,92.5,免费评估
35,谢菲尔德哈莱姆大学Sheffield Hallam University,142.0,4.12,2.75,64.0,92.5,免费评估
36,龙比亚大学Napier University,158.0,4.1,2.65,58.0,92.4,免费评估
37,米德塞斯大学Middlesex University,132.0,3.66,2.75,75.0,92.4,免费评估
38,西英格兰大学University of the West of England,,3.61,3.06,71.0,92.1,免费评估
39,格林威治大学The University of Greenwich,145.0,3.82,2.28,68.0,92.0,免费评估
40,布拉德福德大学University of Bradford,156.0,4.38,,,92.0,免费评估
41,利兹贝克特大学Leeds Beckett University,130.0,4.02,2.72,66.0,91.7,免费评估
42,西苏格兰大学University of the West of Scotland,145.0,4.06,2.24,62.0,91.6,免费评估
43,索尔福德大学University of Salford,126.0,4.27,2.63,66.0,91.5,免费评估
44,赫特福德大学University of Hertfordshire,122.0,3.95,2.99,70.0,91.5,免费评估
45,艾芝西尔大学Edge Hill University,147.0,4.17,2.48,57.0,91.5,免费评估
46,东伦敦大学University of East London,123.0,3.95,3.05,67.0,91.4,免费评估
47,奇切斯特大学University of Chichester,125.0,4.09,2.67,64.0,91.3,免费评估
48,伍斯特大学University of Worcester,128.0,4.06,2.24,69.0,91.3,免费评估
49,"特威克南圣玛丽大学St Mary's, Twickenham",126.0,3.94,2.23,73.0,91.3,免费评估
50,曼彻斯特城市大学Manchester Metropolitan University,126.0,4.02,2.88,63.0,91.1,免费评估
51,赫尔大学The University of Hull,130.0,4.2,2.36,60.0,91.1,免费评估
52,亚伯大学Aberystwyth University,118.0,4.08,2.66,61.0,91.0,免费评估
53,中央兰开夏大学University of Central Lancashire,131.0,4.32,2.34,61.0,91.0,免费评估
54,温切斯特大学University of Winchester,109.0,4.13,1.85,75.0,90.9,免费评估
55,哈德斯菲尔德大学University of Huddersfield,133.0,4.18,,73.0,90.8,免费评估
56,切斯特大学University of Chester,116.0,4.44,2.26,63.0,90.8,免费评估
57,德比大学University of Derby,127.0,4.14,2.09,62.0,90.7,免费评估
58,牛津布鲁克斯大学Oxford Brookes University,139.0,4.09,2.96,54.0,90.5,免费评估
59,蒂赛德大学Teesside University,120.0,4.0,2.77,64.0,90.2,免费评估
60,南威尔士大学The University of South Wales,132.0,3.93,2.83,56.0,90.0,免费评估
61,贝德福德大学University of Bedfordshire,106.0,4.03,2.41,69.0,89.8,免费评估
62,纽曼大学Newman University,117.0,3.92,1.98,68.0,89.7,免费评估
63,坎特伯雷大学Canterbury Christ Church University,117.0,4.0,2.75,58.0,89.7,免费评估
64,Suffolk,143.0,4.15,,61.0,89.4,免费评估
65,伍尔弗汉普顿大学University of Wolverhampton,123.0,4.02,2.37,59.0,89.3,免费评估
66,金斯顿大学Kingston University,106.0,4.7,2.82,53.0,89.2,免费评估
67,Plymouth Marjon,134.0,4.11,,61.0,88.6,免费评估
68,波尔顿大学University of Bolton,107.0,4.09,,73.0,88.4,免费评估
