Rank,Institution,Country/Region,Pub,CNCI,IC,TOP,AWARD,Total Score,Free
1,Tongji University,China,100.0,38.2,68.1,76.7,84.5,313.1,免费评估
2,Lehigh University,United States,39.7,44.9,56.7,90.7,65.5,252.1,免费评估
3,Swiss Federal Institute of Technology Zurich,Switzerland,63.9,42.0,75.6,45.4,84.5,250.9,免费评估
4,The University of Texas at Austin,United States,66.2,39.1,66.6,76.7,53.5,248.8,免费评估
5,Polytechnic University of Madrid,Spain,59.4,33.3,49.3,24.3,100.0,226.9,免费评估
6,Tsinghua University,China,85.8,46.6,66.6,80.4,0.0,226.1,免费评估
7,National Technical University of Athens,Greece,54.7,42.0,53.3,34.3,75.6,217.2,免费评估
8,"University of California, Berkeley",United States,72.6,48.2,71.8,78.6,0.0,213.7,免费评估
8,University of Illinois at Urbana-Champaign,United States,67.9,40.2,66.4,92.4,0.0,213.7,免费评估
10,坎特伯雷大学Canterbury Christ Church University,New Zealand,36.4,38.5,77.0,48.5,65.5,204.2,免费评估
11,The University of New South Wales,Australia,59.2,42.2,75.8,85.7,0.0,202.4,免费评估
12,Western University,Canada,42.0,41.0,69.7,51.4,53.5,201.9,免费评估
13,"University of California, San Diego",United States,39.6,44.5,66.3,100.0,0.0,197.3,免费评估
14,Nanyang Technological University,Singapore,56.4,45.8,79.1,74.8,0.0,192.8,免费评估
15,"University of California, Davis",United States,56.1,46.2,74.5,72.8,0.0,189.9,免费评估
16,"University at Buffalo, the State University of New York",United States,40.3,39.7,64.1,92.4,0.0,185.3,免费评估
17,The University of Tokyo,Japan,47.1,36.2,71.4,48.5,37.8,183.9,免费评估
18,Texas A&M University,United States,77.8,36.2,64.0,56.9,0.0,183.7,免费评估
19,University of Toronto,Canada,50.9,38.7,67.3,78.6,0.0,181.7,免费评估
20,Purdue University - West Lafayette,United States,63.6,41.4,66.9,61.8,0.0,180.2,免费评估
21,Dalian University of Technology,China,75.8,40.4,57.6,48.5,0.0,176.2,免费评估
22,The Hong Kong Polytechnic University,China-Hong Kong,76.6,47.6,59.0,38.3,0.0,174.4,免费评估
23,Seoul National University,South Korea,56.0,36.2,57.1,70.7,0.0,174.3,免费评估
24,The University of Hong Kong,China-Hong Kong,56.4,45.5,64.7,59.4,0.0,174.2,免费评估
25,Swiss Federal Institute of Technology Lausanne,Switzerland,53.8,54.8,83.7,48.5,0.0,173.8,免费评估
26,Delft University of Technology,Netherlands,75.5,43.0,82.4,38.3,0.0,173.3,免费评估
26,University of Stuttgart,Germany,36.0,32.5,75.2,24.3,65.5,173.3,免费评估
28,Virginia Polytechnic Institute and State University,United States,59.2,38.2,55.6,64.2,0.0,172.8,免费评估
29,McMaster University,Canada,36.4,39.7,68.1,82.2,0.0,172.0,免费评估
30,Harbin Institute of Technology,China,69.4,38.5,61.7,51.4,0.0,171.7,免费评估
31,Southeast University,China,73.8,37.8,68.3,45.4,0.0,170.6,免费评估
32,University of Sydney,Australia,43.9,48.0,78.6,61.8,0.0,169.5,免费评估
33,University of Michigan-Ann Arbor,United States,48.0,44.9,67.4,61.8,0.0,168.3,免费评估
34,McGill University,Canada,45.1,44.0,73.0,64.2,0.0,167.9,免费评估
35,Zhejiang University,China,68.1,41.2,61.0,45.4,0.0,166.8,免费评估
36,The University of Adelaide,Australia,38.8,55.3,65.8,59.4,0.0,166.6,免费评估
37,Stanford University,United States,37.1,49.2,72.9,64.2,0.0,165.1,免费评估
38,Shanghai Jiao Tong University,China,65.0,44.5,63.9,42.0,0.0,164.4,免费评估
39,The University of Auckland,New Zealand,47.2,39.3,79.5,61.8,0.0,164.3,免费评估
40,Georgia Institute of Technology,United States,58.5,44.7,71.2,45.4,0.0,162.8,免费评估
41,University of British Columbia,Canada,52.1,42.8,74.5,51.4,0.0,161.3,免费评估
42,Hunan University,China,46.9,46.4,67.2,54.2,0.0,161.0,免费评估
43,University of Lisbon,Portugal,70.6,47.8,57.9,29.7,0.0,159.7,免费评估
44,Colorado State University,United States,41.7,38.2,52.5,68.6,0.0,159.0,免费评估
45,Sapienza University of Rome,Italy,37.8,50.2,65.2,56.9,0.0,157.9,免费评估
46,Polytechnic Institute of Milan,Italy,55.4,48.0,61.7,42.0,0.0,157.7,免费评估
47,Pennsylvania State University - University Park,United States,49.4,42.4,68.3,51.4,0.0,156.9,免费评估
47,"The Imperial College of Science, Technology and Medicine",United Kingdom,49.0,44.3,75.1,48.5,0.0,156.9,免费评估
49,Islamic Azad University,Iran,63.9,39.1,53.4,42.0,0.0,155.7,免费评估
50,University of Alberta,Canada,48.8,32.0,63.2,61.8,0.0,155.3,免费评估
