Rank,Institution,Country/Region,Pub,CNCI,IC,TOP,AWARD,Total Score,Free
1,哈佛大学Harvard University,UnitedStates,100.0,74.7,66.1,100.0,,287.9,免费评估
2,伦敦大学学院University College London,UnitedKingdom,58.3,82.1,79.2,67.8,,224.1,免费评估
3,约翰霍普金斯大学Johns Hopkins University,UnitedStates,68.8,76.0,64.1,65.9,,223.5,免费评估
4,多伦多大学University of Toronto,Canada,65.8,70.7,73.2,68.4,,219.6,免费评估
5,斯坦福大学Stanford University,UnitedStates,57.5,73.7,64.5,61.1,,205.2,免费评估
6,伦敦国王学院King's College London,UnitedKingdom,44.2,86.3,83.6,56.2,,203.4,免费评估
7,牛津大学University of Oxford,UnitedKingdom,45.2,85.6,80.2,54.6,,201.4,免费评估
8,"加州大学洛杉矶分校University of California,Los Angeles",UnitedStates,54.3,74.2,62.4,59.8,,200.8,免费评估
9,宾夕法尼亚大学University of Pennsylvania,UnitedStates,58.1,71.0,55.8,57.8,,198.0,免费评估
10,Utrecht University,Netherlands,49.2,75.5,67.7,58.0,,196.3,免费评估
11,Heidelberg University,Germany,55.8,76.2,67.7,49.6,,195.1,免费评估
12,Radboud University Nijmegen,Netherlands,41.1,83.1,82.7,52.6,,193.3,免费评估
13,圣路易斯华盛顿大学Washington University in St Louis,UnitedStates,49.7,80.9,50.9,50.1,,191.0,免费评估
14,帝国理工学院Imperial College London,UnitedKingdom,40.9,86.0,80.5,47.9,,190.9,免费评估
15,University of Munich,Germany,48.9,77.5,73.4,49.2,,190.3,免费评估
16,纽约大学New York University,UnitedStates,55.4,76.0,56.1,45.6,,188.1,免费评估
17,杜克大学Duke University,UnitedStates,51.9,73.1,56.3,51.6,,187.9,免费评估
18,Technical University Munich,Germany,43.6,81.6,73.7,45.8,,185.8,免费评估
19,KU Leuven,Belgium,39.8,81.4,85.6,46.3,,184.6,免费评估
20,University of Zurich,Switzerland,45.3,73.1,77.3,50.4,,184.3,免费评估
21,旧金山大学University of San Francisco,UnitedStates,51.3,72.6,56.6,47.8,,183.1,免费评估
22,VU University Amsterdam,Netherlands,38.0,84.0,73.9,46.3,,183.0,免费评估
23,University of Copenhagen,Denmark,38.6,83.5,80.6,44.6,,182.9,免费评估
24,"密歇根大学安娜堡分校University of Michigan,Ann Arbor",UnitedStates,52.8,69.6,49.2,47.6,,179.8,免费评估
25,Medical University of Vienna,Austria,42.1,75.0,82.2,46.0,,179.5,免费评估
26,麦吉尔大学McGill University,Canada,39.8,80.0,83.7,42.1,,178.6,免费评估
26,威斯康星大学-麦迪逊分校University of Wisconsin-Madison,UnitedStates,46.7,74.4,57.7,45.8,,178.6,免费评估
28,耶鲁大学Yale University,UnitedStates,41.9,76.8,59.8,46.6,,177.2,免费评估
29,Humboldt University of Berlin,Germany,45.0,70.7,65.4,48.2,,177.0,免费评估
30,西北大学Northwestern University,UnitedStates,50.1,75.2,59.5,39.8,,176.9,免费评估
31,"西雅图华盛顿大学University of Washington,Seattle Campus",UnitedStates,49.8,71.0,55.4,43.9,,175.8,免费评估
32,Free University Berlin,Germany,44.8,69.9,66.2,47.7,,175.6,免费评估
33,Erasmus University Rotterdam,Netherlands,41.6,74.4,76.3,44.1,,175.4,免费评估
34,Maastricht University,Netherlands,36.3,76.5,86.2,44.5,,174.6,免费评估
35,麻省理工学院Massachusetts Institute of Technology,UnitedStates,27.0,96.4,75.9,35.6,,174.2,免费评估
36,Seoul National University,SouthKorea,52.6,66.8,46.1,44.7,,173.2,免费评估
37,匹兹堡大学University of Pittsburgh-Pittsburgh Campus,UnitedStates,47.1,71.8,55.4,43.1,,173.1,免费评估
38,University of Groningen,Netherlands,36.7,76.8,77.4,43.9,,172.9,免费评估
39,Charite - Universitats Medizin Berlin,Germany,43.8,69.9,64.8,45.8,,172.5,免费评估
40,University of Tuebingen,Germany,41.7,70.2,69.0,46.6,,172.2,免费评估
41,Aarhus University,Denmark,34.5,78.3,80.1,39.3,,168.1,免费评估
42,Leiden University,Netherlands,38.3,71.0,75.5,43.4,,167.8,免费评估
43,埃默里大学Emory University,UnitedStates,46.4,68.8,52.2,41.4,,167.0,免费评估
44,RWTH Aachen University,Germany,33.7,79.2,74.2,38.7,,166.5,免费评估
45,University of Amsterdam,Netherlands,36.2,75.0,65.3,41.8,,166.1,免费评估
46,Karolinska Institute,Sweden,36.7,74.2,84.5,37.8,,165.6,免费评估
47,"加利福尼亚大学圣地亚哥分校University of California,San Diego",UnitedStates,40.5,70.7,63.7,41.2,,165.1,免费评估
48,"明尼苏达大学双城校区University of Minnesota,Twin Cities",UnitedStates,35.3,79.5,59.9,38.2,,164.9,免费评估
49,Icahn School of Medicine at Mount Sinai,UnitedStates,33.9,81.2,66.1,36.5,,164.7,免费评估
50,剑桥大学University of Cambridge,UnitedKingdom,32.1,77.8,79.9,38.8,,164.6,免费评估
