Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,剑桥大学University of Cambridge,,,65.0%,222,80.5%,100.0,免费评估
2,牛津大学University of Oxford,,,58.3%,210,80.6%,96.3,免费评估
3,圣安德鲁斯大学University of St Andrews,92.3%,88.3%,43.2%,190,80.0%,94.9,免费评估
4,杜伦大学Durham University,88.4%,78.4%,54.3%,197,68.4%,93.2,免费评估
5,埃克塞特大学University of Exeter,84.3%,84.1%,45.0%,180,76.7%,91.5,免费评估
6,华威大学The University of Warwick,,,45.0%,157,66.3%,90.1,免费评估
7,格拉斯哥大学University of Glasgow,87.1%,83.1%,32.7%,155,84.6%,89.6,免费评估
8,诺丁汉大学University of Nottingham,84.6%,76.1%,52.0%,148,71.4%,88.9,免费评估
9,伦敦大学学院University College London,76.1%,70.7%,42.7%,185,79.5%,88.5,免费评估
10,伯明翰大学University of Birmingham,81.6%,81.8%,40.3%,149,73.8%,87.0,免费评估
11,纽卡斯尔大学Newcastle University,79.1%,75.7%,44.7%,156,66.7%,85.8,免费评估
11,伦敦国王学院King's College London,,,43.6%,164,67.8%,85.8,免费评估
13,爱丁堡大学The University of Edinburgh,86.1%,80.8%,34.9%,177,54.2%,85.2,免费评估
14,利物浦大学The University of Liverpool,,,28.9%,164,62.5%,84.8,免费评估
15,布里斯托大学University of Bristol,,,42.2%,184,68.1%,84.2,免费评估
16,利兹大学University of Leeds,84.8%,83.3%,29.1%,151,60.2%,83.4,免费评估
17,雷丁大学University of Reading,86.8%,77.9%,45.2%,132,50.7%,83.3,免费评估
18,曼彻斯特大学The University of Manchester,,,31.0%,144,62.2%,82.2,免费评估
19,伦敦大学皇家霍洛威学院Royal Holloway University of London,81.9%,79.3%,20.4%,153,66.1%,82.0,免费评估
20,斯旺西大学Swansea University,85.7%,79.7%,25.0%,114,61.0%,80.2,免费评估
21,肯特大学University of Kent,70.0%,59.6%,33.1%,117,71.7%,78.0,免费评估
22,罗汉普顿大学Roehampton University,93.1%,88.8%,,96,51.2%,75.2,免费评估
23,圣大卫三一学院University of Wales Trinity Saint David,89.5%,77.8%,15.7%,95,35.0%,72.9,免费评估
