Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,226.0,,3.36,96.0,100.0,免费评估
2,牛津大学University of Oxford,239.0,,3.34,91.0,99.9,免费评估
3,圣安德鲁斯大学University of St Andrews,220.0,4.33,2.99,91.0,95.9,免费评估
4,帝国理工学院Imperial College London,206.0,4.07,3.5,92.0,95.6,免费评估
5,杜伦大学Durham University,207.0,3.87,3.02,95.0,94.7,免费评估
6,曼彻斯特大学The University of Manchester,210.0,4.06,3.42,87.0,94.6,免费评估
7,巴斯大学University of Bath,175.0,4.19,2.92,97.0,94.1,免费评估
8,格拉斯哥大学University of Glasgow,198.0,3.83,3.18,91.0,93.8,免费评估
9,利兹大学University of Leeds,169.0,3.86,3.17,100.0,93.4,免费评估
10,爱丁堡大学The University of Edinburgh,195.0,3.81,3.19,89.0,93.3,免费评估
11,南安普顿大学University of Southampton,179.0,3.93,3.18,93.0,93.2,免费评估
12,华威大学The University of Warwick,184.0,3.54,3.53,95.0,93.0,免费评估
13,伯明翰大学University of Birmingham,171.0,3.97,3.13,93.0,92.9,免费评估
14,"King's College London, University of London",182.0,3.83,3.2,90.0,92.7,免费评估
15,诺丁汉大学University of Nottingham,173.0,4.06,3.24,89.0,92.6,免费评估
16,埃克塞特大学University of Exeter,150.0,4.11,2.97,97.0,92.6,免费评估
17,布里斯托大学University of Bristol,188.0,3.65,3.17,89.0,92.4,免费评估
18,约克大学The University of York,156.0,3.97,3.34,92.0,92.0,免费评估
19,谢菲尔德大学The University of Sheffield,154.0,4.06,3.39,90.0,92.0,免费评估
20,伦敦大学学院University College London,170.0,3.68,3.57,89.0,91.9,免费评估
21,兰卡斯特大学Lancaster University,154.0,3.85,3.26,95.0,91.9,免费评估
22,亚伯大学Aberystwyth University,130.0,4.33,2.93,95.0,91.8,免费评估
23,斯旺西大学Swansea University,137.0,4.14,3.17,93.0,91.5,免费评估
24,拉夫堡大学Loughborough University,148.0,4.3,2.51,93.0,91.5,免费评估
25,思克莱德大学University of Strathclyde,186.0,4.07,2.57,83.0,91.3,免费评估
26,纽卡斯尔大学Newcastle University,149.0,4.05,3.33,87.0,91.1,免费评估
27,卡迪夫大学Cardiff University,155.0,4.01,3.04,91.0,90.9,免费评估
28,伦敦大学皇家霍洛威学院Royal Holloway University of London,137.0,4.07,3.06,93.0,90.8,免费评估
29,阿伯丁大学University of Aberdeen,185.0,3.9,2.96,77.0,90.6,免费评估
30,萨里大学University of Surrey,150.0,3.97,2.67,90.0,90.4,免费评估
