Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,89.7,60.0,631,96.2,100.0,免费评估
2,帝国理工学院Imperial College London,86.1,58.3,572,81.6,92.1,免费评估
3,巴斯大学University of Bath,93.3,40.0,490,88.9,90.5,免费评估
4,南安普顿大学University of Southampton,82.0,43.3,499,96.5,88.6,免费评估
5,萨里大学University of Surrey,90.2,35.0,398,95.0,86.8,免费评估
6,纽卡斯尔大学Newcastle University,86.0,43.3,419,90.4,86.1,免费评估
7,谢菲尔德大学The University of Sheffield,86.4,41.7,475,83.6,85.9,免费评估
8,卡迪夫大学Cardiff University,84.1,46.7,437,87.4,85.8,免费评估
9,布里斯托大学University of Bristol,75.9,43.3,515,91.7,85.1,免费评估
10,华威大学The University of Warwick,87.2,36.7,448,84.8,84.6,免费评估
11,拉夫堡大学Loughborough University,85.5,31.7,424,92.1,83.9,免费评估
12,斯旺西大学Swansea University,77.7,55.0,373,91.1,83.8,免费评估
12,赫瑞瓦特大学Heriot Watt University,93.9,21.7,386,90.6,83.8,免费评估
14,曼彻斯特大学The University of Manchester,83.5,36.7,447,85.5,83.1,免费评估
15,邓迪大学University of Dundee,85.2,38.3,388,83.1,81.7,免费评估
16,爱丁堡大学The University of Edinburgh,73.9,28.3,526,93.3,81.6,免费评估
17,伦敦大学学院University College London,78.5,28.3,522,80.0,80.0,免费评估
18,诺丁汉大学University of Nottingham,76.5,45.0,412,82.2,79.8,免费评估
19,埃克塞特大学University of Exeter,81.2,25.0,440,85.3,79.2,免费评估
20,阿伯丁大学University of Aberdeen,73.3,31.7,428,92.9,78.8,免费评估
21,利兹大学University of Leeds,83.8,25.0,430,79.7,78.5,免费评估
22,伯明翰大学University of Birmingham,74.3,28.3,426,85.4,76.4,免费评估
23,利物浦大学The University of Liverpool,76.1,32.1,380,83.8,76.1,免费评估
24,思克莱德大学University of Strathclyde,77.1,16.7,454,84.5,75.7,免费评估
25,格林威治大学The University of Greenwich,94.3,15.0,265,0.0,75.3,免费评估
26,格拉斯哥大学University of Glasgow,67.9,28.3,458,86.7,75.0,免费评估
27,英国女王大学Queen's University Belfast,74.9,38.3,358,77.9,74.7,免费评估
28,诺丁汉特伦特大学Nottingham Trent University,86.5,10.0,299,86.0,73.8,免费评估
29,索尔福德大学University of Salford,77.8,38.3,295,74.1,72.9,免费评估
30,考文垂大学Coventry University,90.2,6.7,291,79.1,72.5,免费评估
31,布鲁内尔大学Brunel University,81.8,,385,85.7,72.2,免费评估
32,利物浦约翰摩尔斯大学Liverpool John Moores University,92.7,,321,71.4,71.1,免费评估
33,普利茅斯大学University of Plymouth,75.5,25.0,296,76.7,69.7,免费评估
34,西苏格兰大学University of the West of Scotland,89.4,,326,69.2,69.2,免费评估
35,西英格兰大学University of the West of England,76.7,,323,89.7,68.9,免费评估
36,金斯顿大学Kingston University,84.1,11.7,262,71.6,68.0,免费评估
37,龙比亚大学Napier University,76.1,13.3,309,75.0,67.2,免费评估
38,阿尔斯特大学University of Ulster,87.2,,241,74.6,66.9,免费评估
39,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,73.3,,342,80.0,65.4,免费评估
40,布拉德福德大学University of Bradford,73.5,21.7,307,65.0,65.2,免费评估
41,布莱顿大学University of Brighton,74.7,13.3,305,70.0,65.1,免费评估
42,利兹都会大学Leeds Metropolitan University,79.5,,249,78.9,64.9,免费评估
42,伦敦城市大学City University London,80.2,21.7,371,45.5,64.9,免费评估
44,朴茨茅斯大学University of Portsmouth,72.2,,313,79.8,63.9,免费评估
45,蒂赛德大学Teesside University,74.8,,343,66.7,62.5,免费评估
46,伦敦南岸大学London South Bank University,72.6,23.3,222,50.0,58.4,免费评估
47,东伦敦大学University of East London,77.1,,237,59.4,58.1,免费评估
