Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,伯明翰大学University of Birmingham,91.4%,89.8%,50.9%,,73.2%,100.0,免费评估
2,剑桥大学University of Cambridge,84.1%,83.1%,45.0%,568.0,65.5%,96.5,免费评估
3,杜伦大学Durham University,80.2%,83.9%,34.6%,529.0,81.5%,96.4,免费评估
4,牛津大学University of Oxford,63.2%,73.7%,36.2%,534.0,81.8%,92.8,免费评估
5,利兹大学University of Leeds,91.7%,91.8%,30.6%,416.0,70.6%,92.3,免费评估
6,埃克塞特大学University of Exeter,62.6%,73.6%,36.0%,422.0,92.5%,92.0,免费评估
7,爱丁堡大学The University of Edinburgh,69.3%,78.3%,30.1%,457.0,81.8%,90.7,免费评估
8,曼彻斯特大学The University of Manchester,72.4%,74.8%,48.9%,388.0,60.9%,87.8,免费评估
9,伦敦大学亚非学院SOAS University of London,72.3%,77.0%,26.3%,398.0,65.8%,84.3,免费评估
10,威斯敏斯特大学University of Westminster,81.7%,91.2%,11.3%,270.0,59.9%,78.9,免费评估
