Ranking,University Name,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,牛津大学University of Oxford,90.5,58.3,529.0,87.6,100.0,免费评估
2,曼彻斯特大学The University of Manchester,89.1,61.7,543.0,78.2,98.4,免费评估
3,剑桥大学University of Cambridge,78.3,58.3,544.0,80.2,93.5,免费评估
4,伯明翰大学University of Birmingham,82.6,61.7,444.0,86.3,92.6,免费评估
5,伦敦大学皇家霍洛威学院Royal Holloway University of London,80.9,70.0,487.0,67.8,91.1,免费评估
6,谢菲尔德大学The University of Sheffield,93.9,56.7,402.0,72.1,91.0,免费评估
7,格拉斯哥大学University of Glasgow,85.9,45.0,488.0,75.2,90.1,免费评估
8,爱丁堡大学The University of Edinburgh,88.6,35.0,470.0,77.1,88.8,免费评估
9,伦敦国王学院King's College London,73.6,58.3,470.0,81.6,88.1,免费评估
10,诺丁汉大学University of Nottingham,85.4,45.0,435.0,77.2,87.7,免费评估
11,约克大学The University of York,85.5,58.3,397.0,72.9,87.6,免费评估
12,杜伦大学Durham University,76.2,40.0,544.0,75.2,87.5,免费评估
13,纽卡斯尔大学Newcastle University,84.1,50.0,437.0,72.2,87.0,免费评估
14,萨里大学University of Surrey,86.1,35.0,470.0,70.4,86.0,免费评估
15,南安普顿大学University of Southampton,78.2,60.0,399.0,75.6,85.4,免费评估
16,英国女王大学Queen's University Belfast,89.1,46.7,377.0,68.9,84.8,免费评估
17,伦敦城市大学City University London,89.9,41.7,386.0,65.4,83.6,免费评估
18,皇家音乐学院Royal College of Music,81.5,40.0,317.0,94.6,83.5,免费评估
19,班戈大学Bangor University,90.0,40.0,325.0,72.4,82.1,免费评估
20,皇家音乐学院Royal College of Music,84.6,26.7,309.0,95.5,81.8,免费评估
21,布拉德福德大学University of Bradford,74.2,35.0,458.0,72.9,80.8,免费评估
22,哈德斯菲尔德大学University of Huddersfield,87.8,38.3,337.0,69.7,80.7,免费评估
23,利兹大学University of Leeds,79.8,35.0,462.0,60.9,80.5,免费评估
24,伦敦大学金史密斯学院Goldsmiths University of London,81.7,43.3,356.0,69.6,79.9,免费评估
25,基尔大学Keele University,87.4,35.0,361.0,63.9,79.5,免费评估
26,Cardiff University,80.0,33.3,405.0,68.4,79.2,免费评估
27,埃塞克斯大学University of Essex,80.4,35.0,403.0,65.3,78.9,免费评估
28,伯明翰城市大学Birmingham City University,83.3,23.3,327.0,84.2,78.7,免费评估
29,巴斯斯巴大学Bath Spa University,88.2,16.7,369.0,69.9,78.0,免费评估
30,苏格兰皇家音乐学院Royal Conservatoire of Scotland,73.9,23.3,399.0,82.8,77.8,免费评估
31,兰卡斯特大学Lancaster University,77.8,43.3,364.0,63.6,77.1,免费评估
32,英国皇家北方音乐学院Royal Northern College of Music,76.0,15.0,345.0,88.2,75.7,免费评估
33,布鲁内尔大学Brunel University,93.4,25.0,328.0,47.8,74.5,免费评估
34,赫尔大学The University of Hull,89.3,16.7,354.0,54.4,73.9,免费评估
35,牛津布鲁克斯大学Oxford Brookes University,88.3,21.7,345.0,50.8,73.2,免费评估
36,布莱顿大学University of Brighton,88.5,45.0,268.0,41.6,72.0,免费评估
37,米德塞斯大学Middlesex University,90.4,,298.0,67.6,71.4,免费评估
38,泰晤士河谷大学Thames Valley University,83.1,3.3,302.0,73.7,70.6,免费评估
39,利物浦大学The University of Liverpool,76.5,26.7,395.0,47.1,70.5,免费评估
39,龙比亚大学Napier University,85.2,1.7,397.0,51.7,70.5,免费评估
41,伦敦大学亚非学院SOAS University of London,71.5,50.0,,47.2,70.3,免费评估
42,阿尔斯特大学University of Ulster,88.9,10.0,329.0,49.2,69.8,免费评估
43,阿伯丁大学University of Aberdeen,74.0,20.0,400.0,52.4,69.6,免费评估
44,赫特福德大学University of Hertfordshire,82.2,8.3,341.0,55.6,68.7,免费评估
45,德比大学University of Derby,94.5,,351.0,35.9,68.1,免费评估
46,剑桥安鲁大学Anglia Ruskin University,79.1,8.3,276.0,70.2,67.8,免费评估
47,北安普顿大学The University of Northampton,88.4,8.3,272.0,51.5,67.0,免费评估
48,切斯特大学University of Chester,80.6,13.3,312.0,52.7,66.9,免费评估
49,Manchester Metropolitan University,80.4,,338.0,58.3,66.7,免费评估
50,奇切斯特大学University of Chichester,81.2,,335.0,56.9,66.6,免费评估
51,格罗斯特大学University of Gloucestershire,88.0,,259.0,59.4,66.4,免费评估
52,德蒙福特大学De Montfort University,78.5,28.3,315.0,41.0,66.3,免费评估
52,Coventry University,72.2,23.3,336.0,52.1,66.3,免费评估
54,普利茅斯大学University of Plymouth,79.4,25.0,268.0,50.5,66.0,免费评估
55,中央兰开夏大学University of Central Lancashire,80.8,,348.0,50.8,65.5,免费评估
56,索尔福德大学University of Salford,75.3,8.3,341.0,52.1,64.8,免费评估
57,威斯敏斯特大学University of Westminster,70.6,15.0,293.0,61.0,63.9,免费评估
57,哥比亚大学University of Cumbria,83.1,,359.0,37.8,63.9,免费评估
59,南威尔士大学The University of South Wales,69.3,,334.0,65.4,63.4,免费评估
60,东英吉利大学University of East Anglia,72.2,13.3,,52.0,62.2,免费评估
61,坎特伯雷大学Canterbury Christ Church University,75.5,16.7,294.0,43.3,62.1,免费评估
62,桑德兰大学University of Sunderland,78.5,8.3,291.0,44.8,61.9,免费评估
63,南安普顿索伦特大学Southampton Solent University,82.4,,306.0,37.3,60.8,免费评估
63,法尔茅斯大学Falmouth University,71.9,,283.0,60.5,60.8,免费评估
65,约克圣约翰大学York St John University,71.9,15.0,263.0,47.2,59.6,免费评估
66,东伦敦大学University of East London,71.3,,302.0,52.6,59.5,免费评估
67,白金汉大学The University of Buckingham,78.7,,277.0,42.6,59.1,免费评估
68,西苏格兰大学University of the West of Scotland,70.9,,353.0,35.4,57.6,免费评估
69,利物浦约翰摩尔斯大学Liverpool John Moores University,75.6,,311.0,30.3,56.4,免费评估
70,伦敦南岸大学London South Bank University,73.8,,222.0,48.1,55.6,免费评估
71,伦敦艺术大学University of the Arts London,62.4,,239.0,62.5,54.9,免费评估
72,金斯顿大学Kingston University,61.3,3.3,315.0,46.1,54.8,免费评估
73,肯特大学University of Kent,42.1,,333.0,59.3,49.8,免费评估
