Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,巴斯大学University of Bath,92.9%,92.8%,52.9%,215,96.8%,100.0,免费评估
2,剑桥大学University of Cambridge,81.3%,76.5%,49.0%,221,93.2%,94.9,免费评估
3,谢菲尔德大学The University of Sheffield,,,36.6%,169,95.4%,94.5,免费评估
4,伦敦大学学院University College London,,,54.1%,199,94.2%,92.8,免费评估
5,University of Strathclyde,88.8%,81.4%,23.0%,196,94.5%,91.7,免费评估
6,卡迪夫大学Cardiff University,86.8%,81.2%,40.7%,174,89.8%,91.1,免费评估
7,纽卡斯尔大学Newcastle University,77.5%,76.4%,43.7%,184,94.1%,90.9,免费评估
8,英国女王大学Queen's University Belfast,82.1%,78.4%,35.2%,159,93.4%,88.9,免费评估
9,爱丁堡大学The University of Edinburgh,74.8%,72.8%,35.1%,195,87.8%,87.8,免费评估
10,诺丁汉大学University of Nottingham,84.5%,85.3%,14.8%,172,90.7%,87.1,免费评估
11,肯特大学University of Kent,77.6%,81.9%,33.3%,153,91.8%,87.0,免费评估
12,曼彻斯特建筑学院Manchester School of Architecture,83.0%,84.6%,12.6%,171,91.8%,86.6,免费评估
13,西英格兰大学University of the West of England,95.3%,94.2%,10.6%,137,87.3%,86.3,免费评估
14,利物浦大学The University of Liverpool,78.1%,77.6%,43.5%,150,83.7%,86.0,免费评估
15,牛津布鲁克斯大学Oxford Brookes University,86.1%,86.3%,17.6%,154,86.7%,85.7,免费评估
16,罗伯特高登大学The Robert Gordon University,90.4%,88.1%,8.3%,167,81.7%,85.0,免费评估
17,邓迪大学University of Dundee,83.9%,77.0%,8.7%,161,88.6%,84.0,免费评估
18,德比大学University of Derby,85.3%,82.8%,6.7%,119,93.4%,82.8,免费评估
19,威斯敏斯特大学University of Westminster,91.0%,88.8%,10.7%,138,78.2%,82.6,免费评估
19,德蒙福特大学De Montfort University,77.2%,75.2%,35.9%,110,87.5%,82.6,免费评估
21,中央兰开夏大学University of Central Lancashire,93.2%,87.4%,3.0%,140,80.0%,82.4,免费评估
21,卡迪夫都市大学Cardiff Metropolitan University,90.1%,89.3%,,123,88.2%,82.4,免费评估
21,创意艺术大学University for the Creative Arts,96.8%,96.5%,3.4%,119,79.0%,82.4,免费评估
24,Northumbria University,87.4%,87.9%,5.9%,149,79.2%,82.0,免费评估
25,普利茅斯大学University of Plymouth,84.5%,83.0%,13.2%,118,86.5%,81.8,免费评估
26,利物浦约翰摩尔斯大学Liverpool John Moores University,80.3%,76.9%,4.9%,156,80.7%,80.2,免费评估
27,阿尔斯特大学University of Ulster,72.2%,63.8%,28.6%,128,85.4%,80.1,免费评估
28,伯明翰城市大学Birmingham City University,83.6%,80.1%,9.6%,126,81.3%,80.0,免费评估
28,伦敦艺术大学University of the Arts London,82.8%,85.4%,,122,86.7%,80.0,免费评估
30,考文垂大学Coventry University,86.5%,87.1%,10.3%,125,74.8%,79.6,免费评估
31,伯恩茅斯艺术大学Arts University Bournemouth,84.2%,86.4%,2.4%,119,81.6%,79.2,免费评估
32,朴茨茅斯大学University of Portsmouth,80.4%,81.9%,,125,85.8%,79.1,免费评估
32,诺丁汉特伦特大学Nottingham Trent University,81.4%,83.5%,3.4%,126,82.1%,79.1,免费评估
34,龙比亚大学Napier University,72.5%,73.8%,5.7%,167,80.0%,79.0,免费评估
35,林肯大学University of Lincoln,79.6%,79.2%,3.2%,124,84.2%,78.7,免费评估
36,北安普顿大学The University of Northampton,91.0%,84.5%,,101*,78.9%,78.2,免费评估
37,金斯顿大学Kingston University,81.5%,82.0%,10.1%,124,75.3%,78.1,免费评估
37,哈德斯菲尔德大学University of Huddersfield,80.8%,73.6%,,131,82.7%,78.1,免费评估
39,利兹贝克特大学Leeds Beckett University,86.9%,83.2%,5.6%,106,76.8%,77.8,免费评估
40,格林威治大学The University of Greenwich,82.2%,69.8%,2.0%,122,82.8%,77.7,免费评估
41,南安普顿索伦特大学Southampton Solent University,90.2%,86.8%,,91,78.6%,77.4,免费评估
41,布莱顿大学University of Brighton,80.8%,73.3%,13.1%,116,76.7%,77.4,免费评估
43,伦敦都市大学London Metropolitan University,80.0%,72.1%,7.2%,136,73.6%,76.9,免费评估
44,索尔福德大学University of Salford,76.8%,80.6%,19.6%,118,68.6%,76.2,免费评估
45,波尔顿大学University of Bolton,78.3%,79.2%,2.5%,,75%*,75.5,免费评估
46,谢菲尔德哈莱姆大学Sheffield Hallam University,77.1%,77.4%,13.4%,111,67.6%,74.3,免费评估
47,伦敦南岸大学London South Bank University,74.3%,73.7%,19.6%,99,70.8%,74.2,免费评估
48,诺里奇艺术大学Norwich University of the Arts,81.8%,66.4%,,98,76.9%,73.8,免费评估
49,米德塞斯大学Middlesex University,81.6%,85.4%,13.3%,97,62.5%,73.6,免费评估
50,剑桥安鲁大学Anglia Ruskin University,68.4%,61.9%,5.2%,89*,80.0%,71.4,免费评估
51,东伦敦大学University of East London,80.6%,73.5%,8.1%,107,54.1%,70.1,免费评估
52,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,61.4%,46.2%,9.1%,,68.0%,63.9,免费评估
