Ranking,University Name,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,剑桥大学University of Cambridge,85.6,31.7,546.0,81.7,100.0,免费评估
2,巴斯大学University of Bath,85.5,48.3,416.0,76.6,96.8,免费评估
3,南安普顿大学University of Southampton,89.7,46.7,381.0,57.7,93.3,免费评估
4,萨里大学University of Surrey,87.7,38.3,401.0,63.0,92.4,免费评估
5,华威大学The University of Warwick,82.3,38.3,428.0,65.8,90.9,免费评估
6,杜伦大学Durham University,83.9,30.0,429.0,68.7,90.8,免费评估
7,肯特大学University of Kent,83.3,43.3,365.0,67.8,90.3,免费评估
8,约克大学The University of York,84.3,40.0,378.0,61.9,89.4,免费评估
9,兰卡斯特大学Lancaster University,81.8,43.3,396.0,60.6,89.1,免费评估
10,拉夫堡大学Loughborough University,86.1,31.7,364.0,64.8,88.8,免费评估
10,利兹大学University of Leeds,80.6,45.0,386.0,62.5,88.8,免费评估
12,曼彻斯特大学The University of Manchester,84.0,46.7,391.0,50.5,88.7,免费评估
13,埃克塞特大学University of Exeter,86.5,31.7,408.0,52.9,88.2,免费评估
14,基尔大学Keele University,87.5,31.7,415.0,44.4,87.3,免费评估
15,埃塞克斯大学University of Essex,84.4,35.0,380.0,56.0,87.2,免费评估
16,伯明翰大学University of Birmingham,82.3,13.3,380.0,81.4,86.9,免费评估
17,爱丁堡大学The University of Edinburgh,77.6,38.3,453.0,54.4,86.6,免费评估
17,阿伯丁大学University of Aberdeen,78.2,28.3,426.0,67.8,86.6,免费评估
19,纽卡斯尔大学Newcastle University,83.9,26.7,354.0,66.9,86.4,免费评估
20,英国女王大学Queen's University Belfast,91.0,31.7,348.0,43.3,86.3,免费评估
21,埃塞克斯大学University of Essex,84.4,43.3,361.0,44.4,85.6,免费评估
22,谢菲尔德大学The University of Sheffield,83.4,35.0,352.0,56.4,85.5,免费评估
23,格拉斯哥大学University of Glasgow,83.9,20.0,413.0,57.2,85.3,免费评估
24,东英吉利大学University of East Anglia,82.3,25.0,446.0,49.0,85.0,免费评估
25,莱斯特大学University of Leicester,85.3,16.7,370.0,60.7,84.4,免费评估
26,布拉德福德大学University of Bradford,76.8,23.3,438.0,61.2,83.7,免费评估
27,诺丁汉大学University of Nottingham,82.6,23.7,360.0,59.5,83.6,免费评估
28,斯特林大学University of Stirling,84.2,25.0,388.0,42.0,82.1,免费评估
28,朴茨茅斯大学University of Portsmouth,85.0,25.0,323.0,51.9,82.1,免费评估
30,阿斯顿大学Aston University,87.9,10.0,327.0,57.8,82.0,免费评估
31,哈德斯菲尔德大学University of Huddersfield,88.2,8.3,252.0,68.8,81.1,免费评估
32,罗伯特高登大学The Robert Gordon University,84.2,5.0,351.0,63.1,80.9,免费评估
33,伦敦政治经济学院The London School of Economics and Political Science,70.2,28.3,434.0,58.7,80.0,免费评估
33,伦敦大学金史密斯学院Goldsmiths University of London,79.5,43.3,326.0,39.4,80.0,免费评估
35,Coventry University,88.7,,281.0,64.3,79.9,免费评估
36,Cardiff University,74.2,35.0,365.0,49.3,78.9,免费评估
37,切斯特大学University of Chester,90.3,5.0,290.0,47.2,78.5,免费评估
38,布拉德福德大学University of Bradford,82.2,23.3,281.0,48.5,77.4,免费评估
39,龙比亚大学Napier University,80.7,3.3,358.0,54.3,76.8,免费评估
40,布鲁内尔大学Brunel University,82.9,23.3,307.0,38.2,76.7,免费评估
41,伦敦大学皇家霍洛威学院Royal Holloway University of London,78.8,21.7,351.0,41.8,76.5,免费评估
42,东伦敦大学University of East London,85.4,20.0,257.0,38.6,75.5,免费评估
43,阿伯泰邓迪大学University of Abertay Dundee,80.6,,321.0,58.5,75.4,免费评估
44,罗汉普顿大学Roehampton University,85.3,13.3,265.0,42.1,75.1,免费评估
45,西英格兰大学University of the West of England,81.5,5.0,335.0,46.8,75.0,免费评估
46,思克莱德大学University of Strathclyde,83.7,6.7,,44.7,74.9,免费评估
46,北安普顿大学The University of Northampton,89.5,,262.0,43.5,74.9,免费评估
48,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,79.3,11.2,384.0,36.6,74.8,免费评估
49,诺桑比亚大学Northumbria University,79.2,15.0,348.0,39.0,74.6,免费评估
50,索尔福德大学University of Salford,80.5,22.3,289.0,38.6,74.4,免费评估
51,牛津布鲁克斯大学Oxford Brookes University,78.7,,363.0,50.5,74.2,免费评估
52,赫尔大学The University of Hull,78.5,20.0,305.0,41.6,74.0,免费评估
53,University of Lincoln,79.4,,319.0,54.6,73.7,免费评估
54,布莱顿大学University of Brighton,78.7,14.4,289.0,45.0,73.0,免费评估
55,"特威克南圣玛丽大学St Mary's, Twickenham",80.1,,263.0,58.3,72.6,免费评估
55,伦敦城市大学City University London,68.6,25.0,367.0,45.5,72.6,免费评估
57,班戈大学Bangor University,80.1,,284.0,54.2,72.5,免费评估
57,阿尔斯特大学University of Ulster,90.5,,280.0,26.6,72.5,免费评估
59,威斯敏斯特大学University of Westminster,86.0,,279.0,38.5,72.4,免费评估
59,格林威治大学The University of Greenwich,85.2,,299.0,36.7,72.4,免费评估
61,坎特伯雷大学Canterbury Christ Church University,84.6,,252.0,46.1,72.1,免费评估
61,贝德福德大学University of Bedfordshire,85.3,20.0,209.0,32.7,72.1,免费评估
63,诺丁汉特伦特大学Nottingham Trent University,81.7,,293.0,44.9,71.9,免费评估
64,Manchester Metropolitan University,77.9,15.0,317.0,35.9,71.8,免费评估
65,米德塞斯大学Middlesex University,82.5,,297.0,40.9,71.6,免费评估
66,普利茅斯大学University of Plymouth,78.8,15.0,280.0,39.0,71.5,免费评估
66,利物浦大学The University of Liverpool,72.7,13.3,384.0,37.5,71.5,免费评估
68,伯明翰城市大学Birmingham City University,77.4,10.0,296.0,43.2,71.1,免费评估
69,蒂赛德大学Teesside University,81.0,11.7,274.0,34.3,70.7,免费评估
70,桑德兰大学University of Sunderland,82.3,,282.0,38.7,70.3,免费评估
71,剑桥安鲁大学Anglia Ruskin University,82.8,,246.0,41.7,69.8,免费评估
72,中央兰开夏大学University of Central Lancashire,79.0,,314.0,38.1,69.5,免费评估
73,斯塔福德郡大学Staffordshire University,78.5,11.7,230.0,42.6,69.3,免费评估
74,德蒙福特大学De Montfort University,75.7,13.3,277.0,39.5,69.2,免费评估
75,巴斯斯巴大学Bath Spa University,78.2,,293.0,41.8,69.0,免费评估
76,伍斯特大学University of Worcester,79.4,,279.0,40.9,68.9,免费评估
77,利物浦约翰摩尔斯大学Liverpool John Moores University,79.9,,290.0,33.0,67.9,免费评估
78,南威尔士大学The University of South Wales,78.8,,288.0,35.7,67.8,免费评估
79,利兹贝克特大学Leeds Beckett University,81.2,,242.0,37.0,67.6,免费评估
