Rank,Institution,Country/Region,Pub,CNCI,IC,TOP,AWARD,Total Score,Free
1,Harvard University,United States,100.0,85.2,60.2,100.0,,348.6,免费评估
2,多伦多大学University of Toronto,Canada,84.7,80.8,73.9,72.0,,282.8,免费评估
3,Stanford University,United States,67.5,89.9,57.9,85.0,,279.5,免费评估
4,伦敦大学学院University College London,United Kingdom,81.8,80.2,71.9,66.8,,270.1,免费评估
5,"University of California, Los Angeles",United States,78.7,84.7,48.4,68.5,,268.0,免费评估
6,Columbia University,United States,78.0,80.2,55.7,69.4,,266.8,免费评估
7,Northwestern University,United States,61.9,85.7,52.7,79.2,,259.8,免费评估
7,Yale University,United States,75.0,85.5,58.3,65.9,,259.8,免费评估
9,New York University,United States,69.4,84.7,55.1,71.1,,258.7,免费评估
10,University of Pennsylvania,United States,70.6,86.0,51.6,69.4,,258.3,免费评估
11,University of Michigan-Ann Arbor,United States,77.0,84.4,48.8,62.1,,255.7,免费评估
12,Duke University,United States,64.4,85.2,58.6,67.7,,246.5,免费评估
13,"University of Minnesota, Twin Cities",United States,72.7,81.4,49.7,60.1,,244.9,免费评估
14,The Ohio State University - Columbus,United States,63.6,82.8,53.0,64.0,,238.0,免费评估
15,University of Amsterdam,Netherlands,67.4,85.7,70.7,54.9,,233.4,免费评估
16,University of British Columbia,Canada,64.5,83.6,75.7,58.1,,233.3,免费评估
17,"University of California, Berkeley",United States,54.8,88.4,59.5,64.0,,228.3,免费评估
18,Radboud University Nijmegen,Netherlands,65.8,78.5,76.8,54.9,,227.9,免费评估
19,牛津大学University of Oxford,United Kingdom,64.0,83.6,78.6,51.5,,222.9,免费评估
20,The University of Texas at Austin,United States,59.3,84.1,51.3,56.0,,220.1,免费评估
21,"University of California, San Diego",United States,65.2,81.4,59.2,50.3,,219.9,免费评估
22,University of Chicago,United States,51.8,85.5,55.3,62.1,,219.1,免费评估
23,VU University Amsterdam,Netherlands,64.8,78.8,73.7,49.1,,217.6,免费评估
24,Utrecht University,Netherlands,66.8,78.8,68.7,46.6,,216.3,免费评估
25,Cornell University,United States,54.8,85.2,55.4,57.0,,215.9,免费评估
26,University of Illinois at Urbana-Champaign,United States,61.1,81.9,48.7,49.1,,211.2,免费评估
27,King's College London,United Kingdom,69.5,83.6,75.5,38.0,,210.7,免费评估
28,University of Groningen,Netherlands,63.6,81.6,74.4,43.9,,209.6,免费评估
29,University of Virginia,United States,48.5,91.2,50.4,57.0,,208.9,免费评估
30,"University of Pittsburgh, Pittsburgh Campus",United States,64.1,82.8,49.3,43.9,,208.4,免费评估
31,Pennsylvania State University - University Park,United States,72.5,79.4,49.8,34.7,,205.6,免费评估
32,KU Leuven,Belgium,66.1,79.7,82.6,38.0,,204.2,免费评估
33,University of Washington,United States,67.2,83.3,45.6,38.0,,204.1,免费评估
34,"University of California, Davis",United States,57.4,86.8,56.4,45.3,,203.0,免费评估
35,University of Wisconsin - Madison,United States,59.3,86.0,44.9,43.9,,202.3,免费评估
36,Vanderbilt University,United States,54.7,86.5,49.7,47.8,,202.1,免费评估
37,The University of Queensland,Australia,63.3,74.9,73.2,41.1,,201.3,免费评估
38,Arizona State University,United States,64.9,82.8,45.0,36.4,,197.8,免费评估
39,University of Southern California,United States,53.6,82.2,52.2,46.6,,196.6,免费评估
40,Johns Hopkins University,United States,62.0,77.9,47.9,39.6,,196.2,免费评估
40,"University of California, Irvine",United States,43.7,85.7,55.5,54.9,,196.2,免费评估
40,University of North Carolina at Chapel Hill,United States,65.2,83.0,48.1,34.7,,196.2,免费评估
43,Michigan State University,United States,57.7,87.6,47.9,39.6,,194.4,免费评估
44,Princeton University,United States,34.2,91.7,64.0,59.1,,192.3,免费评估
45,Florida State University,United States,57.6,83.3,44.8,39.6,,191.8,免费评估
46,Erasmus University,Netherlands,50.6,84.9,71.6,43.9,,191.3,免费评估
47,The University of New South Wales,Australia,59.5,78.8,69.4,36.4,,190.1,免费评估
48,Washington University in St. Louis,United States,51.4,83.3,52.8,43.9,,189.9,免费评估
49,Ghent University,Belgium,60.6,81.4,75.8,32.9,,188.5,免费评估
50,Indiana University Bloomington,United States,51.5,82.5,54.0,41.1,,185.5,免费评估
50,Leiden University,Netherlands,53.3,79.4,65.8,39.6,,185.5,免费评估
