Rank,Institution,Country/Region,Pub,CNCI,IC,TOP,AWARD,Total Score,Free
1,Harvard University,UnitedStates,100.0,96.4,72.1,100.0,43.3,354.2,免费评估
2,伦敦大学学院University College London,UnitedKingdom,69.0,87.5,82.8,64.7,86.6,324.3,免费评估
3,Columbia University,UnitedStates,52.1,94.5,66.1,49.9,90.1,299.8,免费评估
4,Rockefeller University,UnitedStates,24.5,100.0,74.7,25.6,100.0,265.0,免费评估
5,Massachusetts Institute of Technology (MIT),UnitedStates,41.0,100.0,72.9,45.0,61.2,261.8,免费评估
6,"University of California, Los Angeles",UnitedStates,55.5,87.9,63.2,50.5,50.0,256.6,免费评估
7,University of Zurich,Switzerland,46.5,87.5,84.8,43.0,61.2,255.3,免费评估
8,The University of Texas Southwestern Medical Center at Dallas,UnitedStates,35.1,88.4,59.2,33.2,75.0,243.4,免费评估
9,Johns Hopkins University,UnitedStates,69.8,92.1,67.5,66.1,0.0,241.4,免费评估
10,剑桥大学University of Cambridge,UnitedKingdom,46.6,92.1,83.0,46.3,35.4,237.0,免费评估
11,"University of California, San Francisco",UnitedStates,59.4,99.0,70.3,59.8,0.0,232.2,免费评估
12,University of Pennsylvania,UnitedStates,60.1,94.8,62.9,59.1,0.0,226.6,免费评估
13,Stanford University,UnitedStates,54.6,100.0,66.8,55.3,0.0,223.2,免费评估
14,University of Toronto,Canada,65.1,83.2,76.8,58.5,0.0,222.2,免费评估
15,牛津大学University of Oxford,UnitedKingdom,57.4,92.1,85.5,55.4,0.0,222.0,免费评估
16,Norwegian University of Science and Technology - NTNU,Norway,22.2,76.6,75.9,16.2,86.6,216.7,免费评估
17,Yale University,UnitedStates,52.4,96.2,68.6,53.2,0.0,215.5,免费评估
18,University of Washington,UnitedStates,55.6,90.6,65.5,51.1,0.0,210.4,免费评估
19,The University of Texas Health Science Center at Houston,UnitedStates,34.4,81.5,65.2,31.1,50.0,210.1,免费评估
20,"University of California, San Diego",UnitedStates,53.2,93.1,67.7,49.7,0.0,209.6,免费评估
21,"University of Pittsburgh, Pittsburgh Campus",UnitedStates,56.9,87.9,58.5,52.8,0.0,209.3,免费评估
22,University of Gothenburg,Sweden,32.0,84.5,82.8,26.1,50.0,209.0,免费评估
23,Washington University in St. Louis,UnitedStates,47.7,100.0,61.4,48.8,0.0,208.8,免费评估
24,Karolinska Institute,Sweden,55.0,86.2,86.6,48.2,0.0,206.8,免费评估
25,帝国理工学院Imperial College London,UnitedKingdom,49.2,90.6,85.5,48.5,0.0,205.4,免费评估
26,University of Strasbourg,France,22.1,83.0,80.0,22.0,61.2,204.3,免费评估
27,伦敦国王学院King's College London,UnitedKingdom,47.4,91.8,83.8,47.8,0.0,203.7,免费评估
27,The University of Melbourne,Australia,52.8,87.9,76.7,47.6,0.0,203.7,免费评估
29,McGill University,Canada,51.2,84.4,79.5,49.7,0.0,201.2,免费评估
30,University of Michigan-Ann Arbor,UnitedStates,51.7,88.5,58.1,48.7,0.0,200.5,免费评估
31,The University of Western Australia,Australia,31.6,76.4,74.8,24.4,53.0,200.4,免费评估
32,Icahn School of Medicine at Mount Sinai,UnitedStates,43.5,99.1,67.7,44.0,0.0,200.2,免费评估
33,Sorbonne University,France,50.9,85.3,79.6,47.8,0.0,199.9,免费评估
34,Free University Berlin,Germany,51.2,85.1,75.3,47.6,0.0,199.0,免费评估
35,Emory University,UnitedStates,50.3,89.2,61.3,45.6,0.0,197.4,免费评估
36,Humboldt University of Berlin,Germany,50.3,85.1,74.7,46.6,0.0,197.0,免费评估
37,University of North Carolina at Chapel Hill,UnitedStates,46.7,91.7,64.1,45.4,0.0,196.6,免费评估
38,New York University,UnitedStates,44.8,95.4,65.9,42.5,0.0,195.8,免费评估
39,University of Munich,Germany,45.5,90.3,79.3,43.9,0.0,195.6,免费评估
40,Duke University,UnitedStates,48.7,87.8,63.9,45.4,0.0,194.7,免费评估
41,Cornell University,UnitedStates,44.0,94.7,64.8,42.4,0.0,194.1,免费评估
42,Charite - Universitats Medizin Berlin,Germany,47.2,86.7,75.0,44.6,0.0,193.5,免费评估
43,California Institute of Technology,UnitedStates,17.5,100.0,69.7,18.7,43.3,193.4,免费评估
44,Mayo Medical School,UnitedStates,48.5,87.1,60.2,43.2,0.0,190.9,免费评估
45,Heidelberg University,Germany,46.7,85.3,75.4,43.0,0.0,190.2,免费评估
46,University of Amsterdam,Netherlands,44.5,89.4,78.2,40.0,0.0,189.6,免费评估
47,Utrecht University,Netherlands,45.0,86.9,77.1,41.4,0.0,188.7,免费评估
48,Northwestern University,UnitedStates,46.3,87.0,58.5,42.7,0.0,187.7,免费评估
49,Vanderbilt University,UnitedStates,45.9,87.1,60.0,41.7,0.0,186.8,免费评估
50,University of Copenhagen,Denmark,51.1,79.1,78.0,40.8,0.0,186.5,免费评估
