Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,88.7,33.3,651.0,86.1,100.0,免费评估
2,邓迪大学University of Dundee,86.9,38.3,494.0,,94.4,免费评估
3,牛津大学University of Oxford,78.6,46.7,575.0,78.0,94.0,免费评估
4,英国女王大学Queen's University Belfast,92.5,30.0,405.0,86.3,93.6,免费评估
5,曼彻斯特大学The University of Manchester,86.6,35.0,454.0,75.1,90.8,免费评估
6,伦敦大学学院University College London,78.9,35.1,520.0,80.2,89.4,免费评估
7,利兹大学University of Leeds,89.9,30.0,423.0,65.9,88.5,免费评估
8,纽卡斯尔大学Newcastle University,86.2,30.0,487.0,63.6,87.8,免费评估
9,爱丁堡大学The University of Edinburgh,87.4,28.3,,66.7,87.0,免费评估
10,伦敦国王学院King's College London,81.3,31.7,457.0,75.4,86.9,免费评估
11,拉夫堡大学Loughborough University,82.9,33.0,374.0,75.8,85.7,免费评估
12,阿伯丁大学University of Aberdeen,85.1,16.7,460.0,77.2,85.2,免费评估
12,格拉斯哥大学University of Glasgow,81.5,28.3,487.0,66.9,85.2,免费评估
14,利物浦大学The University of Liverpool,88.8,25.0,422.0,58.6,84.8,免费评估
15,布里斯托大学University of Bristol,78.4,28.3,462.0,67.9,82.8,免费评估
16,哈德斯菲尔德大学University of Huddersfield,86.4,,368.0,93.0,81.4,免费评估
17,朴茨茅斯大学University of Portsmouth,87.0,28.3,290.0,60.0,80.8,免费评估
18,"St George's, London",87.4,16.7,360.0,,80.7,免费评估
19,诺丁汉大学University of Nottingham,87.6,16.7,436.0,51.4,80.6,免费评估
20,莱斯特大学University of Leicester,87.8,,422.0,76.4,80.5,免费评估
21,萨塞克斯大学University of Sussex,80.5,31.7,411.0,51.8,80.1,免费评估
22,雷丁大学University of Reading,82.1,15.0,404.0,66.7,79.0,免费评估
23,东伦敦大学University of East London,86.1,16.7,312.0,,77.6,免费评估
24,阿尔斯特大学University of Ulster,87.3,,309.0,79.2,77.2,免费评估
25,曼彻斯特城市大学Manchester Metropolitan University,82.5,15.0,308.0,,74.0,免费评估
26,牛津布鲁克斯大学Oxford Brookes University,86.6,16.7,331.0,37.5,73.8,免费评估
27,普利茅斯大学University of Plymouth,83.9,6.7,342.0,45.0,71.2,免费评估
28,威斯敏斯特大学University of Westminster,68.9,,284.0,65.1,62.8,免费评估
