Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,华威大学The University of Warwick,467.0,4.34,3.5,54.0,100.0,免费评估
2,谢菲尔德大学The University of Sheffield,439.0,4.12,2.2,78.0,98.7,免费评估
3,利兹大学University of Leeds,395.0,4.04,2.65,71.0,96.8,免费评估
4,兰卡斯特大学Lancaster University,,4.2,2.8,66.0,96.5,免费评估
5,纽卡斯尔大学Newcastle University,430.0,4.28,2.45,59.0,96.3,免费评估
6,东英吉利大学University of East Anglia,418.0,4.13,3.4,49.0,96.1,免费评估
7,卡迪夫大学Cardiff University,399.0,3.99,3.15,58.0,95.8,免费评估
8,莱斯特大学University of Leicester,375.0,3.99,3.04,61.0,95.1,免费评估
9,南安普顿大学University of Southampton,406.0,4.13,2.65,55.0,94.7,免费评估
10,林肯大学University of Lincoln,346.0,3.92,2.75,70.0,94.6,免费评估
11,伦敦大学金史密斯学院Goldsmiths University of London,378.0,4.04,3.2,52.0,94.3,免费评估
12,拉夫堡大学Loughborough University,379.0,4.04,2.4,63.0,94.1,免费评估
13,伦敦大学皇家霍洛威学院Royal Holloway University of London,391.0,3.97,2.9,54.0,94.0,免费评估
14,威斯敏斯特大学University of Westminster,339.0,3.83,3.5,54.0,93.1,免费评估
15,萨塞克斯大学University of Sussex,379.0,4.13,2.9,47.0,92.9,免费评估
16,伯恩茅斯大学Bournemouth University,360.0,3.74,2.5,66.0,92.9,免费评估
17,斯特林大学University of Stirling,411.0,3.82,2.75,49.0,92.7,免费评估
18,思克莱德大学University of Strathclyde,466.0,3.84,,63.0,92.5,免费评估
19,罗伯特高登大学The Robert Gordon University,364.0,4.07,2.1,58.0,91.8,免费评估
20,考文垂大学Coventry University,301.0,4.06,2.45,64.0,91.6,免费评估
21,萨里大学University of Surrey,388.0,3.72,2.1,58.0,91.3,免费评估
22,诺丁汉大学University of Nottingham,366.0,3.93,2.3,,91.0,免费评估
23,伯明翰城市大学Birmingham City University,317.0,3.91,2.7,57.0,91.0,免费评估
24,伦敦大学玛丽女王学院Queen Mary University of London,406.0,4.05,,61.0,90.8,免费评估
25,西英格兰大学University of the West of England,330.0,4.06,2.65,46.0,89.9,免费评估
26,诺丁汉特伦特大学Nottingham Trent University,323.0,3.88,2.8,49.0,89.9,免费评估
27,利兹都会大学Leeds Metropolitan University,265.0,3.95,2.55,63.0,89.9,免费评估
28,利物浦大学The University of Liverpool,406.0,3.97,1.8,45.0,89.8,免费评估
29,伯明翰大学University of Birmingham,,4.09,,68.0,89.6,免费评估
30,斯旺西大学Swansea University,334.0,3.66,2.05,60.0,89.3,免费评估
31,布鲁内尔大学Brunel University,349.0,3.81,2.4,45.0,88.7,免费评估
32,龙比亚大学Napier University,386.0,3.95,,56.0,88.7,免费评估
33,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,392.0,3.79,2.3,38.0,88.7,免费评估
34,中央兰开夏大学University of Central Lancashire,293.0,3.84,2.2,58.0,88.5,免费评估
35,玛格丽特女王大学Queen Margaret University,335.0,3.95,2.45,42.0,88.4,免费评估
36,牛津布鲁克斯大学Oxford Brookes University,336.0,4.17,,59.0,88.3,免费评估
37,诺桑比亚大学Northumbria University,348.0,3.99,2.25,41.0,88.3,免费评估
38,赫特福德大学University of Hertfordshire,354.0,3.83,2.15,45.0,88.3,免费评估
39,布莱顿大学University of Brighton,292.0,4.1,2.2,49.0,88.0,免费评估
40,基尔大学Keele University,348.0,4.12,,55.0,87.8,免费评估
41,温切斯特大学University of Winchester,308.0,4.04,2.25,45.0,87.7,免费评估
42,伦敦城市大学City University London,394.0,3.56,,57.0,87.5,免费评估
43,班戈大学Bangor University,291.0,3.98,1.95,53.0,87.5,免费评估
44,阿尔斯特大学University of Ulster,303.0,3.96,2.8,36.0,87.1,免费评估
45,巴斯斯巴大学Bath Spa University,323.0,4.01,1.8,46.0,87.1,免费评估
46,索尔福德大学University of Salford,349.0,3.49,2.55,41.0,87.1,免费评估
47,德蒙福特大学De Montfort University,292.0,3.98,2.42,42.0,86.8,免费评估
48,哈德斯菲尔德大学University of Huddersfield,295.0,4.09,1.0,59.0,86.5,免费评估
49,谢菲尔德哈莱姆大学Sheffield Hallam University,296.0,3.97,2.4,38.0,86.1,免费评估
50,亚伯大学Aberystwyth University,303.0,3.81,2.7,35.0,86.0,免费评估
51,朴茨茅斯大学University of Portsmouth,284.0,4.09,2.1,41.0,85.9,免费评估
52,桑德兰大学University of Sunderland,300.0,3.71,2.75,36.0,85.8,免费评估
53,金斯顿大学Kingston University,294.0,3.83,1.7,50.0,85.7,免费评估
54,曼彻斯特城市大学Manchester Metropolitan University,331.0,3.86,1.99,34.0,85.1,免费评估
55,罗汉普顿大学Roehampton University,260.0,3.94,2.35,40.0,84.9,免费评估
56,布拉德福德大学University of Bradford,285.0,4.08,1.65,40.0,84.4,免费评估
57,斯塔福德郡大学Staffordshire University,262.0,3.97,1.85,44.0,84.4,免费评估
58,米德塞斯大学Middlesex University,276.0,3.72,2.15,42.0,84.4,免费评估
59,西苏格兰大学University of the West of Scotland,308.0,3.77,1.9,38.0,84.4,免费评估
60,南威尔士大学The University of South Wales,313.0,3.77,2.15,33.0,84.3,免费评估
61,伦敦都市大学London Metropolitan University,237.0,3.83,2.35,44.0,84.3,免费评估
62,南安普顿索伦特大学Southampton Solent University,336.0,3.91,,42.0,84.2,免费评估
