Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,82.6,41.7,563,0.0,100.0,免费评估
2,杜伦大学Durham University,87.4,31.7,437,86.0,92.1,免费评估
3,约克大学The University of York,85.7,30.0,402,76.1,88.1,免费评估
4,斯特林大学University of Stirling,80.2,28.3,382,93.3,86.8,免费评估
5,西苏格兰大学University of the West of Scotland,87.3,13.3,372,91.5,85.6,免费评估
5,格拉斯哥大学University of Glasgow,80.0,16.7,401,98.0,85.6,免费评估
7,谢菲尔德大学The University of Sheffield,89.4,23.3,400,0.0,84.2,免费评估
8,伯明翰大学University of Birmingham,85.4,21.7,360,73.5,84.1,免费评估
9,东英吉利大学University of East Anglia,81.7,26.7,358,75.0,83.8,免费评估
10,曼彻斯特大学The University of Manchester,89.2,31.7,320,59.0,83.7,免费评估
11,布莱顿大学University of Brighton,86.5,18.3,314,82.8,83.4,免费评估
12,邓迪大学University of Dundee,82.9,10.0,367,94.6,82.9,免费评估
13,坎特伯雷大学Canterbury Christ Church University,82.0,18.3,325,87.9,82.8,免费评估
14,曼彻斯特城市大学Manchester Metropolitan University,80.1,31.7,324,73.9,82.6,免费评估
15,伯明翰城市大学Birmingham City University,87.5,11.7,317,83.0,82.5,免费评估
16,阿伯丁大学University of Aberdeen,74.2,11.7,400,100.0,81.8,免费评估
17,哈德斯菲尔德大学University of Huddersfield,93.4,8.3,323,79.2,81.5,免费评估
17,卡迪夫大学Cardiff University,79.6,35.0,384,58.3,81.5,免费评估
19,爱丁堡大学The University of Edinburgh,67.4,25.0,415,93.9,81.4,免费评估
19,诺桑比亚大学Northumbria University,87.8,,321,89.4,81.4,免费评估
21,雷丁大学University of Reading,87.0,16.7,341,78.9,81.3,免费评估
22,利兹大学University of Leeds,85.6,33.3,337,72.7,80.7,免费评估
23,思克莱德大学University of Strathclyde,76.0,13.3,401,86.8,80.5,免费评估
23,布鲁内尔大学Brunel University,84.0,8.3,356,88.5,80.5,免费评估
25,基尔大学Keele University,88.3,31.7,300,60.3,80.4,免费评估
26,华威大学The University of Warwick,69.2,33.3,370,69.2,78.8,免费评估
27,"St Mary's University College, Twickenham",78.6,3.3,314,92.5,78.7,免费评估
28,艾芝西尔大学Edge Hill University,80.5,1.7,337,83.2,78.5,免费评估
29,巴斯斯巴大学Bath Spa University,82.3,5.0,326,75.1,78.2,免费评估
30,奇切斯特大学University of Chichester,83.8,,317,79.4,78.1,免费评估
31,牛津布鲁克斯大学Oxford Brookes University,82.0,13.3,334,72.6,77.4,免费评估
32,西英格兰大学University of the West of England,83.2,8.3,311,70.5,77.0,免费评估
33,温切斯特大学University of Winchester,82.9,16.7,309,66.9,76.5,免费评估
34,谢菲尔德哈莱姆大学Sheffield Hallam University,78.9,11.7,324,78.9,76.4,免费评估
34,普利茅斯大学University of Plymouth,83.9,16.7,302,65.8,76.4,免费评估
36,"圣马克与圣约翰大学University of St Mark & St John, Plymouth",90.1,1.7,259,85.7,76.2,免费评估
37,格罗斯特大学University of Gloucestershire,77.7,15.0,309,68.7,75.8,免费评估
38,切斯特大学University of Chester,81.7,5.0,292,74.9,75.6,免费评估
39,北安普顿大学The University of Northampton,83.6,8.3,308,68.3,75.2,免费评估
40,格林多大学Glyndwr University,89.8,1.7,271,72.5,74.9,免费评估
41,德比大学University of Derby,93.0,,309,66.9,74.7,免费评估
42,约克圣约翰大学York St John University,85.1,0.0,311,85.5,74.5,免费评估
43,赫尔大学The University of Hull,82.7,11.7,325,62.3,74.3,免费评估
44,金斯顿大学Kingston University,86.2,8.3,285,76.2,74.2,免费评估
45,利兹都会大学Leeds Metropolitan University,84.7,6.7,301,76.7,74.0,免费评估
45,纽曼大学Newman University,87.6,8.3,300,67.4,74.0,免费评估
47,利兹圣三一大学Leeds Trinity University,82.5,,298,76.1,73.8,免费评估
47,桑德兰大学University of Sunderland,82.3,8.3,297,80.9,73.8,免费评估
49,罗汉普顿大学Roehampton University,80.7,13.3,291,61.7,73.4,免费评估
50,班戈大学Bangor University,79.0,16.7,291,65.0,73.0,免费评估
51,伍斯特大学University of Worcester,76.1,,281,75.5,72.9,免费评估
52,伦敦大学金史密斯学院Goldsmiths University of London,84.4,16.7,271,62.5,72.5,免费评估
53,利物浦约翰摩尔斯大学Liverpool John Moores University,83.2,6.7,342,58.4,72.2,免费评估
54,米德塞斯大学Middlesex University,81.6,,273,86.7,71.8,免费评估
55,赫特福德大学University of Hertfordshire,75.0,6.7,314,82.4,71.5,免费评估
56,格罗斯泰斯特主教大学Bishop Grosseteste University,81.0,3.3,253,69.6,71.1,免费评估
57,南安普顿索伦特大学Southampton Solent University,82.1,,289,63.2,70.2,免费评估
58,诺丁汉特伦特大学Nottingham Trent University,84.2,,294,63.1,69.9,免费评估
59,哥比亚大学University of Cumbria,78.8,1.7,272,78.8,69.7,免费评估
60,阿尔斯特大学University of Ulster,82.4,15.0,270,44.7,69.1,免费评估
61,朴茨茅斯大学University of Portsmouth,79.2,,305,51.7,69.0,免费评估
62,卡迪夫都市大学Cardiff Metropolitan University,83.2,0.0,305,51.6,68.7,免费评估
63,格林威治大学The University of Greenwich,72.9,6.7,283,67.9,68.6,免费评估
64,中央兰开夏大学University of Central Lancashire,82.4,1.7,274,57.5,68.4,免费评估
64,亚伯大学Aberystwyth University,78.7,,278,65.8,68.4,免费评估
66,伦敦都市大学London Metropolitan University,73.3,23.3,219,51.6,65.5,免费评估
67,剑桥安鲁大学Anglia Ruskin University,83.4,,250,75.2,64.9,免费评估
68,东伦敦大学University of East London,76.8,11.7,229,42.5,63.5,免费评估
69,贝德福德大学University of Bedfordshire,72.4,,253,71.1,63.3,免费评估
70,蒂赛德大学Teesside University,80.7,,298,28.0,62.6,免费评估
71,德蒙福特大学De Montfort University,62.4,,301,48.1,57.2,免费评估
