Ranking,University Name,Region,Academic Reputation,Employer Reputation,Citations per Paper,H-index Citations,Overall score,Free
1,ETH Zurich - Swiss Federal Institute of Technology,Switzerland,96.6,93.9,100.0,82.9,95.9,免费评估
2,Massachusetts Institute of Technology (MIT),United States,92.6,92.1,94.8,97.9,93.9,免费评估
3,Harvard University,United States,95.5,92.9,91.4,100.0,93.7,免费评估
4,剑桥大学University of Cambridge,United Kingdom,93.7,91.3,93.8,93.4,93.1,免费评估
5,California Institute of Technology (Caltech),United States,100.0,90.9,90.9,84.0,92.5,免费评估
5,Stanford University,United States,92.4,91.3,92.3,96.3,92.5,免费评估
7,"University of California, Berkeley (UCB)",United States,94.2,91.9,92.5,88.3,92.4,免费评估
8,University of Washington,United States,97.1,94.6,93.0,70.9,92.2,免费评估
9,牛津大学University of Oxford,United Kingdom,91.5,91.5,92.3,93.8,92.1,免费评估
10,Columbia University,United States,97.7,95.4,85.5,73.7,89.8,免费评估
11,University of British Columbia,Canada,87.8,90.0,91.0,85.8,89.4,免费评估
12,Pennsylvania State University,United States,90.1,91.1,87.0,89.7,89.1,免费评估
13,"University of California, Los Angeles (UCLA)",United States,90.8,90.7,86.9,86.7,88.8,免费评估
14,University of Colorado Boulder,United States,98.2,93.5,83.9,71.0,88.6,免费评估
15,The University of Tokyo,Japan,90.3,86.1,88.3,90.9,88.5,免费评估
15,Yale University,United States,90.1,94.9,83.6,88.1,88.5,免费评估
17,"University of California, San Diego (UCSD)",United States,90.3,94.3,87.8,68.1,88.1,免费评估
18,Princeton University,United States,95.5,95.3,80.7,80.3,88.0,免费评估
19,利兹大学University of Leeds,United Kingdom,88.7,92.7,87.2,76.6,87.9,免费评估
19,University of Toronto,Canada,92.0,91.4,85.0,80.9,87.9,免费评估
21,布里斯托大学University of Bristol,United Kingdom,89.1,92.0,88.5,68.5,87.5,免费评估
21,University of Texas at Austin,United States,92.4,90.1,85.6,76.0,87.5,免费评估
23,The Australian National University,Australia,86.6,90.6,86.5,85.3,87.4,免费评估
24,帝国理工学院Imperial College London,United Kingdom,88.7,88.3,85.7,87.5,87.3,免费评估
25,Colorado School of Mines,United States,78.0,84.5,93.0,94.0,87.2,免费评估
26,Utrecht University,Netherlands,88.2,92.4,88.2,66.3,87.1,免费评估
27,爱丁堡大学The University of Edinburgh,United Kingdom,86.4,90.5,84.9,85.1,86.7,免费评估
28,McGill University,Canada,86.0,90.7,84.8,83.6,86.5,免费评估
29,The University of Arizona,United States,91.5,91.0,83.5,68.5,85.9,免费评估
30,"University of California, Davis",United States,87.4,92.3,82.1,77.4,85.5,免费评估
31,Peking University,China (Mainland),92.1,90.2,78.1,85.4,85.4,免费评估
32,Sorbonne University,France,93.8,91.5,78.1,71.7,84.7,免费评估
33,雷丁大学University of Reading,United Kingdom,92.4,98.7,74.6,70.3,84.6,免费评估
34,Colorado State University,United States,90.5,96.1,73.0,86.4,84.5,免费评估
34,伦敦大学学院University College London,United Kingdom,90.1,89.1,80.2,75.9,84.5,免费评估
34,University of Hawaiʻi at Mānoa,United States,93.1,93.7,73.3,84.8,84.5,免费评估
37,Oregon State University,United States,88.5,92.3,81.6,63.6,84.2,免费评估
37,The University of Western Australia,Australia,88.2,88.5,79.0,84.3,84.2,免费评估
39,"University of Maryland, College Park",United States,97.9,93.5,70.6,79.8,84.1,免费评估
40,The University of New South Wales (UNSW Sydney),Australia,88.7,89.6,76.1,89.4,84.0,免费评估
40,University of Oslo,Norway,88.0,90.0,81.0,70.7,84.0,免费评估
42,University of Alberta,Canada,86.4,88.4,79.0,83.5,83.7,免费评估
43,Delft University of Technology,Netherlands,83.0,84.3,83.0,85.1,83.5,免费评估
43,Texas A&M University,United States,88.5,88.3,77.6,82.8,83.5,免费评估
45,The University of Melbourne,Australia,82.2,89.3,79.8,85.0,83.3,免费评估
46,University of Michigan-Ann Arbor,United States,87.2,88.8,79.6,71.4,83.0,免费评估
47,Tsinghua University,China (Mainland),90.7,88.7,73.6,86.0,82.9,免费评估
47,University of Bergen,Norway,86.0,90.7,79.9,68.0,82.9,免费评估
49,The University of Hong Kong,Hong Kong SAR,84.3,92.1,75.2,80.7,82.3,免费评估
50,Curtin University,Australia,86.6,89.7,74.9,82.0,82.2,免费评估
