Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,杜伦大学Durham University,83.1%,73.9%,57.9%,206,82.0%,100.0,免费评估
2,约克大学The University of York,87.7%,83.5%,61.5%,164,83.3%,99.9,免费评估
2,圣安德鲁斯大学University of St Andrews,87.0%,84.1%,60.4%,198,73.0%,99.9,免费评估
4,牛津大学University of Oxford,,,50.7%,202,76.6%,98.6,免费评估
5,剑桥大学University of Cambridge,,,50.0%,203,82.6%,97.7,免费评估
6,伦敦大学学院University College London,84.3%,73.5%,61.7%,195,70.1%,97.3,免费评估
7,埃克塞特大学University of Exeter,84.2%,80.3%,46.2%,171,82.1%,96.9,免费评估
8,拉夫堡大学Loughborough University,93.1%,90.0%,32.4%,149,81.4%,96.6,免费评估
9,兰卡斯特大学Lancaster University,84.7%,80.6%,47.0%,160,81.0%,96.1,免费评估
10,纽卡斯尔大学Newcastle University,82.6%,83.3%,54.3%,159,76.9%,95.8,免费评估
11,格拉斯哥大学University of Glasgow,79.8%,76.5%,52.0%,187,73.5%,95.4,免费评估
11,伯明翰大学University of Birmingham,84.4%,82.9%,37.0%,166,81.3%,95.4,免费评估
13,诺丁汉大学University of Nottingham,78.4%,75.4%,56.6%,162,78.9%,94.8,免费评估
14,阿伯丁大学University of Aberdeen,88.8%,81.9%,46.3%,167,66.5%,94.6,免费评估
15,华威大学The University of Warwick,77.8%,73.1%,59.8%,174,73.3%,94.5,免费评估
16,曼彻斯特大学The University of Manchester,79.9%,75.8%,49.1%,165,76.3%,93.9,免费评估
17,谢菲尔德大学The University of Sheffield,81.4%,80.3%,42.2%,156,79.2%,93.8,免费评估
18,萨塞克斯大学University of Sussex,81.4%,78.1%,45.6%,153,75.6%,93.0,免费评估
19,利物浦大学The University of Liverpool,87.9%,86.7%,26.9%,116,86.5%,92.8,免费评估
20,伦敦大学皇家霍洛威学院Royal Holloway University of London,84.6%,79.8%,49.9%,141,70.7%,92.6,免费评估
20,亚伯大学Aberystwyth University,91.2%,89.3%,31.2%,121,75.9%,92.6,免费评估
22,南安普顿大学University of Southampton,85.2%,81.5%,38.4%,154,70.1%,92.3,免费评估
22,伦敦国王学院King's College London,78.4%,70.7%,47.6%,171,72.4%,92.3,免费评估
24,龙比亚大学Napier University,94.1%,88.0%,37.9%,178,47.4%,92.1,免费评估
25,肯特大学University of Kent,82.3%,78.3%,47.3%,132,76.1%,92.0,免费评估
26,利兹大学University of Leeds,81.2%,78.0%,38.6%,161,72.6%,91.9,免费评估
27,斯特林大学University of Stirling,85.3%,80.0%,29.8%,162,69.7%,91.5,免费评估
28,邓迪大学University of Dundee,86.7%,83.7%,32.8%,166,61.8%,91.3,免费评估
29,斯旺西大学Swansea University,82.1%,81.4%,43.6%,125,74.6%,91.0,免费评估
30,布里斯托大学University of Bristol,73.6%,65.5%,30.0%,179,81.4%,90.6,免费评估
31,波尔顿大学University of Bolton,96.1%,97.5%,14.4%,91,76.7%,90.4,免费评估
32,思克莱德大学University of Strathclyde,83.8%,75.7%,39.4%,183,54.7%,90.3,免费评估
33,爱丁堡大学The University of Edinburgh,74.7%,71.8%,43.6%,182,65.5%,90.2,免费评估
34,伦敦大学玛丽女王学院Queen Mary University of London,78.0%,72.0%,64.0%,132,65.1%,90.1,免费评估
35,西英格兰大学University of the West of England,91.6%,90.1%,35.4%,111,63.9%,90.0,免费评估
35,利物浦大学The University of Liverpool,79.6%,74.6%,47.8%,141,68.8%,90.0,免费评估
37,考文垂大学Coventry University,90.6%,85.9%,18.1%,114,76.8%,89.9,免费评估
37,卡迪夫大学Cardiff University,83.2%,75.8%,35.1%,153,67.1%,89.9,免费评估
39,莱斯特大学University of Leicester,80.2%,73.5%,45.4%,127,70.9%,89.2,免费评估
40,班戈大学Bangor University,85.8%,85.8%,46.3%,118,60.1%,89.1,免费评估
41,普利茅斯大学University of Plymouth,87.2%,80.2%,30.5%,125,67.1%,88.8,免费评估
42,萨里大学University of Surrey,77.2%,68.8%,39.1%,144,72.7%,88.7,免费评估
42,德蒙福特大学De Montfort University,85.1%,83.6%,24.1%,104,78.3%,88.7,免费评估
44,埃塞克斯大学University of Essex,81.9%,80.0%,37.7%,110,72.1%,88.4,免费评估
45,诺丁汉特伦特大学Nottingham Trent University,84.8%,77.3%,30.0%,118,71.8%,88.3,免费评估
46,哈德斯菲尔德大学University of Huddersfield,84.4%,78.5%,29.9%,128,67.0%,88.0,免费评估
47,牛津布鲁克斯大学Oxford Brookes University,82.3%,79.2%,27.8%,123,71.2%,87.8,免费评估
48,艾芝西尔大学Edge Hill University,85.4%,83.2%,12.1%,126,73.9%,87.7,免费评估
49,英国女王大学Queen's University Belfast,75.4%,71.2%,53.1%,148,58.6%,87.6,免费评估
50,斯塔福德郡大学Staffordshire University,88.3%,82.2%,,95,87.0%,87.3,免费评估
51,东英吉利大学University of East Anglia,77.6%,74.9%,36.2%,151,61.3%,87.1,免费评估
51,基尔大学Keele University,82.4%,79.0%,29.8%,123,66.8%,87.1,免费评估
53,蒂赛德大学Teesside University,86.4%,78.1%,15.6%,102,77.9%,86.9,免费评估
53,赫尔大学The University of Hull,88.7%,83.5%,22.7%,119,62.0%,86.9,免费评估
55,罗汉普顿大学Roehampton University,88.6%,82.8%,20.8%,107,66.9%,86.8,免费评估
56,伦敦南岸大学London South Bank University,91.5%,84.9%,12.8%,97,70.0%,86.6,免费评估
57,诺桑比亚大学Northumbria University,84.1%,77.2%,27.2%,138,59.6%,86.5,免费评估
58,阿斯顿大学Aston University,84.6%,83.3%,23.4%,123,62.6%,86.4,免费评估
59,Solent University,93.9%,78.6%,,124,67.5%,86.3,免费评估
59,朴茨茅斯大学University of Portsmouth,83.8%,81.6%,17.1%,101,75.6%,86.3,免费评估
61,University of Lincoln,82.9%,80.2%,16.2%,124,69.5%,86.2,免费评估
62,格林威治大学The University of Greenwich,90.4%,88.8%,14.4%,122,57.6%,86.1,免费评估
63,利物浦约翰摩尔斯大学Liverpool John Moores University,84.3%,80.0%,17.9%,127,65.1%,86.0,免费评估
64,"特威克南圣玛丽大学St Mary's, Twickenham",92.3%,87.5%,14.6%,106,60.1%,85.8,免费评估
65,曼彻斯特城市大学Manchester Metropolitan University,81.7%,77.6%,29.0%,120,62.5%,85.5,免费评估
66,切斯特大学University of Chester,92.4%,87.2%,10.7%,113,57.2%,85.3,免费评估
67,格罗斯泰斯特主教大学Bishop Grosseteste University,93.4%,78.5%,6.7%,105,64.5%,85.0,免费评估
68,贝德福德大学University of Bedfordshire,76.6%,68.9%,45.8%,96,67.9%,84.8,免费评估
69,雷丁大学University of Reading,75.6%,68.4%,36.3%,128,63.3%,84.6,免费评估
70,谢菲尔德哈莱姆大学Sheffield Hallam University,89.3%,85.1%,14.6%,109,57.4%,84.5,免费评估
71,赫特福德大学University of Hertfordshire,83.3%,77.5%,7.8%,109,72.6%,84.4,免费评估
71,白金汉大学The University of Buckingham,81.9%,80.2%,,125,72.2%,84.4,免费评估
73,伯恩茅斯大学Bournemouth University,88.1%,83.3%,15.1%,109,58.8%,84.3,免费评估
74,中央兰开夏大学University of Central Lancashire,83.8%,85.6%,9.9%,120,62.1%,84.2,免费评估
75,伍斯特大学University of Worcester,85.5%,79.5%,8.2%,114,65.5%,84.1,免费评估
76,纽曼大学Newman University,81.1%,73.1%,9.6%,119,70.2%,83.8,免费评估
77,伯明翰城市大学Birmingham City University,80.3%,75.8%,30.9%,108,59.0%,83.5,免费评估
78,北安普顿大学The University of Northampton,86.8%,76.3%,15.3%,101,62.3%,83.4,免费评估
79,索尔福德大学University of Salford,81.8%,76.7%,7.8%,115,67.9%,83.3,免费评估
79,利兹贝克特大学Leeds Beckett University,85.3%,83.4%,11.0%,100,63.3%,83.3,免费评估
81,约克圣约翰大学York St John University,86.1%,82.3%,9.7%,107,60.0%,83.0,免费评估
81,布鲁内尔大学Brunel University,76.3%,75.0%,30.9%,111,61.1%,83.0,免费评估
83,威斯敏斯特大学University of Westminster,82.9%,76.2%,28.9%,98,57.1%,82.8,免费评估
84,温切斯特大学University of Winchester,87.1%,86.0%,,110,59.3%,82.5,免费评估
85,伍尔弗汉普顿大学University of Wolverhampton,81.6%,81.8%,7.6%,95,67.9%,82.3,免费评估
85,巴斯斯巴大学Bath Spa University,79.4%,69.3%,23.5%,117,59.2%,82.3,免费评估
85,东伦敦大学University of East London,86.6%,74.8%,13.7%,,54.8%,82.3,免费评估
88,阿尔斯特大学University of Ulster,79.8%,77.1%,35.1%,117,47.2%,82.2,免费评估
89,萨福克学院University Campus Suffolk,97.8%,94.5%,,108,41.2%,82.1,免费评估
89,金斯顿大学Kingston University,83.1%,81.3%,15.7%,105,56.8%,82.1,免费评估
91,利兹圣三一大学Leeds Trinity University,81.9%,85.1%,6.2%,99,64.0%,82.0,免费评估
92,德比大学University of Derby,80.8%,72.9%,13.5%,116,59.7%,81.7,免费评估
93,桑德兰大学University of Sunderland,72.5%,67.9%,15.3%,97,75.6%,81.2,免费评估
94,法尔茅斯大学Falmouth University,81.4%,68.4%,,102,71.1%,81.0,免费评估
95,南威尔士大学The University of South Wales,75.4%,72.9%,12.8%,121,60.7%,80.7,免费评估
96,剑桥安鲁大学Anglia Ruskin University,82.2%,78.7%,16.3%,102,53.4%,80.6,免费评估
97,格罗斯特大学University of Gloucestershire,78.9%,68.1%,9.3%,111,60.6%,79.9,免费评估
98,伦敦大学金史密斯学院Goldsmiths University of London,74.9%,66.8%,34.9%,120,45.1%,79.5,免费评估
99,布莱顿大学University of Brighton,83.6%,72.5%,16.2%,112,43.7%,79.0,免费评估
100,坎特伯雷大学Canterbury Christ Church University,83.8%,71.4%,8.0%,101,50.9%,78.5,免费评估
101,哥比亚大学University of Cumbria,87.3%,78.9%,,103*,42.0%,77.5,免费评估
102,卡迪夫都市大学Cardiff Metropolitan University,81.7%,69.9%,,98,54.9%,77.4,免费评估
103,Plymouth Marjon University,81.7%,76.5%,,96*,48.5%,76.5,免费评估
104,奇切斯特大学University of Chichester,68.5%,62.0%,16.3%,104,58.0%,76.3,免费评估
105,米德塞斯大学Middlesex University,65.8%,59.5%,11.0%,101,51.1%,72.9,免费评估
