Ranking,University Name,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,杜伦大学Durham University,85.8,43.3,542.0,83.2,100.0,免费评估
2,牛津大学University of Oxford,88.2,43.3,529.0,79.5,99.9,免费评估
3,Cardiff University,96.6,37.8,367.0,82.7,97.5,免费评估
4,布拉德福德大学University of Bradford,84.2,43.3,492.0,82.5,97.0,免费评估
5,剑桥大学University of Cambridge,81.0,43.3,555.0,79.2,96.9,免费评估
6,伦敦政治经济学院The London School of Economics and Political Science,84.3,36.7,487.0,86.8,96.3,免费评估
7,圣安德鲁斯大学University of St Andrews,88.8,33.3,491.0,71.3,94.2,免费评估
8,东英吉利大学University of East Anglia,86.9,39.0,454.0,64.8,91.4,免费评估
9,埃克塞特大学University of Exeter,84.9,33.3,441.0,73.7,90.6,免费评估
10,曼彻斯特大学The University of Manchester,89.9,31.7,419.0,66.3,90.3,免费评估
11,诺丁汉大学University of Nottingham,85.3,33.3,428.0,73.0,90.2,免费评估
12,格拉斯哥大学University of Glasgow,85.4,22.2,473.0,76.9,90.1,免费评估
13,伦敦大学皇家霍洛威学院Royal Holloway University of London,92.7,35.0,391.0,60.4,90.0,免费评估
13,兰卡斯特大学Lancaster University,85.0,33.3,448.0,69.9,90.0,免费评估
15,谢菲尔德大学The University of Sheffield,86.0,36.7,430.0,66.3,89.8,免费评估
16,南安普顿大学University of Southampton,83.4,35.0,429.0,73.1,89.6,免费评估
17,斯旺西大学Swansea University,87.1,30.0,367.0,74.5,88.3,免费评估
18,拉夫堡大学Loughborough University,89.1,23.3,385.0,71.9,87.8,免费评估
19,邓迪大学University of Dundee,90.1,30.0,405.0,59.2,87.6,免费评估
20,伦敦大学玛丽女王学院Queen Mary University of London,84.4,41.7,376.0,63.5,87.4,免费评估
20,纽卡斯尔大学Newcastle University,84.9,25.0,410.0,74.0,87.4,免费评估
20,利兹大学University of Leeds,79.9,40.0,431.0,66.6,87.4,免费评估
23,约克大学The University of York,85.2,26.7,401.0,71.3,86.9,免费评估
24,伯明翰大学University of Birmingham,79.2,28.3,426.0,75.7,86.2,免费评估
25,伦敦国王学院King's College London,78.6,36.7,414.0,69.8,86.0,免费评估
26,阿伯丁大学University of Aberdeen,80.8,23.3,455.0,70.3,85.6,免费评估
27,雷丁大学University of Reading,79.9,37.6,370.0,69.0,85.0,免费评估
28,爱丁堡大学The University of Edinburgh,77.2,31.7,473.0,63.9,84.8,免费评估
29,埃塞克斯大学University of Essex,82.5,31.7,405.0,59.1,83.8,免费评估
30,利物浦大学The University of Liverpool,82.3,25.0,406.0,58.6,81.9,免费评估
31,莱斯特大学University of Leicester,83.6,20.0,393.0,61.4,81.6,免费评估
32,赫尔大学The University of Hull,87.6,28.3,310.0,56.3,81.3,免费评估
33,伦敦大学学院University College London,59.9,38.3,499.0,76.2,81.2,免费评估
34,亚伯大学Aberystwyth University,81.7,35.0,335.0,56.0,80.7,免费评估
35,Coventry University,94.0,6.7,318.0,60.0,80.6,免费评估
36,布拉德福德大学University of Bradford,78.6,30.0,,59.7,79.3,免费评估
37,高地与群岛大学University of the Highlands and Islands,,16.7,348.0,64.3,79.2,免费评估
38,英国女王大学Queen's University Belfast,84.2,23.3,352.0,53.3,79.1,免费评估
39,桑德兰大学University of Sunderland,88.8,3.3,,63.5,79.0,免费评估
40,斯特林大学University of Stirling,77.5,16.7,405.0,64.8,78.8,免费评估
41,切斯特大学University of Chester,88.5,3.3,305.0,66.0,77.8,免费评估
42,基尔大学Keele University,85.9,,353.0,65.8,77.4,免费评估
43,普利茅斯大学University of Plymouth,83.8,21.4,305.0,53.8,76.7,免费评估
44,北安普顿大学The University of Northampton,92.8,7.7,258.0,50.0,75.3,免费评估
45,阿尔斯特大学University of Ulster,87.7,16.7,268.0,49.3,75.0,免费评估
46,朴茨茅斯大学University of Portsmouth,85.7,13.3,295.0,51.1,74.6,免费评估
47,西英格兰大学University of the West of England,82.3,6.7,321.0,60.6,74.5,免费评估
48,谢菲尔德哈莱姆大学Sheffield Hallam University,78.3,30.0,320.0,44.6,74.1,免费评估
49,布莱顿大学University of Brighton,84.5,13.3,290.0,50.8,73.7,免费评估
50,格罗斯特大学University of Gloucestershire,89.5,5.0,272.0,50.5,73.5,免费评估
51,牛津布鲁克斯大学Oxford Brookes University,83.8,,321.0,57.9,72.9,免费评估
52,赫特福德大学University of Hertfordshire,88.0,,306.0,47.5,72.0,免费评估
53,班戈大学Bangor University,84.7,,285.0,57.5,71.9,免费评估
54,伍斯特大学University of Worcester,86.4,3.3,289.0,46.9,71.2,免费评估
55,诺桑比亚大学Northumbria University,83.9,,342.0,47.3,71.1,免费评估
56,Manchester Metropolitan University,78.1,16.5,321.0,45.5,70.8,免费评估
57,德比大学University of Derby,89.4,,315.0,37.9,70.7,免费评估
58,巴斯斯巴大学Bath Spa University,86.5,5.0,275.0,45.0,70.6,免费评估
59,利物浦约翰摩尔斯大学Liverpool John Moores University,88.3,,311.0,40.0,70.5,免费评估
60,南威尔士大学The University of South Wales,86.2,,327.0,41.1,70.2,免费评估
61,艾芝西尔大学Edge Hill University,85.5,1.7,260.0,50.9,70.1,免费评估
62,伯恩茅斯大学Bournemouth University,76.8,21.7,304.0,36.8,68.6,免费评估
63,金斯顿大学Kingston University,76.8,13.3,267.0,49.8,68.3,免费评估
64,斯塔福德郡大学Staffordshire University,81.3,,231.0,58.0,68.0,免费评估
65,"特威克南圣玛丽大学St Mary's, Twickenham",79.1,,267.0,52.7,66.9,免费评估
66,思克莱德大学University of Strathclyde,83.6,6.7,,35.1,66.8,免费评估
67,坎特伯雷大学Canterbury Christ Church University,80.8,,267.0,48.0,66.7,免费评估
68,诺丁汉特伦特大学Nottingham Trent University,81.1,1.7,285.0,39.1,65.7,免费评估
69,索尔福德大学University of Salford,69.5,13.3,268.0,48.0,63.9,免费评估
70,南安普顿索伦特大学Southampton Solent University,78.2,,225.0,44.7,62.8,免费评估
71,利兹贝克特大学Leeds Beckett University,74.1,,266.0,46.7,62.6,免费评估
72,哥比亚大学University of Cumbria,74.7,,265.0,44.9,62.5,免费评估
73,中央兰开夏大学University of Central Lancashire,68.4,,290.0,51.5,61.7,免费评估
