Ranking,University Name,Guardian score,Satisfied with course,Satisfied with teaching,Satisfied with feedback,Student:staff ratio,Spend per student,Average entry tariff,Value-added score,Career after 6 mths,Free
1,剑桥大学University of Cambridge,100.0,87.0,88.0,73.0,12.1,10.0,489,8.0,83.0,免费评估
2,哈德斯菲尔德大学University of Huddersfield,91.3,90.0,92.0,89.0,14.8,8.0,282,,98.0,免费评估
3,雷丁大学University of Reading,91.2,,,,12.1,9.0,325,9.0,77.0,免费评估
4,东英吉利大学University of East Anglia,86.9,,,,11.2,10.0,311,8.0,,免费评估
5,金斯顿大学Kingston University,86.6,,,,10.6,9.0,263,10.0,67.0,免费评估
6,斯特林大学University of Stirling,85.1,,,,17.0,6.0,321,9.0,93.0,免费评估
7,利兹大学University of Leeds,81.5,92.0,95.0,79.0,13.2,7.0,325,7.0,,免费评估
8,阿伯丁大学University of Aberdeen,77.5,85.0,92.0,68.0,17.2,10.0,280,5.0,85.0,免费评估
9,杜伦大学Durham University,77.3,100.0,97.0,73.0,21.3,7.0,390,3.0,91.0,免费评估
10,兰卡斯特大学Lancaster University,75.4,82.0,83.0,53.0,5.7,8.0,389,2.0,80.0,免费评估
11,温切斯特大学University of Winchester,74.9,96.0,97.0,88.0,19.1,3.0,277,9.0,79.0,免费评估
12,英国圣玛丽大学学院St Mary's University College,73.6,,,,13.7,2.0,353,9.0,90.0,免费评估
13,曼彻斯特大学The University of Manchester,71.7,82.0,90.0,74.0,14.0,,316,4.0,,免费评估
14,邓迪大学University of Dundee,71.4,93.0,90.0,89.0,16.1,3.0,306,8.0,84.0,免费评估
15,普利茅斯大学University of Plymouth,70.2,81.0,81.0,79.0,17.9,9.0,292,7.0,74.0,免费评估
16,爱丁堡大学The University of Edinburgh,67.7,80.0,77.0,64.0,18.2,8.0,350,4.0,96.0,免费评估
17,牛津布鲁克斯大学Oxford Brookes University,67.6,88.0,88.0,66.0,15.4,6.0,288,8.0,73.0,免费评估
18,诺桑比亚大学Northumbria University,67.2,,,,22.1,5.0,318,2.0,90.0,免费评估
19,亚伯大学Aberystwyth University,66.9,92.0,93.0,82.0,13.7,6.0,253,4.0,,免费评估
20,奇切斯特大学University of Chichester,66.8,93.0,94.0,67.0,12.2,4.0,300,3.0,79.0,免费评估
21,约克大学The University of York,66.3,89.0,93.0,71.0,18.0,7.0,364,5.0,,免费评估
22,赫特福德大学University of Hertfordshire,65.8,77.0,83.0,60.0,16.6,7.0,267,10.0,70.0,免费评估
23,桑德兰大学University of Sunderland,65.0,84.0,87.0,81.0,15.0,7.0,288,2.0,87.0,免费评估
