Ranking,University Name,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,剑桥大学University of Cambridge,82.6,45.3,536.0,78.7,100.0,免费评估
2,牛津大学University of Oxford,84.6,35.0,542.0,72.7,96.0,免费评估
3,圣安德鲁斯大学University of St Andrews,85.0,35.0,506.0,70.2,94.1,免费评估
3,伦敦政治经济学院The London School of Economics and Political Science,80.5,48.3,454.0,68.3,94.1,免费评估
5,伦敦大学学院University College London,79.7,40.0,479.0,70.5,92.2,免费评估
6,伦敦大学亚非学院SOAS University of London,83.7,43.3,458.0,50.0,89.7,免费评估
7,杜伦大学Durham University,81.3,31.7,463.0,67.4,88.6,免费评估
8,埃塞克斯大学University of Essex,85.9,35.0,412.0,59.0,87.9,免费评估
9,布鲁内尔大学Brunel University,96.1,30.0,323.0,52.5,86.0,免费评估
10,曼彻斯特大学The University of Manchester,83.2,30.0,389.0,62.3,84.6,免费评估
11,阿伯丁大学University of Aberdeen,80.5,38.3,384.0,46.8,82.4,免费评估
12,肯特大学University of Kent,80.0,27.1,364.0,63.8,81.2,免费评估
13,罗汉普顿大学Roehampton University,87.8,36.7,286.0,46.0,81.1,免费评估
14,利兹大学University of Leeds,85.1,,437.0,73.8,79.2,免费评估
14,爱丁堡大学The University of Edinburgh,58.1,36.7,484.0,66.1,79.2,免费评估
16,伦敦大学金史密斯学院Goldsmiths University of London,80.2,35.0,352.0,44.0,79.0,免费评估
17,利物浦约翰摩尔斯大学Liverpool John Moores University,85.3,21.7,346.0,52.7,78.5,免费评估
18,英国女王大学Queen's University Belfast,79.2,41.7,330.0,36.8,78.3,免费评估
19,切斯特大学University of Chester,90.8,,307.0,64.6,74.3,免费评估
20,牛津布鲁克斯大学Oxford Brookes University,82.5,15.0,358.0,48.8,74.1,免费评估
21,格拉斯哥大学University of Glasgow,85.9,20.0,,35.0,73.4,免费评估
22,伯恩茅斯大学Bournemouth University,82.4,18.3,335.0,,73.2,免费评估
23,斯特林大学University of Stirling,79.6,,394.0,40.5,66.6,免费评估
24,东伦敦大学University of East London,74.5,20.0,242.0,41.9,65.4,免费评估
25,南安普顿索伦特大学Southampton Solent University,80.1,,315.0,31.2,61.4,免费评估
26,亚伯大学Aberystwyth University,76.0,,314.0,32.2,59.5,免费评估
27,伯明翰城市大学Birmingham City University,70.8,,310.0,40.5,58.6,免费评估
28,谢菲尔德哈莱姆大学Sheffield Hallam University,74.1,,303.0,34.0,58.5,免费评估
