Ranking,University Name,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,4.6,591.0,0.82,0.93,免费评估
2,牛津大学University of Oxford,4.0,510.0,,0.88,免费评估
3,帝国理工学院Imperial College London,4.1,467.0,0.82,0.97,免费评估
4,南安普顿大学University of Southampton,4.1,405.0,0.84,0.82,免费评估
5,格拉斯哥大学University of Glasgow,3.8,369.0,0.85,0.85,免费评估
6,爱丁堡大学The University of Edinburgh,4.1,441.0,0.78,0.86,免费评估
7,圣安德鲁斯大学University of St Andrews,2.8,443.0,,0.89,免费评估
8,伦敦大学皇家霍洛威学院Royal Holloway University of London,3.2,292.0,0.87,0.89,免费评估
9,华威大学The University of Warwick,2.9,464.0,0.83,0.78,免费评估
10,约克大学The University of York,3.5,430.0,0.76,0.89,免费评估
11,巴斯大学University of Bath,3.5,412.0,0.79,0.79,免费评估
11,布里斯托大学University of Bristol,3.6,448.0,0.74,0.84,免费评估
13,拉夫堡大学Loughborough University,2.6,316.0,0.87,0.85,免费评估
14,伦敦大学学院University College London,4.0,404.0,0.75,0.81,免费评估
15,纽卡斯尔大学Newcastle University,3.2,325.0,0.84,0.81,免费评估
16,利兹大学University of Leeds,3.6,345.0,0.79,0.8,免费评估
17,思克莱德大学University of Strathclyde,2.5,381.0,0.82,0.83,免费评估
18,阿伯丁大学University of Aberdeen,3.2,341.0,0.78,0.86,免费评估
19,伯明翰大学University of Birmingham,3.7,372.0,0.79,0.73,免费评估
20,萨里大学University of Surrey,2.2,350.0,0.81,0.91,免费评估
21,谢菲尔德大学The University of Sheffield,2.9,367.0,0.74,0.9,免费评估
22,曼彻斯特大学The University of Manchester,3.9,356.0,0.72,0.8,免费评估
23,邓迪大学University of Dundee,2.9,360.0,0.84,0.67,免费评估
24,卡迪夫大学Cardiff University,3.2,325.0,0.77,0.81,免费评估
25,东英吉利大学University of East Anglia,3.1,299.0,0.83,0.73,免费评估
26,兰卡斯特大学Lancaster University,3.6,319.0,0.78,0.72,免费评估
27,班戈大学Bangor University,2.5,267.0,,0.93,免费评估
27,杜伦大学Durham University,3.1,409.0,0.67,0.9,免费评估
29,埃克塞特大学University of Exeter,2.8,318.0,0.8,0.78,免费评估
30,诺丁汉大学University of Nottingham,3.8,310.0,0.74,0.78,免费评估
31,埃塞克斯大学University of Essex,2.9,308.0,0.81,0.72,免费评估
31,伦敦国王学院King's College London,2.8,350.0,0.75,0.81,免费评估
33,莱斯特大学University of Leicester,3.1,278.0,0.79,0.78,免费评估
34,赫瑞瓦特大学Heriot Watt University,2.7,347.0,0.81,0.69,免费评估
35,肯特大学University of Kent,2.9,305.0,0.75,0.82,免费评估
36,斯旺西大学Swansea University,3.4,309.0,0.74,0.76,免费评估
37,利物浦大学The University of Liverpool,3.7,321.0,0.76,0.62,免费评估
38,萨塞克斯大学University of Sussex,3.2,340.0,0.72,0.74,免费评估
39,亚伯大学Aberystwyth University,3.4,241.0,0.8,0.67,免费评估
40,英国女王大学Queen's University Belfast,2.7,325.0,0.71,0.82,免费评估
41,雷丁大学University of Reading,1.6,332.0,0.78,0.79,免费评估
42,赫尔大学The University of Hull,1.8,249.0,0.81,0.8,免费评估
43,罗伯特高登大学The Robert Gordon University,2.0,298.0,,0.81,免费评估
44,格林多大学Glyndwr University,1.9,,,0.82,免费评估
45,普利茅斯大学University of Plymouth,3.5,207.0,0.75,0.65,免费评估
46,阿斯顿大学Aston University,2.0,320.0,0.74,0.72,免费评估
47,伦敦大学玛丽女王学院Queen Mary University of London,3.5,276.0,0.67,0.69,免费评估
