Rank,Institution,Country/Region,Pub,CNCI,IC,TOP,AWARD,Total Score,Free
1,Central South University,China,100.0,58.3,38.4,100.0,,266.0,免费评估
2,University of Science and Technology Beijing,China,99.7,56.1,40.7,93.5,,257.6,免费评估
3,Harbin Institute of Technology,China,77.7,60.0,40.6,94.2,,240.1,免费评估
4,Northwestern Polytechnical University,China,76.9,60.0,34.1,89.9,,233.5,免费评估
5,Tohoku University,Japan,73.1,60.0,63.5,83.4,,229.2,免费评估
6,Northeastern University(China),China,79.0,55.7,49.4,71.7,,216.4,免费评估
7,Pohang University of Science and Technology,South Korea,52.0,70.9,65.8,74.0,,210.0,免费评估
8,Shanghai Jiao Tong University,China,59.8,62.4,54.1,73.8,,206.8,免费评估
9,Monash University,Australia,40.0,89.3,82.0,58.4,,204.1,免费评估
10,University of Tennessee - Knoxville,United States,34.9,94.4,86.8,54.0,,200.7,免费评估
11,Tsinghua University,China,62.9,56.6,44.7,66.6,,195.0,免费评估
12,Chongqing University,China,60.1,62.4,38.9,60.1,,190.4,免费评估
13,Université Grenoble Alpes,France,40.6,70.9,87.0,59.6,,188.4,免费评估
14,Beihang University,China,52.6,59.6,42.3,62.7,,183.3,免费评估
15,Xian Jiao Tong University,China,49.9,62.4,42.1,61.3,,182.0,免费评估
16,The University of Queensland,Australia,37.6,73.9,80.0,53.7,,181.3,免费评估
17,RWTH Aachen University,Germany,38.2,78.2,75.0,47.5,,178.8,免费评估
18,Huazhong University of Science and Technology,China,44.2,68.8,39.3,57.6,,178.4,免费评估
19,曼彻斯特大学The University of Manchester,United Kingdom,33.2,82.5,77.2,47.2,,178.3,免费评估
19,University of Illinois at Urbana-Champaign,United States,27.6,93.4,79.0,41.6,,178.3,免费评估
21,Zhejiang University,China,46.9,64.7,38.2,58.9,,178.1,免费评估
22,Indian Institute of Science,India,36.4,74.6,62.5,53.0,,176.6,免费评估
23,University of Southern California,United States,24.8,94.9,97.7,36.5,,175.7,免费评估
24,南安普顿大学University of Southampton,United Kingdom,25.6,92.8,96.1,37.9,,175.5,免费评估
25,The Ohio State University - Columbus,United States,35.4,77.5,68.8,47.7,,174.4,免费评估
26,City University of Hong Kong,China-Hong Kong,29.1,87.4,67.8,44.0,,174.0,免费评估
27,University of Tehran,Iran,37.2,73.3,50.3,53.2,,173.8,免费评估
28,Osaka University,Japan,51.0,56.1,53.4,55.4,,173.3,免费评估
29,剑桥大学University of Cambridge,United Kingdom,34.3,75.3,86.0,46.0,,172.7,免费评估
30,牛津大学University of Oxford,United Kingdom,29.1,84.8,80.6,42.4,,172.5,免费评估
31,Karlsruhe Institute of Technology (KIT),Germany,32.2,76.9,85.9,46.1,,172.4,免费评估
32,Northwestern University,United States,27.8,86.2,68.2,43.9,,171.6,免费评估
33,TU Dresden,Germany,33.6,71.6,81.2,48.4,,169.8,免费评估
34,University of Leoben,Austria,34.8,74.3,77.4,45.1,,169.6,免费评估
35,Institut National Polytechnique de Grenoble,France,34.1,70.5,82.8,48.3,,169.5,免费评估
36,University of Sydney,Australia,24.2,88.8,92.2,37.6,,169.0,免费评估
37,Kyushu University,Japan,43.2,67.0,52.2,47.0,,167.6,免费评估
38,McGill University,Canada,35.1,71.6,68.6,46.1,,166.5,免费评估
39,Texas A&M University,United States,25.9,85.4,80.2,39.1,,166.4,免费评估
40,Deakin University,Australia,30.0,75.6,77.9,44.7,,165.9,免费评估
41,"The Imperial College of Science, Technology and Medicine",United Kingdom,28.9,80.0,80.5,40.4,,165.5,免费评估
42,National Tsing Hua University,China-Taiwan,22.5,97.3,53.3,34.8,,165.3,免费评估
42,University of Chicago,United States,27.0,79.1,82.6,42.7,,165.3,免费评估
44,Jilin University,China,39.3,65.5,32.0,54.0,,165.2,免费评估
45,Shanghai University,China,45.1,57.0,47.8,53.5,,165.1,免费评估
46,Norwegian University of Science and Technology - NTNU,Norway,33.1,71.2,79.4,44.3,,164.5,免费评估
47,Massachusetts Institute of Technology (MIT),United States,24.4,88.5,73.4,36.6,,164.2,免费评估
48,Delft University of Technology,Netherlands,32.9,69.8,89.6,43.1,,163.7,免费评估
49,Pennsylvania State University - University Park,United States,29.9,74.6,78.8,43.1,,163.4,免费评估
49,Shandong University,China,41.1,61.2,43.0,52.6,,163.4,免费评估
