Ranking,University Name,Region,Academic Reputation,Employer Reputation,Citations per Paper,H-index Citations,Overall score,Free
1,Harvard University,United States,100.0,100.0,94.4,100.0,99.7,免费评估
2,"University of California, Berkeley (UCB)",United States,98.5,85.3,94.7,95.9,96.6,免费评估
3,牛津大学University of Oxford,United Kingdom,95.9,96.8,87.1,91.9,95.0,免费评估
4,伦敦政治经济学院The London School of Economics and Political Science,United Kingdom,96.6,91.2,88.1,88.9,94.5,免费评估
5,Stanford University,United States,93.7,91.0,96.5,97.0,94.1,免费评估
6,University of Wisconsin-Madison,United States,97.2,65.3,88.9,91.0,92.7,免费评估
7,University of Chicago,United States,95.1,78.1,90.8,87.3,92.0,免费评估
8,剑桥大学University of Cambridge,United Kingdom,93.7,96.1,81.8,81.8,91.6,免费评估
8,Yale University,United States,90.4,87.2,96.9,98.2,91.6,免费评估
10,Princeton University,United States,92.0,79.6,96.7,95.4,91.5,免费评估
11,"University of California, Los Angeles (UCLA)",United States,92.1,84.7,88.8,90.5,91.0,免费评估
12,Columbia University,United States,90.1,78.7,88.6,94.6,89.6,免费评估
13,University of Michigan,United States,88.4,70.4,90.2,96.3,87.9,免费评估
14,University of Amsterdam,Netherlands,88.0,74.9,86.8,87.3,86.5,免费评估
15,National University of Singapore (NUS),Singapore,88.2,86.0,78.7,76.5,85.8,免费评估
15,New York University (NYU),United States,85.1,77.4,90.1,93.3,85.8,免费评估
17,University of Toronto,Canada,86.8,80.6,82.3,83.1,85.4,免费评估
18,The Australian National University,Australia,87.0,80.4,80.2,80.4,85.0,免费评估
19,爱丁堡大学The University of Edinburgh,United Kingdom,85.7,68.1,82.3,79.6,82.9,免费评估
20,Cornell University,United States,82.2,75.3,90.2,87.9,82.8,免费评估
21,曼彻斯特大学The University of Manchester,United Kingdom,81.9,71.0,89.2,91.9,82.7,免费评估
22,The University of Tokyo,Japan,88.7,85.1,64.8,58.4,82.6,免费评估
23,The University of Sydney,Australia,82.0,86.9,81.5,81.1,82.3,免费评估
23,"University of North Carolina, Chapel Hill",United States,83.7,60.1,88.3,88.4,82.3,免费评估
25,Freie Universitaet Berlin,Germany,88.0,64.0,77.6,62.9,81.3,免费评估
25,Massachusetts Institute of Technology (MIT),United States,77.2,91.1,100.0,87.9,81.3,免费评估
27,Peking University,China,82.7,87.2,76.4,62.9,79.9,免费评估
28,Humboldt-Universit?t zu Berlin,Germany,84.8,69.8,74.9,64.2,79.7,免费评估
28,The University of Melbourne,Australia,79.2,83.7,79.6,79.6,79.7,免费评估
30,Monash University,Australia,79.9,81.9,76.1,77.3,79.5,免费评估
31,The University of Hong Kong,Hong Kong,82.9,82.3,76.6,61.5,79.3,免费评估
32,Seoul National University,South Korea,82.0,85.3,67.9,61.5,78.6,免费评估
33,The Chinese University of Hong Kong (CUHK),Hong Kong,81.5,71.6,78.6,68.9,78.5,免费评估
34,Duke University,United States,77.0,68.6,89.8,87.9,78.4,免费评估
35,McGill University,Canada,77.8,80.9,82.1,77.3,78.3,免费评估
36,Universidad Nacional Autónoma de México (UNAM),Mexico,84.7,76.3,63.9,51.1,77.8,免费评估
37,伦敦大学金史密斯学院Goldsmiths University of London,United Kingdom,81.7,51.9,82.7,73.9,77.6,免费评估
37,The University of Queensland,Australia,77.7,71.6,81.7,79.6,77.6,免费评估
37,埃塞克斯大学University of Essex,United Kingdom,77.1,57.5,95.6,87.3,77.6,免费评估
40,Brown University,United States,77.1,71.6,86.6,78.9,77.3,免费评估
40,University of British Columbia,Canada,76.4,75.2,83.1,81.1,77.3,免费评估
42,University of Copenhagen,Denmark,76.1,77.2,84.2,77.3,76.8,免费评估
43,University of Texas at Austin,United States,73.4,72.0,89.1,90.5,76.6,免费评估
44,Sciences Po,France,78.6,64.1,78.0,73.9,76.4,免费评估
44,华威大学The University of Warwick,United Kingdom,78.4,62.6,80.6,74.8,76.4,免费评估
46,兰卡斯特大学Lancaster University,United Kingdom,77.5,53.8,88.6,81.1,76.2,免费评估
47,Pontificia Universidad Católica de Chile (UC),Chile,79.4,77.4,69.1,60.0,75.8,免费评估
47,Universidad de Buenos Aires (UBA),Argentina,83.5,81.6,51.5,43.9,75.8,免费评估
49,Stockholm University,Sweden,77.1,59.5,83.1,76.5,75.6,免费评估
50,The University of Auckland,New Zealand,75.6,78.3,82.0,66.7,74.9,免费评估
