Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,88%,5.1/9,526.0,78.00%,100.0,免费评估
2,牛津大学University of Oxford,88%,4.8/9,539.0,80.00%,99.9,免费评估
3,杜伦大学Durham University,83%,3.8/9,477.0,78.00%,91.5,免费评估
4,伦敦大学学院University College London,81%,4.1/9,443.0,78.00%,90.5,免费评估
5,圣安德鲁斯大学University of St Andrews,87%,3.1/9,466.0,72.00%,90.3,免费评估
6,伦敦国王学院King's College London,86%,4.0/9,429.0,66.00%,89.3,免费评估
7,埃克塞特大学University of Exeter,84%,3.9/9,439.0,62.00%,87.5,免费评估
8,华威大学The University of Warwick,83%,3.8/9,443.0,62.00%,86.4,免费评估
9,曼彻斯特大学The University of Manchester,83%,3.5/9,412.0,53.00%,82.6,免费评估
10,布里斯托大学University of Bristol,70%,3.3/9,439.0,81.00%,82.5,免费评估
11,爱丁堡大学The University of Edinburgh,75%,2.4/9,456.0,71.00%,81.3,免费评估
12,伯明翰大学University of Birmingham,85%,3.1/9,373.0,51.00%,80.7,免费评估
13,格拉斯哥大学University of Glasgow,87%,1.9/9,425.0,50.00%,80.1,免费评估
14,伦敦大学皇家霍洛威学院Royal Holloway University of London,83%,2.1/9,353.0,61.00%,78.5,免费评估
15,诺丁汉大学University of Nottingham,78%,2.6/9,376.0,53.00%,76.3,免费评估
16,利兹大学University of Leeds,79%,1.7/9,381.0,60.00%,75.9,免费评估
17,纽卡斯尔大学Newcastle University,76%,2.4/9,382.0,55.00%,75.4,免费评估
18,利物浦大学The University of Liverpool,82%,2.5/9,343.0,47.00%,75.1,免费评估
19,斯旺西大学Swansea University,88%,1.6/9,299.0,47.00%,74.7,免费评估
20,雷丁大学University of Reading,80%,2.5/9,327.0,52.00%,74.6,免费评估
21,Trinity St David,78%,1.3/9,,59.00%,73.0,免费评估
22,肯特大学University of Kent,79%,1.3/9,266.0,50.00%,68.2,免费评估
23,罗汉普顿大学Roehampton University,69%,,233.0,38.00%,55.3,免费评估
